int	string	string	int	DTVector2	int	int	int	int	int	int	int	int	int	int	int	int	DTItemNum[]	int	int	int	int
11335	卡尔加里大学	University of Calgary	13	0.8;0.2	0	0	0	1501	0	0	233	0	0	8	298982	2000	1:5;9001:10;5005:71	5	11334	11336	1147
11336	彩虹桥	Rainbow Bridge	13	0.2;0.2	0	0	1401	0	0	0	238	0	0	17	298982	2000	1:5;9001:10;5005:72	5	11335	11337	1148
11337	摩天塔	Skylon Tower	13	0.2;0.5	0	1201	0	0	0	0	235	0	0	13	300477	2000	1:5;9001:10;5005:72	5	11336	11338	1148
11338	尼亚加拉摩天轮	Niagara SkyWheel	13	0.7;0.5	1101	0	0	0	0	0	239	0	0	13	301979	2000	1:5;9001:10;5005:72	5	11337	11339	1148
11339	颠倒屋	Upside Down House	13	0.7;0.7	0	0	0	1502	235	0	0	0	0	10	303489	2000	1:5;9001:10;5005:72	5	11338	11340	1148
11340	尼亚加拉公园蝴蝶馆	Niagara Parks Butterfly Conservatory	13	0.8;0.5	0	1202	0	0	0	238	0	0	0	10	305006	2000	1:5;9001:10;5005:72	5	11339	11341	1148
11341	瀑景室内水上公园	Fallsview Indoor Waterpark	13	0.5;0.9	1102	0	0	0	0	239	0	0	0	9	306531	2000	1:5;9001:10;5005:72	5	11340	11342	1148
11342	克利夫顿山	Clifton Hills	13	0.8;0.9	0	0	1402	0	0	238	0	0	0	9	308064	2000	1:5;9001:10;5005:72	5	11341	11343	1148
11343	花钟	Floral Clock	13	0.8;0.2	1101	0	0	0	0	235	0	0	0	8	309604	2000	1:5;9001:10;5005:72	5	11342	11344	1148
11344	极光村	Aurora Village	13	0.2;0.2	0	0	0	1501	244	0	0	0	0	17	309604	2000	1:5;9001:10;5005:73	5	11343	11345	1149
11345	布什飞行员纪念碑	Bush Pilots Monument	13	0.2;0.5	0	1201	0	0	242	0	0	0	0	13	311152	2000	1:5;9001:10;5005:73	5	11344	11346	1149
11346	耶洛奈夫市	City of Yellowknife	13	0.7;0.5	0	1202	0	0	0	0	242	0	0	13	312708	2000	1:5;9001:10;5005:73	5	11345	11347	1149
11347	老镇	Old Town	13	0.7;0.7	1101	0	0	0	0	243	0	0	0	10	314272	2000	1:5;9001:10;5005:73	5	11346	11348	1149
11348	耶洛奈夫旧城遗址	Yellowknife old city ruins	13	0.8;0.5	0	0	0	1501	0	244	0	0	0	10	315843	2000	1:5;9001:10;5005:73	5	11347	11349	1149
11349	下到地球画廊	Down to Earth Gallery	13	0.5;0.9	0	1201	0	0	0	243	0	0	0	9	317422	2000	1:5;9001:10;5005:73	5	11348	11350	1149
11350	耶洛奈夫市政厅和公园	Yellowknife City Hall & Park	13	0.8;0.9	1102	0	0	0	0	0	243	0	0	9	319009	2000	1:5;9001:10;5005:73	5	11349	11351	1149
11351	耶洛奈夫立法院	Yellowknife Legislative Court	13	0.8;0.2	0	0	0	1502	0	243	0	0	0	8	320604	2000	1:5;9001:10;5005:73	5	11350	11352	1149
11352	惠斯勒滑雪场	Whistler Mountain Village Gondola	13	0.2;0.2	1102	0	0	0	0	245	0	0	0	17	320604	2000	1:5;9001:10;5005:74	5	11351	11353	1150
11353	惠斯勒山	Whistler Mountain	13	0.2;0.5	1101	0	0	0	0	0	246	0	0	13	322207	2000	1:5;9001:10;5005:74	5	11352	11354	1150
11354	黑梳山	Blackcomb Mountain	13	0.7;0.5	0	0	1401	0	0	247	0	0	0	13	323818	2000	1:5;9001:10;5005:74	5	11353	11355	1150
11355	贡多拉峰第二峰	Peak 2 Peak Gondola	13	0.7;0.7	0	1201	0	0	248	0	0	0	0	10	325437	2000	1:5;9001:10;5005:74	5	11354	11356	1150
11356	洛斯特湖	lost lake	13	0.8;0.5	0	0	0	1502	0	249	0	0	0	10	327064	2000	1:5;9001:10;5005:74	5	11355	11357	1150
11357	绿湖	Green lake	13	0.5;0.9	0	0	0	1502	0	245	0	0	0	9	328699	2000	1:5;9001:10;5005:74	5	11356	11358	1150
11358	惠斯勒游客中心	Whistler Visitor Centre	13	0.8;0.9	0	1202	0	0	0	249	0	0	0	9	330342	2000	1:5;9001:10;5005:74	5	11357	11359	1150
11359	惠斯勒博物馆	Whistler Museum	13	0.8;0.2	1101	0	0	0	247	0	0	0	0	8	331994	2000	1:5;9001:10;5005:74	5	11358	11360	1150
11360	阿尔伯塔大学	University of Alberta	13	0.2;0.2	0	0	1402	0	0	0	250	0	0	13	331994	3000	1:5;9001:11;5005:76	5	11359	11361	1151
11361	艾尔伯特法政大厅	Alberta Legislature Building	13	0.2;0.5	1102	0	0	0	0	253	0	0	0	10	333654	3000	1:5;9001:11;5005:76	5	11360	11362	1151
11362	银河乐园	Galaxyland	13	0.7;0.5	0	0	0	1501	0	0	253	0	0	10	335322	3000	1:5;9001:11;5005:76	5	11361	11363	1151
11363	阿尔伯塔皇家博物馆	Royal Alberta Museum	13	0.7;0.7	1102	0	0	0	252	0	0	0	0	9	336999	3000	1:5;9001:11;5005:76	5	11362	11364	1151
11364	罗斯中学	ROSS SHEPPARD	13	0.8;0.5	0	1202	0	0	0	0	252	0	0	9	338684	3000	1:5;9001:11;5005:76	5	11363	11365	1151
11365	威廉霍雷拉克公园	William Hawrelak Park	13	0.5;0.9	0	0	0	1501	0	0	254	0	0	8	340377	3000	1:5;9001:11;5005:76	5	11364	11366	1151
11366	艾伯塔美术馆	Art Gallery of Alberta	13	0.8;0.9	1101	0	0	0	0	254	0	0	0	8	342079	3000	1:5;9001:11;5005:76	5	11365	11367	1151
11367	埃德蒙顿市政厅	Edmonton City Hall	13	0.8;0.2	0	1201	0	0	254	0	0	0	0	7	343789	3000	1:5;9001:11;5005:76	5	11366	11368	1151
11368	金斯顿市政厅	Kingston City Hall	13	0.2;0.2	0	0	0	1502	256	0	0	0	0	13	343789	3000	1:5;9001:11;5005:77	5	11367	11369	1152
11369	皇后大学	Queen's University	13	0.2;0.5	1102	0	0	0	0	257	0	0	0	10	345508	3000	1:5;9001:11;5005:77	5	11368	11370	1152
11370	亨利炮台	Fort Henry	13	0.7;0.5	1102	0	0	0	0	0	258	0	0	10	347236	3000	1:5;9001:11;5005:77	5	11369	11371	1152
11371	城市公园	City Park	13	0.7;0.7	0	0	0	1502	0	0	255	0	0	9	348972	3000	1:5;9001:11;5005:77	5	11370	11372	1152
11372	安大略湖公园	Lake Ontario Park	13	0.8;0.5	0	0	1401	0	258	0	0	0	0	9	350717	3000	1:5;9001:11;5005:77	5	11371	11373	1152
11373	国家历史遗址	National Historic Site	13	0.5;0.9	0	1201	0	0	0	259	0	0	0	8	352471	3000	1:5;9001:11;5005:77	5	11372	11374	1152
11374	金斯敦海滨	Kingston Waterfront	13	0.8;0.9	0	0	0	1502	0	255	0	0	0	8	354233	3000	1:5;9001:11;5005:77	5	11373	11375	1152
11375	沃尔夫岛	Wolfe Island	13	0.8;0.2	1101	0	0	0	258	0	0	0	0	7	356004	3000	1:5;9001:11;5005:77	5	11374	11376	1152
11376	佩姬湾	Peggy's Cove	13	0.2;0.2	0	1201	0	0	0	0	261	0	0	13	356004	3000	1:5;9001:11;5005:78	5	11375	11377	1153
11377	舒碧公园	Shubie Park	13	0.2;0.5	0	0	1402	0	264	0	0	0	0	10	357784	3000	1:5;9001:11;5005:78	5	11376	11378	1153
11378	海洋博物馆	Maritime Museum	13	0.7;0.5	0	0	1402	0	0	264	0	0	0	10	359573	3000	1:5;9001:11;5005:78	5	11377	11379	1153
11379	21号码头	Pier 21	13	0.7;0.7	1102	0	0	0	0	262	0	0	0	9	361371	3000	1:5;9001:11;5005:78	5	11378	11380	1153
11380	快乐点公园	Happy Point Park	13	0.8;0.5	0	0	0	1501	0	262	0	0	0	9	363178	3000	1:5;9001:11;5005:78	5	11379	11381	1153
11381	达尔豪斯大学	Dalhousie University	13	0.5;0.9	0	0	1401	0	261	0	0	0	0	8	364994	3000	1:5;9001:11;5005:78	5	11380	11382	1153
11382	国家历史遗迹	National Historic Site	13	0.8;0.9	0	1201	0	0	0	0	263	0	0	8	366819	3000	1:5;9001:11;5005:78	5	11381	11383	1153
11383	探索中心	Discovery Centre	13	0.8;0.2	1102	0	0	0	0	260	0	0	0	7	368653	3000	1:5;9001:11;5005:78	5	11382	11384	1153
11384	海滨公园	Waterfront Park	13	0.2;0.2	0	0	0	1502	0	0	267	0	0	13	368653	3000	1:5;9001:11;5005:79	5	11383	11385	1154
11385	春日井日本花园	Kasugai Japanese Garden	13	0.2;0.5	0	0	1401	0	0	0	267	0	0	10	370496	3000	1:5;9001:11;5005:79	5	11384	11386	1154
11386	父亲潘多西使命	Father Pandosy Mission	13	0.7;0.5	0	1202	0	0	0	0	269	0	0	10	372348	3000	1:5;9001:11;5005:79	5	11385	11387	1154
11387	奥肯那根遗产博物馆	Okanagan Heritage Museum	13	0.7;0.7	0	0	1402	0	0	265	0	0	0	9	374210	3000	1:5;9001:11;5005:79	5	11386	11388	1154
11388	诺克斯山公园	Knox Mountain Park	13	0.8;0.5	1102	0	0	0	0	0	268	0	0	9	376081	3000	1:5;9001:11;5005:79	5	11387	11389	1154
11389	城市公园	City Park	13	0.5;0.9	0	0	0	1501	0	265	0	0	0	8	377961	3000	1:5;9001:11;5005:79	5	11388	11390	1154
11390	海滨公园	Waterfront Park	13	0.8;0.9	0	0	1402	0	268	0	0	0	0	8	379851	3000	1:5;9001:11;5005:79	5	11389	11391	1154
11391	玫瑰谷地区公园	Rose Valley Regional Park	13	0.8;0.2	0	1202	0	0	266	0	0	0	0	7	381750	3000	1:5;9001:11;5005:79	5	11390	11392	1154
11392	麦克马斯特大学	McMaster University	13	0.2;0.2	1102	0	0	0	0	0	272	0	0	13	381750	3000	1:5;9001:11;5005:80	5	11391	11393	1155
11393	海湾公园	Bayfront Park	13	0.2;0.5	0	0	0	1502	0	0	270	0	0	10	383659	3000	1:5;9001:11;5005:80	5	11392	11394	1155
11394	登打士谷保护区	Dundas Valley Conservation Area	13	0.7;0.5	0	1201	0	0	270	0	0	0	0	10	385577	3000	1:5;9001:11;5005:80	5	11393	11395	1155
11395	水瓶座剧院	Theatre Aquarius	13	0.7;0.7	0	0	1402	0	0	273	0	0	0	9	387505	3000	1:5;9001:11;5005:80	5	11394	11396	1155
11396	韦伯斯特瀑布	Webster Falls	13	0.8;0.5	1102	0	0	0	273	0	0	0	0	9	389443	3000	1:5;9001:11;5005:80	5	11395	11397	1155
11397	汉密尔顿的瀑布	Waterfalls of Hamilton	13	0.5;0.9	0	0	0	1502	272	0	0	0	0	8	391390	3000	1:5;9001:11;5005:80	5	11396	11398	1155
11398	汉密尔顿会议中心	Hamilton Convention Centre	13	0.8;0.9	0	0	1401	0	0	274	0	0	0	8	393347	3000	1:5;9001:11;5005:80	5	11397	11399	1155
11399	加拿大海洋探索中心	Canada Marine Discovery Centre	13	0.8;0.2	0	1201	0	0	0	0	273	0	0	7	395314	3000	1:5;9001:11;5005:80	5	11398	11400	1155
11400	阿西尼博因公园动物园	Assiniboine Park Zoo	13	0.2;0.2	1101	0	0	0	275	0	0	0	0	13	395314	3000	1:5;9001:12;5005:82	5	11399	11401	1156
11401	马尼托巴立法大楼	Manitoba Legislative Building	13	0.2;0.5	0	0	0	1502	279	0	0	0	0	10	397291	3000	1:5;9001:12;5005:82	5	11400	11402	1156
11402	阿西尼博因公园	Assiniboine Park	13	0.7;0.5	0	1202	0	0	0	276	0	0	0	10	399277	3000	1:5;9001:12;5005:82	5	11401	11403	1156
11403	加拿大皇家造币厂	Royal Canadian Mint	13	0.7;0.7	0	0	0	1501	276	0	0	0	0	9	401273	3000	1:5;9001:12;5005:82	5	11402	11404	1156
11404	福克斯国家历史遗址	The Forks National Historic Site	13	0.8;0.5	0	0	1402	0	0	278	0	0	0	9	403279	3000	1:5;9001:12;5005:82	5	11403	11405	1156
11405	温尼伯美术馆	Winnipeg Art Gallery	13	0.5;0.9	0	1201	0	0	0	0	276	0	0	8	405295	3000	1:5;9001:12;5005:82	5	11404	11406	1156
11406	温尼伯铁路博物馆	Winnipeg Railway Museum	13	0.8;0.9	0	0	0	1501	0	0	279	0	0	8	407321	3000	1:5;9001:12;5005:82	5	11405	11407	1156
11407	曼尼托巴儿童博物馆	Manitoba Children's Museum	13	0.8;0.2	0	0	1402	0	0	0	278	0	0	7	409358	3000	1:5;9001:12;5005:82	5	11406	11408	1156
11408	河滨公园	Riverside Park	13	0.2;0.2	0	1202	0	0	0	0	283	0	0	13	409358	3000	1:5;9001:12;5005:83	5	11407	11409	1157
11409	滑铁卢公园	Waterloo Park	13	0.2;0.5	0	0	1401	0	0	280	0	0	0	10	411405	3000	1:5;9001:12;5005:83	5	11408	11410	1157
11410	滑铁卢地区博物馆	Waterloo Region Museum	13	0.7;0.5	0	0	0	1501	0	0	280	0	0	10	413462	3000	1:5;9001:12;5005:83	5	11409	11411	1157
11411	圣雅各布游客中心	St. Jacobs Vistor Center	13	0.7;0.7	0	1201	0	0	0	0	283	0	0	9	415529	3000	1:5;9001:12;5005:83	5	11410	11412	1157
11412	滑铁卢中央铁路	Waterloo Central Railway	13	0.8;0.5	0	0	1401	0	0	0	283	0	0	9	417607	3000	1:5;9001:12;5005:83	5	11411	11413	1157
11413	林登公共捕鱼	Lyndon Public Fishing	13	0.5;0.9	0	0	0	1502	280	0	0	0	0	8	419695	3000	1:5;9001:12;5005:83	5	11412	11414	1157
11414	高尔夫乡村俱乐部	Golf and Country Club	13	0.8;0.9	1102	0	0	0	0	282	0	0	0	8	421793	3000	1:5;9001:12;5005:83	5	11413	11415	1157
11415	奇科皮地铁公园	Chicopee Tube Park	13	0.8;0.2	0	0	0	1502	281	0	0	0	0	7	423902	3000	1:5;9001:12;5005:83	5	11414	11416	1157
11416	黄刀镇	Yellow knife town	13	0.2;0.2	0	0	1401	0	0	0	288	0	0	13	423902	3000	1:5;9001:12;5005:84	5	11415	11417	1158
11417	极光村	Aurora Village	13	0.2;0.5	0	1201	0	0	287	0	0	0	0	10	426022	3000	1:5;9001:12;5005:84	5	11416	11418	1158
11418	遗产中心	Heritage Centre	13	0.7;0.5	0	1202	0	0	0	0	288	0	0	10	428152	3000	1:5;9001:12;5005:84	5	11417	11419	1158
11419	大奴湖	Great slave lake	13	0.7;0.7	0	0	0	1502	0	0	289	0	0	9	430293	3000	1:5;9001:12;5005:84	5	11418	11420	1158
11420	耶洛奈夫旧城遗址	Yellowknife old city ruins	13	0.8;0.5	1101	0	0	0	0	286	0	0	0	9	432444	3000	1:5;9001:12;5005:84	5	11419	11421	1158
11421	布什飞行员纪念碑	Bush Pilot Monument	13	0.5;0.9	0	1202	0	0	0	0	288	0	0	8	434606	3000	1:5;9001:12;5005:84	5	11420	11422	1158
11422	下到地球画廊	Down to the Earth Gallery	13	0.8;0.9	0	0	1402	0	0	0	285	0	0	8	436779	3000	1:5;9001:12;5005:84	5	11421	11423	1158
11423	耶洛奈夫市	Yellowknife	13	0.8;0.2	0	1201	0	0	0	0	288	0	0	7	438963	3000	1:5;9001:12;5005:84	5	11422	11424	1158
11424	育空交通博物馆	Yukon Transportation Museum	13	0.2;0.2	0	0	0	1501	0	293	0	0	0	13	438963	3000	1:5;9001:12;5005:85	5	11423	11425	1159
11425	育空游客信息中心	Yukon Visitor Information Centre	13	0.2;0.5	0	0	1402	0	0	0	291	0	0	10	441158	3000	1:5;9001:12;5005:85	5	11424	11426	1159
11426	怀特霍斯鱼道	Whitehorse Fishway	13	0.7;0.5	0	1202	0	0	292	0	0	0	0	10	443364	3000	1:5;9001:12;5005:85	5	11425	11427	1159
11427	采矿博物馆	Mining Museum	13	0.7;0.7	0	0	0	1501	291	0	0	0	0	9	445581	3000	1:5;9001:12;5005:85	5	11426	11428	1159
11428	麦克布莱德博物馆	MacBride Museum	13	0.8;0.5	1102	0	0	0	0	0	291	0	0	9	447809	3000	1:5;9001:12;5005:85	5	11427	11429	1159
11429	麦金太尔溪	McIntyre Creek	13	0.5;0.9	0	1201	0	0	0	291	0	0	0	8	450048	3000	1:5;9001:12;5005:85	5	11428	11430	1159
11430	北端画廊	North End Gallery	13	0.8;0.9	0	0	1402	0	291	0	0	0	0	8	452298	3000	1:5;9001:12;5005:85	5	11429	11431	1159
11431	山景高尔夫俱乐部	Mountain View Golf Club	13	0.8;0.2	0	0	0	1502	0	292	0	0	0	7	454559	3000	1:5;9001:12;5005:85	5	11430	11432	1159
11432	麦肯齐格伦区公园	Mackenzie Glen District Park	13	0.2;0.2	1102	0	0	0	0	0	299	0	0	13	454559	3000	1:5;9001:12;5005:86	5	11431	11433	1160
11433	乐高乐园探索中心	Legoland Discovery Centre	13	0.2;0.5	0	1201	0	0	0	0	298	0	0	10	456832	3000	1:5;9001:12;5005:86	5	11432	11434	1160
11434	表演艺术剧院	Theatre for Performing Arts	13	0.7;0.5	0	0	1401	0	0	295	0	0	0	10	459116	3000	1:5;9001:12;5005:86	5	11433	11435	1160
11435	爬行纲	Reptilia	13	0.7;0.7	0	1201	0	0	0	298	0	0	0	9	461412	3000	1:5;9001:12;5005:86	5	11434	11436	1160
11436	博伊德保护区	Boyd Conservation Area	13	0.8;0.5	0	0	1402	0	297	0	0	0	0	9	463719	3000	1:5;9001:12;5005:86	5	11435	11437	1160
11437	高尔夫俱乐部	Golf Club	13	0.5;0.9	0	0	0	1502	0	298	0	0	0	8	466038	3000	1:5;9001:12;5005:86	5	11436	11438	1160
11438	恒星车道	Stellar Lanes	13	0.8;0.9	1101	0	0	0	0	296	0	0	0	8	468368	3000	1:5;9001:12;5005:86	5	11437	11439	1160
11439	大卫邓拉普天文台	David Dunlap Observatory	13	0.8;0.2	0	1202	0	0	0	299	0	0	0	7	470710	3000	1:5;9001:12;5005:86	5	11438	11440	1160
11440	阿冈昆公园	Algonquin Park	11	0.2;0.2	0	0	1402	0	0	0	303	0	0	10	470710	4000	1:5;9001:13;5005:88	5	11439	11441	1161
11441	缓存湾	Cache Bay	11	0.2;0.5	1102	0	0	0	0	0	302	0	0	9	473064	4000	1:5;9001:13;5005:88	5	11440	11442	1161
11442	刀湖	Knife Lake	11	0.5;0.3	0	0	0	1501	300	0	0	0	0	9	475429	4000	1:5;9001:13;5005:88	5	11441	11443	1161
11443	人湖链	Man Chain of Lakes	11	0.2;0.8	0	0	1401	0	300	0	0	0	0	9	477806	4000	1:5;9001:13;5005:88	5	11442	11444	1161
11444	边界点	Boundary Point	11	0.7;0.5	0	1202	0	0	302	0	0	0	0	8	480195	4000	1:5;9001:13;5005:88	5	11443	11445	1161
11445	瀑布链	Falls Chain	11	0.5;0.9	1101	0	0	0	0	302	0	0	0	8	482596	4000	1:5;9001:13;5005:88	5	11444	11446	1161
11446	圣母升天大教堂	Pro-Cathedral of the Assumption	11	0.7;0.7	0	0	1401	0	0	0	302	0	0	8	485009	4000	1:5;9001:13;5005:88	5	11445	11447	1161
11447	冒险马厩	Adventure Stables	11	0.8;0.5	0	1201	0	0	0	303	0	0	0	7	487434	4000	1:5;9001:13;5005:88	5	11446	11448	1161
11448	麦克湖	Mack Lake	11	0.8;0.9	0	0	0	1501	0	303	0	0	0	6	489871	4000	1:5;9001:13;5005:88	5	11447	11449	1161
11449	格兰迪湖省立公园	Grundy Lake Provincial Park	11	0.2;0.2	0	0	0	1502	0	309	0	0	0	10	489871	4000	1:5;9001:13;5005:89	5	11448	11450	1162
11450	塔山博物馆	The Museum on Tower Hill	11	0.2;0.5	1102	0	0	0	306	0	0	0	0	9	492320	4000	1:5;9001:13;5005:89	5	11449	11451	1162
11451	雌狮湖	Lioness Lake	11	0.5;0.3	0	1201	0	0	0	0	307	0	0	9	494782	4000	1:5;9001:13;5005:89	5	11450	11452	1162
11452	尼皮辛湖	Lake Nipissing	11	0.2;0.8	0	0	1401	0	305	0	0	0	0	9	497256	4000	1:5;9001:13;5005:89	5	11451	11453	1162
11453	基拉尼省立公园	Killarney Provincial Park	11	0.7;0.5	0	1201	0	0	0	0	309	0	0	8	499742	4000	1:5;9001:13;5005:89	5	11452	11454	1162
11454	雪松绿色高尔夫球场	Cedar Green Golf Course	11	0.5;0.9	0	0	1402	0	308	0	0	0	0	8	502241	4000	1:5;9001:13;5005:89	5	11453	11455	1162
11455	萨德伯里交响乐团	Sudbury Symphony Orchestra	11	0.7;0.7	0	0	0	1502	305	0	0	0	0	8	504752	4000	1:5;9001:13;5005:89	5	11454	11456	1162
11456	寒武纪剧院	Theatre Cambrian	11	0.8;0.5	0	1201	0	0	0	0	309	0	0	7	507276	4000	1:5;9001:13;5005:89	5	11455	11457	1162
11457	安德森农场博物馆	Anderson Farm Museum	11	0.8;0.9	1101	0	0	0	308	0	0	0	0	6	509812	4000	1:5;9001:13;5005:89	5	11456	11458	1162
11458	绿山墙	Green Gables	11	0.2;0.2	0	0	1402	0	0	311	0	0	0	10	509812	4000	1:5;9001:13;5005:90	5	11457	11459	1163
11459	爱德华王子岛大学	University of Prince Edward Island	11	0.2;0.5	0	1202	0	0	0	0	311	0	0	9	512361	4000	1:5;9001:13;5005:90	5	11458	11460	1163
11460	维多利亚公园	Victoria Park	11	0.5;0.3	0	0	0	1501	0	311	0	0	0	9	514923	4000	1:5;9001:13;5005:90	5	11459	11461	1163
11461	卡博特海滩省立公园	Cabot Beach Provincial Park	11	0.2;0.8	0	0	1401	0	0	310	0	0	0	9	517498	4000	1:5;9001:13;5005:90	5	11460	11462	1163
11462	太子电池	Prince Edward Battery	11	0.7;0.5	0	1202	0	0	313	0	0	0	0	8	520085	4000	1:5;9001:13;5005:90	5	11461	11463	1163
11463	夏洛特敦市政厅	Charlottetown City Hall	11	0.5;0.9	0	0	0	1501	0	0	314	0	0	8	522685	4000	1:5;9001:13;5005:90	5	11462	11464	1163
11464	阿西尼博因公园动物园	Assiniboine Park Zoo	11	0.7;0.7	1101	0	0	0	0	0	314	0	0	8	525298	4000	1:5;9001:13;5005:90	5	11463	11465	1163
11465	马尼托巴立法大楼	Manitoba Legislative Building	11	0.8;0.5	0	1201	0	0	310	0	0	0	0	7	527924	4000	1:5;9001:13;5005:90	5	11464	11466	1163
11466	阿西尼博因公园	Assiniboine Park	11	0.8;0.9	0	0	0	1501	0	0	312	0	0	6	530564	4000	1:5;9001:13;5005:90	5	11465	11467	1163
11467	雪松溪庄园酒庄	Cedar Creek Estate Winery	11	0.2;0.2	0	0	0	1502	0	0	315	0	0	10	530564	4000	1:5;9001:13;5005:91	5	11466	11468	1164
11468	海滨公园	Waterfront Park	11	0.2;0.5	1102	0	0	0	0	318	0	0	0	9	533217	4000	1:5;9001:13;5005:91	5	11467	11469	1164
11469	诺克斯山公园	Knox Mountain Park	11	0.5;0.3	0	0	1401	0	0	318	0	0	0	9	535883	4000	1:5;9001:13;5005:91	5	11468	11470	1164
11470	奥肯那根遗产博物馆	Okanagan Heritage Museum	11	0.2;0.8	0	0	1401	0	318	0	0	0	0	9	538562	4000	1:5;9001:13;5005:91	5	11469	11471	1164
11471	春日井日本花园	Kasugai Japanese Garden	11	0.7;0.5	0	1201	0	0	0	315	0	0	0	8	541255	4000	1:5;9001:13;5005:91	5	11470	11472	1164
11472	城市公园	City Park	11	0.5;0.9	0	0	1402	0	319	0	0	0	0	8	543961	4000	1:5;9001:13;5005:91	5	11471	11473	1164
11473	奥肯那根军事博物馆	Okanagan Military Museum	11	0.7;0.7	0	0	0	1502	0	0	319	0	0	8	546681	4000	1:5;9001:13;5005:91	5	11472	11474	1164
11474	熊溪体育射击之旅	Bear Creek Sports Shooting Tours	11	0.8;0.5	1101	0	0	0	0	319	0	0	0	7	549414	4000	1:5;9001:13;5005:91	5	11473	11475	1164
11475	熊溪省立公园	Bear Creek Provincial Park	11	0.8;0.9	0	1202	0	0	0	0	318	0	0	6	552161	4000	1:5;9001:13;5005:91	5	11474	11476	1164
11476	切尔滕纳姆荒地	Cheltenham Badlands	11	0.2;0.2	0	0	1402	0	322	0	0	0	0	10	552161	4000	1:5;9001:13;5005:92	5	11475	11477	1165
11477	国际中心	International Centre	11	0.2;0.5	1101	0	0	0	322	0	0	0	0	9	554922	4000	1:5;9001:13;5005:92	5	11476	11478	1165
11478	杰克达林纪念公园	Jack Darling Memorial Park	11	0.5;0.3	0	0	0	1501	0	0	320	0	0	9	557697	4000	1:5;9001:13;5005:92	5	11477	11479	1165
11479	儿童时间家庭娱乐中心	Kids Time Family Fun Centre	11	0.2;0.8	0	0	1401	0	0	0	320	0	0	9	560485	4000	1:5;9001:13;5005:92	5	11478	11480	1165
11480	普莱迪尼姆游乐场	Playdium	11	0.7;0.5	0	1202	0	0	320	0	0	0	0	8	563287	4000	1:5;9001:13;5005:92	5	11479	11481	1165
11481	布兰普顿市政厅	Brampton City Hall	11	0.5;0.9	1101	0	0	0	0	0	322	0	0	8	566103	4000	1:5;9001:13;5005:92	5	11480	11482	1165
11482	植物天堂乡村花园	Plant Paradise Country Gardens	11	0.7;0.7	0	0	0	1501	0	0	324	0	0	8	568934	4000	1:5;9001:13;5005:92	5	11481	11483	1165
11483	布莱克伍德画廊	Blackwood Gallery	11	0.8;0.5	0	1201	0	0	323	0	0	0	0	7	571779	4000	1:5;9001:13;5005:92	5	11482	11484	1165
11484	皮尔逊公约	Pearson Convention	11	0.8;0.9	1101	0	0	0	0	320	0	0	0	6	574638	4000	1:5;9001:13;5005:92	5	11483	11485	1165
11485	兰尼峡谷吊桥	Ranney Gorge Suspension Bridge	11	0.2;0.2	0	0	1402	0	0	0	326	0	0	10	574638	4000	1:5;9001:14;5005:94	5	11484	11486	1166
11486	加拿大消防员博物馆	Canadian Fire Fighters Museum	11	0.2;0.5	1102	0	0	0	0	325	0	0	0	9	577511	4000	1:5;9001:14;5005:94	5	11485	11487	1166
11487	罗克斯堡格伦高尔夫俱乐部	Roxburgh Glen Golf Club	11	0.5;0.3	0	0	0	1502	0	326	0	0	0	9	580399	4000	1:5;9001:14;5005:94	5	11486	11488	1166
11488	农业社会展览会场	Agricultural Society Fairgrounds	11	0.2;0.8	0	0	1401	0	0	0	326	0	0	9	583301	4000	1:5;9001:14;5005:94	5	11487	11489	1166
11489	科堡溪高尔夫球场	Cobourg Creek Golf Course	11	0.7;0.5	0	1201	0	0	0	0	325	0	0	8	586218	4000	1:5;9001:14;5005:94	5	11488	11490	1166
11490	大苹果	Big Apple	11	0.5;0.9	1101	0	0	0	325	0	0	0	0	8	589149	4000	1:5;9001:14;5005:94	5	11489	11491	1166
11491	默里山高尔夫球场	Murray Hills Golf Course	11	0.7;0.7	0	0	0	1502	329	0	0	0	0	8	592095	4000	1:5;9001:14;5005:94	5	11490	11492	1166
11492	多萝西故居博物馆	Dorothy's House Museum	11	0.8;0.5	1101	0	0	0	325	0	0	0	0	7	595055	4000	1:5;9001:14;5005:94	5	11491	11493	1166
11493	费里斯省立公园	Ferris Provincial Park	11	0.8;0.9	0	1202	0	0	328	0	0	0	0	6	598030	4000	1:5;9001:14;5005:94	5	11492	11494	1166
11494	曲棍球遗产北	Hockey Heritage North	11	0.2;0.2	0	0	1402	0	333	0	0	0	0	10	598030	4000	1:5;9001:14;5005:95	5	11493	11495	1167
11495	恩格尔哈特历史博物馆	Englehart Historical Museum	11	0.2;0.5	0	0	0	1501	0	0	332	0	0	9	601020	4000	1:5;9001:14;5005:95	5	11494	11496	1167
11496	北方历史博物馆	Museum of Northern History	11	0.5;0.3	0	0	0	1501	0	0	332	0	0	9	604025	4000	1:5;9001:14;5005:95	5	11495	11497	1167
11497	埃斯克湖	Esker Lakes	11	0.2;0.8	0	0	1402	0	0	333	0	0	0	9	607045	4000	1:5;9001:14;5005:95	5	11496	11498	1167
11498	省立公园	Provincial Park	11	0.7;0.5	0	1202	0	0	330	0	0	0	0	8	610080	4000	1:5;9001:14;5005:95	5	11497	11499	1167
