int	int	int	int	int	int	int	string	int	string	string	string	string	string	string	int	DTItemNum
104901	6	1136			1049	1	{actor}				这是你们要的邀请函，赶紧拿走吧！如果被发现我跟你碰面，会很糟糕的。	这是你们要的邀请函，赶紧拿走吧！如果被发现我跟你碰面，会很糟糕的。	{actor}	{actor}	1	
104902					1049	2	1005				不用担心~你以为我每次都是随便选一个地方跟你见面的吗？	不用担心~你以为我每次都是随便选一个地方跟你见面的吗？	简妮	Janine Opare	2	
104903					1049	3	1005				不过，只有这一张？	不过，只有这一张？	简妮	Janine Opare	2	
104904					1049	4	{actor}				这次聚会的邀请名单和人数都是{name}自己拟定的，如果一下少了好几张，你以为不会被发现吗？	这次聚会的邀请名单和人数都是{name}自己拟定的，如果一下少了好几张，你以为不会被发现吗？	{actor}	{actor}	1	
104905					1049	5	1005				也是呢~	也是呢~	简妮	Janine Opare	2	
105001	6	1137			1050	1	{name}				赌城维加斯啊…其实我们现在所做的又何尝不是赌博呢？	赌城维加斯啊…其实我们现在所做的又何尝不是赌博呢？	{name}	{name}	1	
105002					1050	2	1001				是啊。不光是马上到来的宴会，我们这整个生意本身，都是冒险呀。	是啊。不光是马上到来的宴会，我们这整个生意本身，都是冒险呀。	柏妮塔	Bonita	2	
105003					1050	3	{name}				嗯。话说，你知道“大吉大利，今晚吃鸡”这句话原本是在赌场里用的吗？如果在赌场赢了的话，晚上就可以吃一碗鸡肉饭啦。	嗯。话说，你知道“大吉大利，今晚吃鸡”这句话原本是在赌场里用的吗？如果在赌场赢了的话，晚上就可以吃一碗鸡肉饭啦。	{name}	{name}	1	
105004					1050	4	1001				你真是走到哪都想着吃的…	你真是走到哪都想着吃的…	柏妮塔	Bonita	2	
105005					1050	5	{name}				不不不，这可是在求好运哦~ 运气也是很重要的一环呢，你不这么认为吗？	不不不，这可是在求好运哦~ 运气也是很重要的一环呢，你不这么认为吗？	{name}	{name}	1	
105101	6	1138			1051	1	{name}				欢迎，没想到你真的会来，真是让人惊喜的意外。	欢迎，没想到你真的会来，真是让人惊喜的意外。	{name}	{name}	1	
105102					1051	2	1004				看到电影行业能够有这么出色的后起之秀，我当然要来表达一下祝贺，不是吗？	看到电影行业能够有这么出色的后起之秀，我当然要来表达一下祝贺，不是吗？	凯文	Kevin Huth	2	
105103					1051	3	{name}				哈哈，真是不胜荣幸呢~ 伯尼塔，能麻烦你代替我陪同凯文先生前去宴会厅吗？	哈哈，真是不胜荣幸呢~ 伯尼塔，能麻烦你代替我陪同凯文先生前去宴会厅吗？	{name}	{name}	1	
105104					1051	4	1001				当然。这边请，凯文先生。	当然。这边请，凯文先生。	柏妮塔	Bonita	2	
105105					1051	5	1004				嗯？你在等哪位大人物吗，{name}？不介意的话，我希望跟你聊聊。	嗯？你在等哪位大人物吗，{name}？不介意的话，我希望跟你聊聊。	凯文	Kevin Huth	1	
105106					1051	6	{name}				哦，当然，我很乐意。那么伯尼塔，麻烦你留在这边帮我接待一下其他宾客吧。	哦，当然，我很乐意。那么伯尼塔，麻烦你留在这边帮我接待一下其他宾客吧。	{name}	{name}	2	
105201	6	1139			1052	1	1005				好，{name}跟凯文先生一起离开了，都准备好，我一发信号就行动！	好，{name}跟凯文先生一起离开了，都准备好，我一发信号就行动！	简妮	Janine Opare	1	
105202					1052	2	1006				明白。	明白。	下属	下属	2	
105203					1052	3	1005				呵呵…真期待呢。到底会不会上钩呢？	呵呵…真期待呢。到底会不会上钩呢？	简妮	Janine Opare	1	
105301	6	1140			1053	1	{name}				所以，拿着我们特制邀请函的客人是哪位？	所以，拿着我们特制邀请函的客人是哪位？	{name}	{name}	1	
105302					1053	2	1001				不…现在宴会都开始一个小时了，并没有拿着拿着那封邀请函的人出现。	不…现在宴会都开始一个小时了，并没有拿着拿着那封邀请函的人出现。	柏妮塔	Bonita	2	
105303					1053	3	{name}				什么？不可能，他们不可能放过这个机会的！	什么？不可能，他们不可能放过这个机会的！	{name}	{name}	1	
105304					1053	4	1001				（火警铃声响起）咦？着火了？！怎么回事！	（火警铃声响起）咦？着火了？！怎么回事！	柏妮塔	Bonita	2	
105305					1053	5	{name}				不好，我们的宾客们开始慌乱了！先安抚住他们，别发生意外！	不好，我们的宾客们开始慌乱了！先安抚住他们，别发生意外！	{name}	{name}	1	
105401	6	1141			1054	1	1005				呵，不出所料呢。（拨电话）现在，抓紧时间。	呵，不出所料呢。（拨电话）现在，抓紧时间。	简妮	Janine Opare	1	
105402					1054	2	1006				收到！	收到！	下属	下属	2	
105403					1054	3	{name}				大家别慌乱！并没有起火，警报有误！（人群嘈杂慢慢平息）	大家别慌乱！并没有起火，警报有误！（人群嘈杂慢慢平息）	{name}	{name}	1	
105404					1054	4	1001				究竟怎么回事…	究竟怎么回事…	柏妮塔	Bonita	2	
105405					1054	5	{actor}				Boss，我去检查过防火系统了，并没有启动！	Boss，我去检查过防火系统了，并没有启动！	{actor}	{actor}	1	
105406					1054	6	{name}				没有启动…怎么…难道！糟糕了！伯尼塔，赶紧跟我来！	没有启动…怎么…难道！糟糕了！伯尼塔，赶紧跟我来！	{name}	{name}	2	
105501	6	1142			1055	1	1001				到底怎么了？！	到底怎么了？！	柏妮塔	Bonita	1	
105502					1055	2	{name}				该死，我们被耍了！火警警报是外面有人故意误导我们，他们的真实目的是看我的反应来确定面具的所在地！	该死，我们被耍了！火警警报是外面有人故意误导我们，他们的真实目的是看我的反应来确定面具的所在地！	{name}	{name}	2	
105503					1055	3	1001				但是我们不是把面具…！这样，糟糕了，他们一定事先在电影院那边也安排了人手！	但是我们不是把面具…！这样，糟糕了，他们一定事先在电影院那边也安排了人手！	柏妮塔	Bonita	1	
105504					1055	4	{name}				没错，我们必须赶紧！希望还来得及…	没错，我们必须赶紧！希望还来得及…	{name}	{name}	2	
