int	string	int	int	DTItemNum[]	int	DTBuildingReq[]	int	int[]	bool	int[]	string	string	int
9002	办公室	9	2	9002:40;2:1535	12	9:1	1001	0	0	900201;900202	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9003	办公室	9	3	9002:50;2:5000	12	9:2	1001	0	0	900301;900302	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9004	办公室	9	4	9002:60;2:19000	12	9:3	1001	0	0	900401;900402	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9005	办公室	9	5	9002:70;2:48000	12	9:4	1001	0	0	900501;900502	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9006	办公室	9	6	9002:83;2:64000	12	9:5	1001	0	0	900601;900602	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9007	办公室	9	7	9002:96;2:72000	12	9:6	1001	0	0	900701;900702	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9008	办公室	9	8	9002:109;2:96000	12	9:7	1001	0	0	900801;900802	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9009	办公室	9	9	9002:122;2:109000	12	9:8	1001	0	0	900901;900902	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9010	办公室	9	10	9002:135;2:146000	12	9:9	1001	0	0	901001;901002	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9011	办公室	9	11	9002:148;2:164000	12	9:10	1001	0	0	901101;901102	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9012	办公室	9	12	9002:161;2:218000	12	9:11	1001	0	0	901201;901202	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9013	办公室	9	13	9002:174;2:326000	12	9:12	1001	0	0	901301;901302	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9014	办公室	9	14	9002:187;2:434000	12	9:13	1001	0	0	901401;901402	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9015	办公室	9	15	9002:200;2:542000	12	9:14	1001	0	0	901501;901502	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9016	办公室	9	16	9002:213;2:758000	12	9:15	1001	0	0	901601;901602	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9017	办公室	9	17	9002:226;2:974000	12	9:16	1001	0	0	901701;901702	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9018	办公室	9	18	9002:239;2:1190000	12	9:17	1001	0	0	901801;901802	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9019	办公室	9	19	9002:252;2:1406000	12	9:18	1001	0	0	901901;901902	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9020	办公室	9	20	9002:265;2:1622000	12	9:19	1001	0	0	902001;902002	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9021	办公室	9	21	9002:278;2:2054000	12	9:20	1001	0	0	902101;902102	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9022	办公室	9	22	9002:291;2:2486000	12	9:21	1001	0	0	902201;902202	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9023	办公室	9	23	9002:304;2:2918000	12	9:22	1001	0	0	902301;902302	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9024	办公室	9	24	9002:317;2:3350000	12	9:23	1001	0	0	902401;902402	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9025	办公室	9	25	9002:330;2:3782000	12	9:24	1001	0	0	902501;902502	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9026	办公室	9	26	9002:343;2:4646000	12	9:25	1001	0	0	902601;902602	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9027	办公室	9	27	9002:356;2:5510000	12	9:26	1001	0	0	902701;902702	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9028	办公室	9	28	9002:369;2:6374000	12	9:27	1001	0	0	902801;902802	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9029	办公室	9	29	9002:382;2:7238000	12	9:28	1001	0	0	902901;902902	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9030	办公室	9	30	9002:395;2:8102000	12	9:29	1001	0	0	903001;903002	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9031	办公室	9	31	9002:408;2:9830000	12	9:30	1001	0	0	903101;903102	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9032	办公室	9	32	9002:421;2:11558000	12	9:31	1001	0	0	903201;903202	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9033	办公室	9	33	9002:434;2:13286000	12	9:32	1001	0	0	903301;903302	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9034	办公室	9	34	9002:447;2:15014000	12	9:33	1001	0	0	903401;903402	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9035	办公室	9	35	9002:460;2:16742000	12	9:34	1001	0	0	903501;903502	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9036	办公室	9	36	9002:473;2:18470000	12	9:35	1001	0	0	903601;903602	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9037	办公室	9	37	9002:486;2:20198000	12	9:36	1001	0	0	903701;903702	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9038	办公室	9	38	9002:499;2:21926000	12	9:37	1001	0	0	903801;903802	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9039	办公室	9	39	9002:512;2:23654000	12	9:38	1001	0	0	903901;903902	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9040	办公室	9	40	9002:525;2:25382000	12	9:39	1001	0	0	904001;904002	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9041	办公室	9	41	9002:538;2:27110000	12	9:40	1001	0	0	904101;904102	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9042	办公室	9	42	9002:551;2:28838000	12	9:41	1001	0	0	904201;904202	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9043	办公室	9	43	9002:564;2:30566000	12	9:42	1001	0	0	904301;904302	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9044	办公室	9	44	9002:577;2:32294000	12	9:43	1001	0	0	904401;904402	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9045	办公室	9	45	9002:590;2:34022000	12	9:44	1001	0	0	904501;904502	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9046	办公室	9	46	9002:603;2:35750000	12	9:45	1001	0	0	904601;904602	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9047	办公室	9	47	9002:616;2:37478000	12	9:46	1001	0	0	904701;904702	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9048	办公室	9	48	9002:629;2:39206000	12	9:47	1001	0	0	904801;904802	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9049	办公室	9	49	9002:642;2:40934000	12	9:48	1001	0	0	904901;904902	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
9050	办公室	9	50	9002:655;2:42662000	12	9:49	1001	0	0	905001;905002	解锁“公务”功能	增加公务奖励和可积攒的公务上限	2209
10001	接待室	10	1	9002:30;2:705	14	10:0;8:1	1001	14	1	1000101;1000102;1000103	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10002	接待室	10	2	9002:40;2:1535	14	10:1	1001	0	0	1000201;1000202;1000203	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10003	接待室	10	3	9002:50;2:5000	14	10:2	1001	0	0	1000301;1000302;1000303	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10004	接待室	10	4	9002:60;2:19000	14	10:3	1001	0	0	1000401;1000402;1000403	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10005	接待室	10	5	9002:70;2:48000	14	10:4	1001	0	0	1000501;1000502;1000503	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10006	接待室	10	6	9002:83;2:64000	14	10:5	1001	0	0	1000601;1000602;1000603	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10007	接待室	10	7	9002:96;2:72000	14	10:6	1001	0	0	1000701;1000702;1000703	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10008	接待室	10	8	9002:109;2:96000	14	10:7	1001	0	0	1000801;1000802;1000803	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10009	接待室	10	9	9002:122;2:109000	14	10:8	1001	0	0	1000901;1000902;1000903	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10010	接待室	10	10	9002:135;2:146000	14	10:9	1001	0	0	1001001;1001002;1001003	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10011	接待室	10	11	9002:148;2:164000	14	10:10	1001	0	0	1001101;1001102;1001103	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10012	接待室	10	12	9002:161;2:218000	14	10:11	1001	0	0	1001201;1001202;1001203	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10013	接待室	10	13	9002:174;2:326000	14	10:12	1001	0	0	1001301;1001302;1001303	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10014	接待室	10	14	9002:187;2:434000	14	10:13	1001	0	0	1001401;1001402;1001403	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10015	接待室	10	15	9002:200;2:542000	14	10:14	1001	0	0	1001501;1001502;1001503	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10016	接待室	10	16	9002:213;2:758000	14	10:15	1001	0	0	1001601;1001602;1001603	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10017	接待室	10	17	9002:226;2:974000	14	10:16	1001	0	0	1001701;1001702;1001703	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10018	接待室	10	18	9002:239;2:1190000	14	10:17	1001	0	0	1001801;1001802;1001803	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10019	接待室	10	19	9002:252;2:1406000	14	10:18	1001	0	0	1001901;1001902;1001903	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10020	接待室	10	20	9002:265;2:1622000	14	10:19	1001	0	0	1002001;1002002;1002003	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10021	接待室	10	21	9002:278;2:2054000	14	10:20	1001	0	0	1002101;1002102;1002103	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10022	接待室	10	22	9002:291;2:2486000	14	10:21	1001	0	0	1002201;1002202;1002203	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10023	接待室	10	23	9002:304;2:2918000	14	10:22	1001	0	0	1002301;1002302;1002303	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10024	接待室	10	24	9002:317;2:3350000	14	10:23	1001	0	0	1002401;1002402;1002403	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10025	接待室	10	25	9002:330;2:3782000	14	10:24	1001	0	0	1002501;1002502;1002503	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10026	接待室	10	26	9002:343;2:4646000	14	10:25	1001	0	0	1002601;1002602;1002603	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10027	接待室	10	27	9002:356;2:5510000	14	10:26	1001	0	0	1002701;1002702;1002703	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10028	接待室	10	28	9002:369;2:6374000	14	10:27	1001	0	0	1002801;1002802;1002803	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10029	接待室	10	29	9002:382;2:7238000	14	10:28	1001	0	0	1002901;1002902;1002903	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10030	接待室	10	30	9002:395;2:8102000	14	10:29	1001	0	0	1003001;1003002;1003003	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10031	接待室	10	31	9002:408;2:9830000	14	10:30	1001	0	0	1003101;1003102;1003103	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10032	接待室	10	32	9002:421;2:11558000	14	10:31	1001	0	0	1003201;1003202;1003203	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10033	接待室	10	33	9002:434;2:13286000	14	10:32	1001	0	0	1003301;1003302;1003303	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10034	接待室	10	34	9002:447;2:15014000	14	10:33	1001	0	0	1003401;1003402;1003403	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10035	接待室	10	35	9002:460;2:16742000	14	10:34	1001	0	0	1003501;1003502;1003503	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10036	接待室	10	36	9002:473;2:18470000	14	10:35	1001	0	0	1003601;1003602;1003603	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10037	接待室	10	37	9002:486;2:20198000	14	10:36	1001	0	0	1003701;1003702;1003703	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10038	接待室	10	38	9002:499;2:21926000	14	10:37	1001	0	0	1003801;1003802;1003803	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10039	接待室	10	39	9002:512;2:23654000	14	10:38	1001	0	0	1003901;1003902;1003903	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10040	接待室	10	40	9002:525;2:25382000	14	10:39	1001	0	0	1004001;1004002;1004003	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10041	接待室	10	41	9002:538;2:27110000	14	10:40	1001	0	0	1004101;1004102;1004103	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10042	接待室	10	42	9002:551;2:28838000	14	10:41	1001	0	0	1004201;1004202;1004203	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10043	接待室	10	43	9002:564;2:30566000	14	10:42	1001	0	0	1004301;1004302;1004303	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10044	接待室	10	44	9002:577;2:32294000	14	10:43	1001	0	0	1004401;1004402;1004403	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10045	接待室	10	45	9002:590;2:34022000	14	10:44	1001	0	0	1004501;1004502;1004503	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10046	接待室	10	46	9002:603;2:35750000	14	10:45	1001	0	0	1004601;1004602;1004603	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10047	接待室	10	47	9002:616;2:37478000	14	10:46	1001	0	0	1004701;1004702;1004703	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10048	接待室	10	48	9002:629;2:39206000	14	10:47	1001	0	0	1004801;1004802;1004803	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10049	接待室	10	49	9002:642;2:40934000	14	10:48	1001	0	0	1004901;1004902;1004903	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
10050	接待室	10	50	9002:655;2:42662000	14	10:49	1001	0	0	1005001;1005002;1005003	解锁“粉丝”功能	减少粉丝间隔时间、增加粉丝奖励和可接待的粉丝上限	2210
11001	会议室	11	1	9002:30;2:705	30	11:0;8:1	1001	15	1	1100101;1100102	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11002	会议室	11	2	9002:40;2:1535	30	11:1	1001	0	0	1100201;1100202	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11003	会议室	11	3	9002:50;2:5000	30	11:2	1001	0	0	1100301;1100302	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11004	会议室	11	4	9002:60;2:19000	30	11:3	1001	0	0	1100401;1100402	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11005	会议室	11	5	9002:70;2:48000	30	11:4	1001	0	0	1100501;1100502	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11006	会议室	11	6	9002:83;2:64000	30	11:5	1001	0	0	1100601;1100602	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11007	会议室	11	7	9002:96;2:72000	30	11:6	1001	0	0	1100701;1100702	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11008	会议室	11	8	9002:110;2:96000	30	11:7	1001	0	0	1100801;1100802	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11009	会议室	11	9	9002:122;2:109000	30	11:8	1001	0	0	1100901;1100902	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11010	会议室	11	10	9002:135;2:146000	30	11:9	1001	0	0	1101001;1101002	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11011	会议室	11	11	9002:148;2:164000	30	11:10	1001	0	0	1101101;1101102	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11012	会议室	11	12	9002:161;2:218000	30	11:11	1001	0	0	1101201;1101202	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11013	会议室	11	13	9002:174;2:326000	30	11:12	1001	0	0	1101301;1101302	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11014	会议室	11	14	9002:187;2:434000	30	11:13	1001	0	0	1101401;1101402	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11015	会议室	11	15	9002:200;2:542000	30	11:14	1001	0	0	1101501;1101502	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11016	会议室	11	16	9002:213;2:758000	30	11:15	1001	0	0	1101601;1101602	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11017	会议室	11	17	9002:226;2:974000	30	11:16	1001	0	0	1101701;1101702	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11018	会议室	11	18	9002:239;2:1190000	30	11:17	1001	0	0	1101801;1101802	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11019	会议室	11	19	9002:252;2:1406000	30	11:18	1001	0	0	1101901;1101902	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11020	会议室	11	20	9002:265;2:1622000	30	11:19	1001	0	0	1102001;1102002	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11021	会议室	11	21	9002:278;2:2054000	30	11:20	1001	0	0	1102101;1102102	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11022	会议室	11	22	9002:291;2:2486000	30	11:21	1001	0	0	1102201;1102202	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11023	会议室	11	23	9002:304;2:2918000	30	11:22	1001	0	0	1102301;1102302	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11024	会议室	11	24	9002:317;2:3350000	30	11:23	1001	0	0	1102401;1102402	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11025	会议室	11	25	9002:330;2:3782000	30	11:24	1001	0	0	1102501;1102502	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11026	会议室	11	26	9002:343;2:4646000	30	11:25	1001	0	0	1102601;1102602	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11027	会议室	11	27	9002:356;2:5510000	30	11:26	1001	0	0	1102701;1102702	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11028	会议室	11	28	9002:369;2:6374000	30	11:27	1001	0	0	1102801;1102802	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11029	会议室	11	29	9002:382;2:7238000	30	11:28	1001	0	0	1102901;1102902	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11030	会议室	11	30	9002:395;2:8102000	30	11:29	1001	0	0	1103001;1103002	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11031	会议室	11	31	9002:408;2:9830000	30	11:30	1001	0	0	1103101;1103102	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11032	会议室	11	32	9002:421;2:11558000	30	11:31	1001	0	0	1103201;1103202	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11033	会议室	11	33	9002:434;2:13286000	30	11:32	1001	0	0	1103301;1103302	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11034	会议室	11	34	9002:447;2:15014000	30	11:33	1001	0	0	1103401;1103402	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11035	会议室	11	35	9002:460;2:16742000	30	11:34	1001	0	0	1103501;1103502	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11036	会议室	11	36	9002:473;2:18470000	30	11:35	1001	0	0	1103601;1103602	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11037	会议室	11	37	9002:486;2:20198000	30	11:36	1001	0	0	1103701;1103702	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11038	会议室	11	38	9002:499;2:21926000	30	11:37	1001	0	0	1103801;1103802	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11039	会议室	11	39	9002:512;2:23654000	30	11:38	1001	0	0	1103901;1103902	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11040	会议室	11	40	9002:525;2:25382000	30	11:39	1001	0	0	1104001;1104002	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11041	会议室	11	41	9002:538;2:27110000	30	11:40	1001	0	0	1104101;1104102	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11042	会议室	11	42	9002:551;2:28838000	30	11:41	1001	0	0	1104201;1104202	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11043	会议室	11	43	9002:564;2:30566000	30	11:42	1001	0	0	1104301;1104302	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11044	会议室	11	44	9002:577;2:32294000	30	11:43	1001	0	0	1104401;1104402	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11045	会议室	11	45	9002:590;2:34022000	30	11:44	1001	0	0	1104501;1104502	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11046	会议室	11	46	9002:603;2:35750000	30	11:45	1001	0	0	1104601;1104602	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11047	会议室	11	47	9002:616;2:37478000	30	11:46	1001	0	0	1104701;1104702	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11048	会议室	11	48	9002:629;2:39206000	30	11:47	1001	0	0	1104801;1104802	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11049	会议室	11	49	9002:642;2:40934000	30	11:48	1001	0	0	1104901;1104902	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
11050	会议室	11	50	9002:655;2:42662000	30	11:49	1001	0	0	1105001;1105002	解锁“会议”功能	增加会议奖励和等待召开的会议数量	2211
12001	财务部	12	1	9002:15;2:705	35	12:0	1001	16	1	1200101;1200102	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12002	财务部	12	2	9002:30;2:1535	35	12:1	1001	0	0	1200201;1200202	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12003	财务部	12	3	9002:45;2:5000	35	12:2	1001	0	0	1200301;1200302	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12004	财务部	12	4	9002:60;2:19000	35	12:3	1001	0	0	1200401;1200402	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12005	财务部	12	5	9002:83;2:48000	35	12:4	1001	0	0	1200501;1200502	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12006	财务部	12	6	9002:96;2:64000	35	12:5	1001	0	0	1200601;1200602	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12007	财务部	12	7	9002:110;2:72000	35	12:6	1001	0	0	1200701;1200702	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12008	财务部	12	8	9002:124;2:96000	35	12:7	1001	0	0	1200801;1200802	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12009	财务部	12	9	9002:138;2:109000	35	12:8	1001	0	0	1200901;1200902	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12010	财务部	12	10	9002:152;2:146000	35	12:9	1001	0	0	1201001;1201002	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12011	财务部	12	11	9002:166;2:164000	35	12:10	1001	0	0	1201101;1201102	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12012	财务部	12	12	9002:180;2:218000	35	12:11	1001	0	0	1201201;1201202	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12013	财务部	12	13	9002:194;2:326000	35	12:12	1001	0	0	1201301;1201302	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12014	财务部	12	14	9002:208;2:434000	35	12:13	1001	0	0	1201401;1201402	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12015	财务部	12	15	9002:222;2:542000	35	12:14	1001	0	0	1201501;1201502	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12016	财务部	12	16	9002:236;2:758000	35	12:15	1001	0	0	1201601;1201602	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12017	财务部	12	17	9002:250;2:974000	35	12:16	1001	0	0	1201701;1201702	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12018	财务部	12	18	9002:264;2:1190000	35	12:17	1001	0	0	1201801;1201802	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12019	财务部	12	19	9002:278;2:1406000	35	12:18	1001	0	0	1201901;1201902	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12020	财务部	12	20	9002:292;2:1622000	35	12:19	1001	0	0	1202001;1202002	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12021	财务部	12	21	9002:306;2:2054000	35	12:20	1001	0	0	1202101;1202102	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12022	财务部	12	22	9002:320;2:2486000	35	12:21	1001	0	0	1202201;1202202	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12023	财务部	12	23	9002:334;2:2918000	35	12:22	1001	0	0	1202301;1202302	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12024	财务部	12	24	9002:348;2:3350000	35	12:23	1001	0	0	1202401;1202402	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12025	财务部	12	25	9002:362;2:3782000	35	12:24	1001	0	0	1202501;1202502	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12026	财务部	12	26	9002:376;2:4646000	35	12:25	1001	0	0	1202601;1202602	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
12027	财务部	12	27	9002:390;2:5510000	35	12:26	1001	0	0	1202701;1202702	解锁“金币兑换”功能	增加每日可兑换金币的次数	2212
