int	int	int	int	string	string	string	string	string	string	int	int[]	int	float	int
103618	1036	18	540	Best partner：Cruel	最佳拍档：残酷	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at cruel role[/color]	与擅长[color=#4876FF]残酷[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1033	1007	18	0
103619	1036	19	570	Best partner：Cruel	最佳拍档：残酷	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at cruel role[/color]	与擅长[color=#4876FF]残酷[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1033	1007	19	0
103620	1036	20	600	Best partner：Cruel	最佳拍档：残酷	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at cruel role[/color]	与擅长[color=#4876FF]残酷[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1033	1007	20	0
103701	1037	1	30	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	1	0
103702	1037	2	60	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	2	0
103703	1037	3	90	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	3	0
103704	1037	4	120	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	4	0
103705	1037	5	150	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	5	0
103706	1037	6	180	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	6	0
103707	1037	7	210	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	7	0
103708	1037	8	240	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	8	0
103709	1037	9	270	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	9	0
103710	1037	10	300	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	10	0
103711	1037	11	330	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	11	0
103712	1037	12	360	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	12	0
103713	1037	13	390	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	13	0
103714	1037	14	420	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	14	0
103715	1037	15	450	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	15	0
103716	1037	16	480	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	16	0
103717	1037	17	510	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	17	0
103718	1037	18	540	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	18	0
103719	1037	19	570	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	19	0
103720	1037	20	600	Best partner：Seasoned	最佳拍档：沧桑	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at seasoned role[/color]	与擅长[color=#4876FF]沧桑[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1034	1007	20	0
103801	1038	1	30	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	1	0
103802	1038	2	60	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	2	0
103803	1038	3	90	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	3	0
103804	1038	4	120	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	4	0
103805	1038	5	150	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	5	0
103806	1038	6	180	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	6	0
103807	1038	7	210	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	7	0
103808	1038	8	240	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	8	0
103809	1038	9	270	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	9	0
103810	1038	10	300	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	10	0
103811	1038	11	330	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	11	0
103812	1038	12	360	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	12	0
103813	1038	13	390	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	13	0
103814	1038	14	420	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	14	0
103815	1038	15	450	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	15	0
103816	1038	16	480	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	16	0
103817	1038	17	510	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	17	0
103818	1038	18	540	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	18	0
103819	1038	19	570	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	19	0
103820	1038	20	600	Best partner：Intelligent	最佳拍档：高智商	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at intelligent role[/color]	与擅长[color=#4876FF]高智商[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1035	1007	20	0
103901	1039	1	30	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	1	0
103902	1039	2	60	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	2	0
103903	1039	3	90	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	3	0
103904	1039	4	120	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	4	0
103905	1039	5	150	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	5	0
103906	1039	6	180	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	6	0
103907	1039	7	210	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	7	0
103908	1039	8	240	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	8	0
103909	1039	9	270	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	9	0
103910	1039	10	300	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	10	0
103911	1039	11	330	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	11	0
103912	1039	12	360	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	12	0
103913	1039	13	390	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	13	0
103914	1039	14	420	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	14	0
103915	1039	15	450	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	15	0
103916	1039	16	480	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	16	0
103917	1039	17	510	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	17	0
103918	1039	18	540	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	18	0
103919	1039	19	570	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	19	0
103920	1039	20	600	Best partner：Villain	最佳拍档：反派	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at villain role[/color]	与擅长[color=#4876FF]反派[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1036	1007	20	0
104001	1040	1	30	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	1	0
104002	1040	2	60	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	2	0
104003	1040	3	90	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	3	0
104004	1040	4	120	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	4	0
104005	1040	5	150	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	5	0
104006	1040	6	180	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	6	0
104007	1040	7	210	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	7	0
104008	1040	8	240	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	8	0
104009	1040	9	270	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	9	0
104010	1040	10	300	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	10	0
104011	1040	11	330	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	11	0
104012	1040	12	360	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	12	0
104013	1040	13	390	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	13	0
104014	1040	14	420	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	14	0
104015	1040	15	450	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	15	0
104016	1040	16	480	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	16	0
104017	1040	17	510	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	17	0
104018	1040	18	540	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	18	0
104019	1040	19	570	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	19	0
104020	1040	20	600	Best partner：Driver	最佳拍档：车手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at driver role[/color]	与擅长[color=#4876FF]车手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1037	1007	20	0
104101	1041	1	30	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	1	0
104102	1041	2	60	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	2	0
104103	1041	3	90	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	3	0
104104	1041	4	120	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	4	0
104105	1041	5	150	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	5	0
104106	1041	6	180	Best partner：Sharpshooter	最佳拍档：枪手	Increase {0}% attributes of movie when shooting with [color=#4876FF]actor who are good at sharpshooter role[/color]	与擅长[color=#4876FF]枪手[/color]角色的演员一起参与拍摄时,属性增加+{0}%	Increase {0}% of all attributes	所有属性提升+{0}%	1507	1038	1007	6	0
