int	int	int	string	int	int	int	int	int	int	int[]	int[]	string
1289	1076	5	本	2104	2	0	0	0	0	1902;1907;1934;1903;1927	1605;1601	本（配角），查理的死党，成日一起打架滋事，但却称得上是肝胆相照。
1290	1077	1	蒂姆	2101	2	0	1201	1401	0	1931;1911;1922;1927;1930	1603;1604	蒂姆（主角），年轻银行家，被诬陷入狱，在狱中因为自己的财务知识而获得较好的待遇，最终成功越狱重获新生。
1291	1077	2	陶德	2101	2	0	0	0	0	1941;1931;1921;1945;1911	1602;1603	陶德（主角），获判无期徒刑的囚犯，狱中交易商，与蒂姆结为好友，最后获得假释与好友重逢。
1292	1077	3	海登	2107	2	0	0	0	1502	1914;1943;1940;1910;1920	1603;1601	海登（反派），利用蒂姆的财务能力进行贪污、洗黑钱，最后因为蒂姆在狱外的揭发而饮弹自尽。
1293	1078	1	克莱尔	2103	1	1101	1202	0	1502	1902;1904;1932;1930;1931	1601;1602	克莱尔（主角），作为杀人犯的女儿长大后，成为了事业上的铁腕女强人，在面对生活的困难时，不惜用铁血的方式逼迫自己直面它。
1294	1078	2	帕克	2102	2	1102	0	1402	0	1911;1930;1905;1943;1915	1603;1602	帕克（主角），克莱尔的邻居，英俊潇洒，与克莱尔有着暧昧的关系，但实际上还有着另一层身份。
1295	1078	3	乔治	2104	2	0	0	0	0	1902;1929;1942;1928;1945	1601;1603	乔治（配角），一无是处、软弱、自欺欺人，作为儿子，只会一味向自己的母亲——克莱尔伸手要钱。
1296	1078	4	范妮	2106	1	1101	0	0	1502	1941;1930;1932;1935;1904	1601;1605	范妮（配角），克莱尔的母亲，却即将嫁给一个年纪比克莱尔还年轻的男人。
1297	1079	1	威尔	2102	2	1102	1201	1402	1501	1902;1908;1903;1922;1935	1602;1603	威尔（主角），名校的班长，对新来的约翰老师从质疑到接受最后深受影响。
1298	1079	2	约翰	2102	2	1102	1201	0	1502	1933;1922;1910;1941;1927	1604;1602	约翰（主角），中途接班教授古典文学的老师，让孩子们从教条中逃离，学着用心灵感受文学的张力。
1299	1079	3	内森	2104	2	0	0	0	0	1902;1908;1903;1922;1930	1603;1601	内森（配角），钟爱表演，但由于自己父亲的反对乃至让其转学的决定而痛苦不堪，最终自杀。
1300	1079	4	汤姆	2104	2	0	0	1401	1502	1941;1910;1921;1909;1920	1602;1601	汤姆（配角），对约翰老师的教学方式十分反对，逼迫学生在声明中签字从而将责任推卸给约翰，并将其开除。
1301	1080	1	马里	2102	2	1102	0	0	0	1902;1903;1922;1928;1917	1603;1605	马里（主角），迫于压力而放弃自己的理想，进入了工程学校，但在毕业前放弃面试机会直面自己的理想，最终成为著名摄影师。
1302	1080	2	沙曼	2101	2	0	0	0	0	1902;1903;1931;1917;1908	1603;1601	沙曼（主角），想当工程师，却缺乏自信迷信神佛，在兰度的鼓励下发奋，最终面试成功，成为大工程师。
1303	1080	3	兰度	2101	2	0	0	0	1501	1902;1908;1917;1931;1945	1601;1602	兰度（主角），不拘小节、灵活学习的三兄弟之首，虽然老师院长都不喜欢他，但他的成绩始终排在第一。
1304	1081	1	罗伊斯	2102	2	1102	0	0	0	1931;1934;1921;1910;1930	1602;1603	罗伊斯（主角），艾滋病晚期患者，为了活下去而非法走私各种药物，并在不经意间受到各地病友的欢迎。
1305	1081	2	萨曼莎	2101	2	0	0	0	0	1939;1922;1946;1932;1904	1603;1601	萨曼莎（主角），罗伊斯的医生，在得知医学权威机构的不作为后，毅然支持罗伊斯的举动。
1306	1081	3	杰瑞	2101	2	0	0	0	0	1930;1931;1945;1920;1921	1603;1604	杰瑞（主角），感染艾滋并毒瘾缠身的变性人，与罗恩一起经营走私药物的事业。
1307	1082	1	弗兰克	2102	2	1102	0	1401	0	1941;1910;1921;1926;1931	1603;1602	弗兰克（主角），老迈的拳击教练，在他的生命中，最重要的莫过于拳击课程和理论。
1308	1082	2	玛格特	2103	1	1101	0	0	1501	1902;1903;1926;1928;1934	1601;1603	玛格特（主角），了解自己的目标并全力实现它的意志坚定的女人，为了自己的梦想而走入拳击馆。
1309	1082	3	安妮	2104	2	0	0	0	0	1902;1904;1903;1932;1931	1603;1604	安妮（配角），弗兰克的女儿，因为父亲对于家庭的忽略，而与其慢慢疏远。
1310	1082	4	莱斯利	2104	2	0	0	1401	0	1921;1941;1927;1907;1922	1602;1601	莱斯利（配角），弗兰克唯一的好友，也是一名拳击教练，在他的帮助下，弗兰克和玛格特各自都找到了自己的梦想。
1311	1083	1	阿福	2101	2	0	1201	1401	0	1902;1907;1901;1935;1929	1602;1604	阿福（主角），智商低于常人，却通过不懈努力，成为越战明星、乒乓球大使、甚至是大公司股东。
1312	1083	2	简	2101	2	0	0	0	0	1902;1904;1932;1903;1940	1601;1603	简（主角），阿福的青梅竹马，但在长大后自甘堕落，最终回到阿福身边。
1313	1084	1	弗兰克	2101	2	0	0	0	0	1941;1921;1922;1931;1934	1602;1603	弗兰克（主角），事业失败穷困潦倒以致无家可归，但因女儿的未来而重新振奋，成为百万富翁。
1314	1084	2	妮娜	2101	2	0	0	0	0	1944;1908;1942;1902;1903	1604;1602	妮娜（主角），还在上幼儿园的6岁孩子，与父亲一同流浪，但依然保持着乐观面对困境的精神。
1315	1084	3	库曼	2104	2	0	0	0	0	1922;1915;1921;1940;1943	1602;1601	库曼（配角），金融大亨，在弗兰克最需要帮助的时候给予了他学徒工的工作。
1316	1084	4	海伦	2104	2	0	0	0	0	1904;1920;1945;1940;1931	1602;1604	海伦（配角），无法忍受穷困的生活，最终选择离开弗兰克和妮娜，寻找自己的生活。
1317	1085	1	乔治	2101	2	0	0	0	1502	1949;1927;1909;1910;1921	1603;1602	乔治（主角），自小怯懦和口吃，为了流畅演讲而接受治疗师的帮助，最后临危受命继承王位。
1318	1085	2	杰弗逊	2101	2	0	0	0	0	1939;1922;1927;1946;1928	1602;1604	杰弗逊（主角），语言治疗师，他的疗法即非正统又具有争议，但最终治好了公爵的口吃。
1319	1085	3	伊莎贝尔	2104	2	0	0	0	0	1904;1928;1909;1935;1932	1603;1601	伊莎贝尔（配角），漂亮贤惠又大方的公爵夫人，正是她的努力才找到了杰弗逊医生。
1320	1085	4	爱德华	2104	2	0	0	0	0	1909;1915;1941;1935;1905	1602;1603	爱德华（配角），王位第一继承人，却因为要迎娶一位寡妇而选择放弃王位。
1321	1086	1	科林	2102	2	1102	1201	0	0	1902;1933;1917;1927;1931	1602;1603	科林（主角），患有先天性疾病，会不由自主的发出奇怪的声音，让他从小不被常人理解。
1322	1086	2	玛莎夫人	2101	2	0	0	0	0	1904;1927;1941;1921;1935	1601;1602	玛莎夫人（主角），从小就鼓励科林坚强，正是她的不放弃才让科林最终成就自己。
1323	1086	3	扎克	2104	2	0	0	0	0	1941;1930;1920;1945;1921	1603;1602	扎克（配角），科林的父亲，在科林小时候总认为科林是在捣乱，当儿子长大后才慢慢理解他。
1324	1086	4	威廉	2104	2	0	0	0	0	1941;1910;1927;1922;1921	1602;1605	威廉（配角），科林就读初中的校长，他的温暖使科林的学生生涯充满阳光。
1325	1087	1	马利克	2102	2	1102	0	0	1501	1902;1903;1935;1922;1934	1602;1603	马利克（主角），与哥哥相依为命，他参加真人秀的目的不是得奖，只是为了让心仪的拉提亚能看见。
1326	1087	2	拉提亚	2101	2	0	0	0	0	1902;1904;1932;1935;1942	1601;1605	拉提亚（主角），与马利克两小无猜，能歌善舞，喜欢马利克，为了他宁愿牺牲自己。
1327	1088	1	林克	2101	2	0	0	0	0	1907;1922;1934;1938;1902	1601;1603	林克（主角），充满好奇心，正因为此，才能发现岛上的秘密，最终摧毁了整个阴谋。
1328	1088	2	卡拉	2101	2	0	0	0	0	1902;1938;1904;1932;1935	1602;1605	卡拉（主角），与林克暗生情愫，并在林克的劝说下，一起逃出了岛。
1329	1089	1	哈莉	2103	1	1101	1201	1402	1501	1911;1930;1904;1932;1935	1601;1602	哈莉（主角），曾是乔克的主治医生却爱上了自己的病人，帮助乔克解除监禁，自己却变成犯罪分子。
1330	1089	2	修特	2102	2	1102	1201	1402	1502	1911;1925;1926;1907;1910	1603;1601	修特（主角），当过杀手和雇佣兵，擅长格斗精通枪械，有一款绑在手腕上的消音手枪
1331	1089	3	沙克尔	2104	2	0	0	0	0	1911;1907;1913;1920;1931	1601;1605	沙克尔（配角），参与过军方的实验而变成鳄鱼一样的怪物，战斗力超群却野性难驯。
1332	1089	4	乔克	2107	2	1102	0	1401	1501	1911;1930;1935;1922;1920	1601;1602	乔克（反派），超级罪犯，拥有变态的心理和迷人的特质，完全难以捉摸。
1333	1090	1	布鲁克	2102	2	1102	1201	1401	1502	1922;1946;1902;1931;1935	1601;1603	布鲁克（主角），著名科学家，在生化、核物理和伽马辐射领域受人尊重。
1334	1090	2	哈克	2102	2	1102	1201	0	1502	1907;1934;1935;1930;1926	1604;1601	哈克（主角），当布鲁克被愤怒占据时，他就会变成巨大、几乎没有头脑却充满战斗力的哈克。
1335	1090	3	梅根	2103	1	1101	1201	0	0	1902;1932;1935;1904;1903	1601;1605	梅根（主角），布鲁克的前女友，当她在布鲁克身边时，布鲁克就会抑制变成哈克的冲动。
1336	1090	4	利亚姆	2104	2	0	0	0	0	1943;1921;1941;1930;1911	1603;1602	利亚姆（配角），效力于军方的科学家，对年幼的布鲁克进行试验导致了后者的变异。
1337	1090	5	埃里克	2105	2	1102	0	1401	1502	1901;1907;1910;1941;1934	1602;1601	埃里克（配角），被任命执行追捕哈克的任务，以获取哈克的力量。
1338	1091	1	斯蒂文	2102	2	0	0	0	0	1901;1907;1934;1926;1928	1601;1602	斯蒂文（主角），使用了超级士兵配方后，由瘦小的青年变成高大强壮并且头脑一流的超级士兵。
1339	1091	2	卡拉	2103	1	0	0	0	0	1901;1925;1902;1904;1935	1603;1601	卡拉（主角），英姿飒爽的美女神枪手，与斯蒂文共同战斗并相爱。
1340	1091	3	爱德华	2104	2	0	0	0	0	1946;1922;1928;1921;1931	1602;1603	爱德华（配角），超级士兵的发明者，在第一次实验成功后即遭暗杀。
1341	1091	4	巴克	2105	2	0	0	0	0	1901;1907;1926;1928;1934	1601;1603	巴克（配角），从小和斯蒂文一起长大的好友，也与斯蒂文一起战斗，在一次任务中失踪。
1342	1091	5	史隆	2105	2	1102	0	0	0	1937;1910;1907;1922;1921	1605;1602	史隆（配角），神秘的特工，邀请苏醒后的斯蒂文加入新的组织为正义而战。
1343	1092	1	斯托克	2102	2	1102	0	1402	0	1905;1902;1946;1922;1926	1601;1602	斯托克（主角），拥有亿万家产的富家公子哥，同时还是科学界公认的天才发明家。
1344	1092	2	佩普	2104	2	0	1201	0	0	1902;1903;1904;1932;1928	1602;1603	佩普（配角），斯托克身边精明能干、性感迷人的女助手，与斯托克关系微妙。
1345	1092	3	杰夫	2107	2	0	0	0	0	1943;1923;1940;1915;1920	1601;1605	杰夫（反派），斯托克父亲的朋友，觊觎斯托克的富豪生活，因此抢夺了他的盔甲，用在了自己的身上。
1346	1093	1	肯特	2101	2	0	0	0	1501	1902;1903;1922;1910;1934	1602;1601	肯特（主角），未来的人类抵抗军首领，在得知天网派出杀手抹杀自己的母亲后，也派出了战士回到过去。
1347	1093	2	Tk800	2101	2	0	0	0	0	1907;1926;1934;1928;1901	1603;1601	Tk800（主角），被天网送回过去杀害肯特的母亲，后被改造成为肯特的保护者。
1348	1093	3	TK100	2107	2	1102	0	1402	0	1926;1923;1934;1943;1913	1601;1604	Tk100（反派），比Tk800更先进的机器人，由液态金属组成。
1349	1094	1	杰克	2101	2	0	0	1401	0	1901;1926;1934;1910;1935	1601;1602	杰克（主角），前特种兵，阴差阳错参与了阿瓦达行动，目标是打入外星部族说服他们自愿离开居住地。
1350	1094	2	佐伊	2101	2	0	0	0	1501	1935;1926;1910;1902;1903	1601;1603	佐伊（主角），部族公主，深切的热爱着自然，在与杰克的接触中，慢慢相互吸引。
1351	1094	3	克拉克	2107	2	0	0	0	0	1923;1943;1919;1920;1930	1601;1605	克拉克（反派），矿业公司负责人，试图用暴力驱逐当地部族。
1352	1095	1	莉迪亚公主	2101	2	0	0	0	0	1949;1909;1902;1904;1910	1601;1603	莉迪亚公主（主角），总督的养女，为了反抗黑暗的帝国而成为起义军的领袖。
1353	1095	2	欧文	2101	2	0	0	0	0	1926;1913;1941;1922;1928	1603;1602	欧文（主角），最后的大师之一，教与了路克武士之道。
1354	1095	3	路克	2101	2	0	0	0	1501	1902;1903;1908;1944;1913	1602;1601	路克（主角），曾经是个平凡的农家少年，但其实拥有着不平凡的身世，最终也的确成为了银河系闻名的战士。
1355	1095	4	罗素	2101	2	0	0	1401	0	1919;1907;1934;1916;1941	1601;1605	罗素（主角），雇佣军、走私货船的船长，虽然贪财，但也十分勇敢。
1356	1095	5	维德勋爵	2107	2	0	0	0	0	1923;1913;1943;1926;1930	1601;1603	维德勋爵（反派），堕入黑暗的前共和国无畏英雄，残酷无情，但又充满着悲情色彩。
1357	1096	1	史派克	2102	2	1102	1201	1401	0	1902;1922;1910;1931;1913	1601;1605	史派克（主角），一半瓦达星一半地球人血统的混血，同时拥有着严谨逻辑和敏感情绪。
1358	1096	2	克里斯	2102	2	1102	0	0	1501	1902;1922;1930;1910;1905	1603;1601	克里斯（主角），有着小聪明、小叛逆却注定是一个天生领导者，在成为舰长前，首先要学会克服自己的冲动。
1359	1096	3	约翰尼	2104	2	0	0	0	0	1941;1910;1922;1928;1921	1601;1602	约翰尼（配角），快援号首任舰长，为了拯救星舰，不幸被俘虏。
1360	1096	4	麦克	2104	2	0	1202	1401	0	1902;1922;1939;1931;1928	1602;1603	麦克（配角），讨厌飞行却为了人类安危逼自己成为快援号的医官，经常成为史派克和克里斯的和事佬。
1361	1096	5	凯撒	2107	2	1102	1202	0	1502	1923;1920;1930;1911;1943	1601;1604	凯撒（反派），因为痛失妻儿而变成可怕的复仇者，不断对联邦发起进攻，几乎灭绝瓦达星。
1362	1097	1	文斯	2102	2	1102	0	1402	1501	1902;1904;1907;1903;1935	1602;1601	文斯（主角），未经基因改造的自然人，为了实现自己的飞天梦而离家出走。
1363	1097	2	杰罗姆	2102	2	1102	1202	0	1501	1902;1931;1922;1934;1928	1603;1602	杰罗姆（主角），拥有完美基因却因事故而瘫痪，用自己的身份帮助文斯进入太空中心。
1364	1097	3	伊莲娜	2103	1	1101	0	1401	1501	1902;1903;1904;1932;1935	1601;1603	伊莲娜（主角），文斯的女友，却一直不知道文斯的真实身份。
1365	1097	4	安东尼	2104	2	0	1201	0	0	1902;1903;1914;1922;1934	1602;1605	安东尼（配角），文斯的弟弟，出生时经过基因改造，发现哥哥伪造他人身份。
1366	1097	5	汤姆	2104	2	0	0	0	0	1941;1910;1911;1921;1930	1603;1601	汤姆（配角），太空中心高管，非常欣赏文斯。
1367	1098	1	洛根	2102	2	1102	0	0	0	1907;1934;1926;1938;1935	1601;1602	洛根（主角），一个忘记了自己过去的陌生人，走进了一个生活条件异常艰苦的沙漠小城。
1368	1098	2	阿曼达	2103	1	1101	0	0	0	1902;1903;1904;1932;1928	1603;1605	阿曼达（主角），有如谜一样神秘莫测的女性，在她的帮助下，洛根找回了自己的记忆。
1369	1099	1	韦恩	2102	2	1102	1201	1402	1501	1902;1922;1935;1926;1910	1602;1601	韦恩（主角），生活在贫民区的普通人，但在阿瓦隆中却是人们心中的超级英雄。
1370	1099	2	奥利维亚	2103	1	1101	1201	1402	1501	1902;1932;1926;1935;1903	1602;1603	奥利维亚（主角），阿瓦隆世界的彩蛋猎人，游戏水平高超，坚韧而无畏。
1371	1099	3	威克逊	2104	2	0	0	0	0	1946;1922;1935;1921;1941	1603;1605	威克逊（配角），创造阿瓦隆并留下三个彩蛋的科学怪人，为了找到最合适的管理者，设计了诸多关卡和挑战。
1372	1099	4	迈克尔	2107	2	1102	0	0	1502	1910;1923;1943;1930;1940	1601;1605	迈克尔（反派），科技巨头集团的管理者，不择手段想要获取阿瓦隆的管理权来掌握未来。
1373	1100	1	杰克	2102	2	1102	0	1401	1501	1938;1901;1907;1931;1922	1601;1602	杰克（主角），一次次地出现在神秘列车上经历循环往复的8分钟，只为了寻找到使列车爆炸的真凶。
1374	1100	2	克里斯蒂娜	2103	1	1101	1201	0	0	1902;1932;1904;1935;1903	1602;1603	克里斯蒂娜（主角），列车上与杰克谈话的女子，真实身份是杰克所附身的教师的女友。
1375	1100	3	凯特	2104	2	0	0	0	0	1901;1927;1932;1931;1904	1603;1605	凯特（配角），与真实的杰克不停对话，并要求他报告情况的女军官。
1376	1101	1	里奥	2101	2	0	1201	0	0	1913;1926;1907;1934;1922	1601;1602	里奥（主角），身处矩阵中而不自知的黑客，被威廉找到后来到真实世界，并开始反抗矩阵。
1377	1101	2	朱莉安	2101	2	0	0	0	0	1926;1902;1932;1903;1924	1602;1603	朱莉安（主角），里奥的爱人，并且也是威廉的助手，帮助其他人逃离矩阵。
1378	1101	3	威廉	2104	2	0	0	0	0	1926;1910;1948;1907;1934	1601;1605	威廉（配角），他的黑客组织是保护人类最后城市的壁垒，一直坚信里奥是这个世界的救世主，并切身引导着里奥。
1379	1101	4	史登	2107	2	0	0	1401	0	1926;1923;1914;1934;1943	1601;1603	史登（反派），矩阵的杀毒程序，本身没有实体，因此被赋予了超越常人的能力，是里奥最大的对手。
1380	1102	1	蒙特	2102	2	1102	0	0	0	1922;1946;1921;1907;1934	1601;1603	蒙特（主角），植物学家，在火星探索中因为意外而没有及时登上返航的飞船，因此需要一个人直面火星的挑战。
1381	1102	2	桑德拉	2101	2	0	0	0	0	1922;1904;1910;1902;1927	1602;1601	桑德拉（主角），火星探测组指挥官，在了解达蒙被遗弃在火星上后，拼死营救。
1382	1102	3	利维	2104	2	0	0	0	0	1922;1946;1902;1903;1904	1603;1602	利维（配角），探测组的医疗官，负责保障每一个成员的身体和心理健康。
1383	1102	4	奈特	2104	2	0	0	0	0	1922;1907;1934;1946;1921	1601;1605	奈特（配角），宇航局局长，在是否营救蒙特的问题上有所迟疑。
1384	1103	1	希尔	2102	2	1102	1201	1402	1501	1902;1903;1908;1917;1928	1601;1602	希尔（主角），有点书呆子个性的高中生，一次意外购买了其实是烈蜂化身而成的二手车，从而卷入了一场拯救人类的战斗中。
1385	1103	2	烈蜂	2101	2	0	0	0	0	1928;1926;1907;1913;1934	1603;1601	烈峰（主角），身为善派的先遣队员，默默收集着情报，但当希尔被迫卷入战斗后，烈峰也开始了他的战斗。
1386	1103	3	摩根	2103	1	1101	1201	1402	1501	1902;1932;1904;1935;1907	1602;1605	摩根（主角），希尔暗恋的女生，曾为了保护是偷车贼的父亲而留下犯罪记录。
1387	1103	4	霸虎	2107	2	0	1201	0	1502	1923;1943;1910;1913;1920	1601;1603	霸虎（反派），邪派汽车人的领导者，全宇宙最危险的机械生命体，为了霸占神秘遗物而与地球人开战。
1388	1104	1	真一	2102	2	1102	0	0	1501	1902;1908;1942;1922;1903	1601;1603	真一（主角），极端内向而害怕与陌生人接触，一直照着别人的要求而生活着，直到他遇见了零。
1389	1104	2	美城	2103	1	1101	1203	0	0	1902;1908;1922;1903;1946	1603;1601	美城（主角），少数目睹过毁灭南极洲的“二次冲击”的生还者，为了复仇而加入特务机关。
1390	1104	3	零	2103	1	1101	1203	0	0	1902;1908;1913;1931;1930	1601;1602	零（主角），超乎常人的冷漠和冷静，为了与真一父子的羁绊而奋不顾身地战斗着。
1391	1104	4	元堂	2104	2	0	0	0	0	1921;1941;1910;1943;1930	1601;1604	元堂（配角），特务机关司令，极度神秘而冷酷，即使面对自己的儿子也只是不断下达命令。
1392	1105	1	弗兰克	2102	2	1102	0	0	1501	1902;1944;1903;1908;1942	1603;1602	弗兰克（主角），擅长滑板和音乐的高中生，和热衷发明的阿彻博士是忘年交，在机缘巧合下回到30年前。
1393	1105	2	克里斯	2101	2	0	0	0	0	1902;1929;1931;1928;1917	1601;1603	克里斯（主角），弗兰克的父亲，懦弱无能，不过却深爱着莉莉。
1394	1105	3	莉莉	2101	2	0	0	0	0	1902;1903;1932;1930;1942	1602;1605	莉莉（主角），弗兰克的母亲，在弗兰克穿越回30年前见到少女时代的她之后，她竟然爱上了自己的儿子。
1395	1106	1	斯蒂芬	2102	2	1102	1201	1402	0	1914;1926;1934;1907;1928	1601;1602	斯蒂芬（主角），一个一直坚持的“原始”生活方式、不接受机器人的警察，在好友曼宁博士离奇死亡后，接手调查。
1396	1106	2	尼克	2101	2	0	0	0	0	1903;1907;1926;1931;1928	1603;1601	尼克（主角），曼宁博士开发的一代机器人，也是其助手，拥有独立思考能力，最终拯救了这个世界。
1397	1106	3	汉娜	2103	1	1101	0	0	1501	1902;1903;1904;1932;1928	1601;1604	汉娜（主角），从事机器人心理研究的女科学家，与斯蒂芬一起调查并触及了一个恐怖的真相。
1398	1106	4	艾可	2107	2	0	0	0	0	1923;1943;1920;1930;1915	1601;1603	艾可（反派），拥有独立意识的机器人首领，意图消灭人类统治世界。
1399	1107	1	狄克	2101	2	0	0	0	0	1925;1926;1907;1914;1931	1601;1603	狄克（主角），奉命追踪盗取公司机密的复制人，在追踪过程中，与复制人搭档产生了感情。
1400	1107	2	蕾拉	2103	1	1101	0	0	0	1902;1903;1904;1932;1935	1602;1601	蕾拉（主角），公司的六号改进版复制人，完美的22岁女性化身。
1401	1107	3	罗杰	2104	2	0	0	0	0	1911;1907;1926;1930;1919	1601;1602	罗杰（配角），反叛的连锁六号复制人，被杀手追杀。充满暴力但却心思缜密的复制人首领。
1402	1107	4	索拉	2104	2	0	0	0	0	1911;1907;1926;1930;1919	1601;1604	索拉（配角），盗取公司机密的复制人之一，为了延长自己的机器寿命而不懈努力。
1403	1108	1	沃特	2101	2	0	1202	0	0	1931;1945;1917;1929;1921	1603;1602	沃特（主角），生活中处处不顺的普通人，却因为好友是外星人而搭上了一艘路过的飞船，成为唯二在地球毁灭后幸存的地球人。
1404	1108	2	德里克	2104	2	0	0	0	0	1928;1930;1929;1945;1917	1602;1601	德里克（配角），沃特的好友，真实身份是外星人。
1405	1108	3	华莱士	2104	2	0	0	0	0	1930;1917;1910;1919;1945	1603;1605	华莱士（配角），两个头三个胳膊的银河大盗，他的另一个身份是银河帝国总统。
1406	1108	4	康纳	2104	2	0	0	0	0	1917;1921;1931;1945;1938	1601;1603	康纳（配角），有忧郁症的天才机器人，极其沮丧，极其唠叨。
1407	1109	1	安迪	2101	2	0	0	1402	0	1902;1903;1944;1922;1908	1601;1602	安迪（主角），神童，兼具洞察力与摧毁力，在战争中被认为是人类的希望。
1408	1109	2	哈里	2101	2	0	0	0	0	1941;1910;1922;1933;1946	1601;1603	哈里（主角），战争学校校长，将安迪与其他孩子隔离开，以便磨砺他独特的领导才能。
1409	1109	3	卡尔	2104	2	0	0	1401	0	1941;1901;1928;1934;1921	1604;1601	卡尔（配角），第一次虫族战争时的英雄，这次又在危难关头暂时稳住了防线，并悉心教导安迪使其成长。
1410	1110	1	卡莱布	2101	2	0	0	0	1502	1901;1926;1934;1909;1910	1603;1602	卡莱布（主角），在父亲与哥哥起义被杀后希望同妻子过上安定的生活，然而在爱妻被杀害后，国仇家恨使他终于爆发。
1411	1110	2	贝拉	2101	2	0	0	1401	0	1909;1902;1935;1932;1928	1603;1601	贝拉（主角），下嫁给英国王子的法国公主，在亲自见过卡莱布后为其倾倒。
1412	1110	3	布鲁斯	2104	2	0	0	0	0	1949;1910;1909;1943;1920	1605;1603	布鲁斯（配角），苏格兰贵族，曾被父教唆假意与卡莱布结盟，但最终被卡莱布的勇气激励，继承卡莱布的遗志。
1413	1111	1	伊丽莎白	2103	1	1101	0	1402	1501	1902;1904;1906;1932;1928	1603;1602	伊丽莎白（主角），梦想着成为作家，拒绝了父母指定的婚姻，而选择了心意相通的詹姆斯。
1414	1111	2	詹姆斯	2102	2	1102	0	1401	1501	1902;1903;1935;1927;1931	1601;1603	詹姆斯（主角），一名律师实习生，在不被看好的情况下决定带着相爱的恋人私奔。
1415	1111	3	劳伦斯夫人	2104	2	0	1202	0	0	1941;1921;1940;1931;1927	1601;1605	劳伦斯夫人（配角），伊丽莎白的母亲，一心希望自己的女儿能找到一位富裕且有前程的丈夫。
1416	1111	4	韦德先生	2104	2	0	0	0	0	1909;1902;1903;1935;1931	1603;1602	韦德先生（配角），伊丽莎白家乡最有权势且富有家族的继承者，是劳伦斯夫人心中的未来女婿。
1417	1112	1	克里奥佩特拉	2103	1	1101	0	1402	1501	1909;1949;1902;1904;1932	1603;1602	克里奥佩特拉（主角），古埃及托勒密王朝的末代女王，与凯撒、安东尼都发生过感情，最后兵败并让毒蛇咬死了自己。
1418	1112	2	凯撒	2102	2	1102	0	0	0	1909;1949;1943;1910;1921	1601;1603	凯撒（主角），罗马共和国军事统帅，在占领埃及时，被克里奥佩特拉吸引，并帮助她成为埃及女王。
1419	1112	3	安东尼	2101	2	0	0	0	0	1909;1949;1935;1910;1928	1603;1604	安东尼（主角），在凯撒遇刺身亡后，不惜与罗马为敌，也要迎娶克里奥佩特拉，最终兵败自杀。
1420	1112	4	屋大维	2104	2	0	1202	0	0	1909;1949;1902;1907;1910	1602;1601	屋大维（配角），凯撒的养子，在阿图尔海战中击败安东尼，消灭托勒密王朝，并希望处死克里奥佩特拉。
1421	1113	1	亨利八世	2102	2	1102	1202	1402	0	1909;1910;1920;1930;1905	1603;1601	亨利八世（主角），为了迎娶令自己动心的侍女，不惜与自己的皇后离婚，从而引起了整个欧洲大陆的震动。
1422	1113	2	安	2103	1	1101	1202	1402	0	1909;1943;1932;1930;1940	1604;1602	安（主角），一方面是皇后的侍女，一方面又是国王的情人，还不断煽动亨利休掉原配妻子凯瑟琳。
1423	1113	3	凯瑟琳	2104	2	0	0	0	0	1909;1945;1932;1931;1921	1604;1603	凯瑟琳（配角），亨利八世的皇后，因为只为亨利八世产下一女，所以渐渐失宠。
1424	1114	1	小百合	2101	2	0	1203	0	0	1902;1904;1906;1932;1935	1602;1603	小百合（主角），九岁被卖到艺伎所，在当红艺伎的刁难下苟且偷生，后被殿堂级艺伎收为义妹，进入真正的艺伎世界。
1425	1114	2	森田	2101	2	0	0	0	0	1909;1935;1915;1922;1941	1601;1602	森田（主角），风度翩翩气宇轩昂的实业家，小百合暗恋的对象，最终成为小百合的旦那。
1426	1114	3	千代	2104	2	0	0	0	1501	1904;1943;1932;1940;1935	1602;1604	千代（配角），京都最当红的艺伎，美丽却偏执，伶俐而又绚烂，想拥有一份平凡的爱情，最后却孤身离开了京都。
1427	1114	4	远子	2104	2	0	0	0	0	1904;1941;1932;1906;1922	1602;1603	远子（配角），殿堂级艺伎，重新发掘了小百合将其严格训练成最顶尖的艺伎。
1428	1115	1	如意	2103	1	1101	1203	0	0	1909;1902;1903;1932;1943	1601;1603	如意（主角），凭借自己的美貌与智慧周旋于皇帝和太子间，最终成功踏上人生巅峰。
1429	1115	2	皇帝	2102	2	1102	1203	0	0	1909;1910;1931;1941;1921	1602;1603	皇帝（主角），虽然宠爱如意却一直心有忌惮，在不停的赏赐与惩罚中，将如意的热情全部消磨。
1430	1115	3	太子	2102	2	1102	1203	0	0	1909;1902;1935;1907;1945	1605;1601	太子（主角），在父亲去世后，与如意发展出了一段真挚的感情，进而使得如意节节攀升。
1431	1115	4	周公公	2104	2	0	0	0	0	1927;1931;1943;1921;1920	1603;1604	周公公（配角），皇帝身边的太监，出于某些目的而向皇帝谗言，导致如意被驱逐出宫。
1432	1115	5	淑妃	2107	1	1101	1203	0	0	1909;1923;1903;1932;1943	1601;1602	淑妃（反派），因嫉妒如意的美貌与得宠，而陷害了如意。
1433	1116	1	爱丽丝	2103	1	1101	0	1401	1501	1902;1904;1931;1932;1935	1603;1601	爱丽丝（主角），天真善良的流浪吉普赛女孩，因为美貌而被克罗斯盯上。
