int	string	string	int	int	DTItemNum[]	int	DTItemNum	int
1641	周边换购	学校开放日的申请	7311	2003	4015:21;4016:21	3	5005:35	20
1642	地下渠道	来自地下渠道的消息	7312	2003	4003:21;4004:21	3	9002:4	20
1643	周边换购	紧急替代品请求	7313	2003	4005:21;4006:21	3	5005:38	20
1644	周边换购	对手的竞争性请求	7314	2003	4007:21;4008:21	3	2:72000	20
1645	暗中交易	竞争对手提出的交易	7301	2003	4010:21;4011:21	3	2:72000	20
1646	周边换购	学校开放日的申请	7302	2003	4013:21;4014:21	3	5005:30	20
1647	地下渠道	来自地下渠道的消息	7303	2003	4017:26;4018:26	4	5005:30	25
1648	周边换购	紧急替代品请求	7304	2003	4015:26;4016:26	4	2:120000	25
1649	周边换购	对手的竞争性请求	7305	2003	4010:26;4011:26	4	9002:5	25
1650	暗中交易	竞争对手提出的交易	7306	2003	4016:26;4017:26	4	5004:5	25
1651	周边换购	学校开放日的申请	7307	2004	4001:6;4002:6	1	2:26000	5
1652	地下渠道	来自地下渠道的消息	7308	2004	4017:6;4018:6	1	5005:10	5
1653	周边换购	紧急替代品请求	7309	2004	4001:6;4002:6	1	5005:11	5
1654	周边换购	对手的竞争性请求	7310	2004	4003:6;4004:6	1	5005:12	5
1655	暗中交易	竞争对手提出的交易	7311	2004	4003:6;4004:6	1	2:26000	5
1656	周边换购	学校开放日的申请	7312	2004	4003:6;4004:6	1	2:26000	5
1657	地下渠道	来自地下渠道的消息	7313	2004	4005:6;4006:6	1	5005:10	5
1658	周边换购	紧急替代品请求	7314	2004	4005:6;4006:6	1	5004:1	5
1659	周边换购	对手的竞争性请求	7301	2004	4005:6;4006:6	1	5004:1	5
1660	暗中交易	竞争对手提出的交易	7302	2004	4008:6;4009:6	1	2:26000	5
1661	周边换购	学校开放日的申请	7303	2004	4008:6;4009:6	1	2:26000	5
1662	地下渠道	来自地下渠道的消息	7304	2004	4008:6;4009:6	1	9002:1	5
1663	周边换购	紧急替代品请求	7305	2004	4010:6;4011:6	1	5005:11	5
1664	周边换购	对手的竞争性请求	7306	2004	4010:6;4011:6	1	9002:1	5
1665	暗中交易	竞争对手提出的交易	7307	2004	4010:6;4011:6	1	5005:12	5
1666	周边换购	学校开放日的申请	7308	2004	4013:6;4014:6	1	2:26000	5
1667	地下渠道	来自地下渠道的消息	7309	2004	4013:6;4014:6	1	2:26000	5
1668	周边换购	紧急替代品请求	7310	2004	4013:6;4014:6	1	2:26000	5
1669	周边换购	对手的竞争性请求	7311	2004	4017:6;4018:6	1	5004:1	5
1670	暗中交易	竞争对手提出的交易	7312	2004	4017:6;4018:6	1	5004:1	5
1671	周边换购	学校开放日的申请	7313	2004	4001:6;4002:6	1	2:26000	10
1672	地下渠道	来自地下渠道的消息	7314	2004	4016:6;4017:6	1	5005:20	10
1673	周边换购	紧急替代品请求	7301	2004	4001:6;4002:6	1	5005:22	10
1674	周边换购	对手的竞争性请求	7301	2004	4003:6;4004:6	1	5005:25	10
1675	暗中交易	竞争对手提出的交易	7302	2004	4005:6;4006:6	1	2:26000	10
1676	周边换购	学校开放日的申请	7303	2004	4005:6;4006:6	1	2:26000	10
1677	地下渠道	来自地下渠道的消息	7304	2004	4005:6;4006:6	1	5005:10	10
1678	周边换购	紧急替代品请求	7305	2004	4007:6;4008:6	1	5004:2	10
1679	周边换购	对手的竞争性请求	7306	2004	4010:6;4011:6	1	5004:2	10
1680	暗中交易	竞争对手提出的交易	7307	2004	4010:6;4011:6	1	2:26000	10
1681	周边换购	学校开放日的申请	7308	2004	4010:6;4011:6	1	2:26000	10
1682	地下渠道	来自地下渠道的消息	7309	2004	4013:6;4014:6	1	9002:2	10
1683	周边换购	紧急替代品请求	7310	2004	4013:6;4014:6	1	5005:27	10
1684	周边换购	对手的竞争性请求	7311	2004	4013:6;4014:6	1	9002:2	10
1685	暗中交易	竞争对手提出的交易	7312	2004	4016:6;4017:6	1	5005:28	10
1686	周边换购	学校开放日的申请	7313	2004	4016:6;4017:6	1	2:26000	10
1687	地下渠道	来自地下渠道的消息	7314	2004	4001:16;4002:16	2	2:52000	15
1688	周边换购	紧急替代品请求	7301	2004	4017:16;4018:16	2	5005:27	15
1689	周边换购	对手的竞争性请求	7302	2004	4007:16;4008:16	2	9002:3	15
1690	暗中交易	竞争对手提出的交易	7303	2004	4007:16;4008:16	2	5005:28	15
1691	周边换购	学校开放日的申请	7304	2004	4010:16;4011:16	2	2:52000	15
1692	地下渠道	来自地下渠道的消息	7305	2004	4010:16;4011:16	2	2:52000	15
1693	周边换购	紧急替代品请求	7306	2004	4010:16;4011:16	2	5005:20	15
1694	周边换购	对手的竞争性请求	7307	2004	4013:16;4014:16	2	5004:3	15
1695	暗中交易	竞争对手提出的交易	7308	2004	4013:16;4014:16	2	5004:3	15
1696	周边换购	学校开放日的申请	7309	2004	4013:16;4014:16	2	2:52000	15
1697	地下渠道	来自地下渠道的消息	7310	2004	4017:16;4018:16	2	2:52000	15
1698	周边换购	紧急替代品请求	7311	2004	4017:16;4018:16	2	9002:3	15
1699	周边换购	对手的竞争性请求	7312	2004	4001:21;4002:21	3	5005:33	20
1700	暗中交易	竞争对手提出的交易	7313	2004	4017:21;4018:21	3	2:78000	20
1701	周边换购	学校开放日的申请	7314	2004	4015:21;4016:21	3	5005:35	20
1702	地下渠道	来自地下渠道的消息	7301	2004	4003:21;4004:21	3	9002:4	20
1703	周边换购	紧急替代品请求	7302	2004	4005:21;4006:21	3	5005:38	20
1704	周边换购	对手的竞争性请求	7303	2004	4007:21;4008:21	3	2:78000	20
1705	暗中交易	竞争对手提出的交易	7304	2004	4010:21;4011:21	3	2:78000	20
1706	周边换购	学校开放日的申请	7305	2004	4013:21;4014:21	3	5005:30	20
1707	地下渠道	来自地下渠道的消息	7306	2004	4017:26;4018:26	4	5005:30	25
1708	周边换购	紧急替代品请求	7307	2004	4015:26;4016:26	4	2:130000	25
1709	周边换购	对手的竞争性请求	7308	2004	4010:26;4011:26	4	9002:5	25
1710	暗中交易	竞争对手提出的交易	7309	2004	4016:26;4017:26	4	5004:5	25
1711	周边换购	学校开放日的申请	7310	2005	4001:6;4002:6	1	2:28000	5
1712	地下渠道	来自地下渠道的消息	7311	2005	4017:6;4018:6	1	5005:10	5
1713	周边换购	紧急替代品请求	7312	2005	4001:6;4002:6	1	5005:11	5
1714	周边换购	对手的竞争性请求	7313	2005	4003:6;4004:6	1	5005:12	5
1715	暗中交易	竞争对手提出的交易	7314	2005	4003:6;4004:6	1	2:28000	5
1716	周边换购	学校开放日的申请	7301	2005	4003:6;4004:6	1	2:28000	5
1717	地下渠道	来自地下渠道的消息	7302	2005	4005:6;4006:6	1	5005:10	5
1718	周边换购	紧急替代品请求	7303	2005	4005:6;4006:6	1	5004:1	5
1719	周边换购	对手的竞争性请求	7304	2005	4005:6;4006:6	1	5004:1	5
1720	暗中交易	竞争对手提出的交易	7305	2005	4008:6;4009:6	1	2:28000	5
1721	周边换购	学校开放日的申请	7306	2005	4008:6;4009:6	1	2:28000	5
1722	地下渠道	来自地下渠道的消息	7307	2005	4008:6;4009:6	1	9002:1	5
1723	周边换购	紧急替代品请求	7308	2005	4010:6;4011:6	1	5005:11	5
1724	周边换购	对手的竞争性请求	7309	2005	4010:6;4011:6	1	9002:1	5
1725	暗中交易	竞争对手提出的交易	7310	2005	4010:6;4011:6	1	5005:12	5
1726	周边换购	学校开放日的申请	7311	2005	4013:6;4014:6	1	2:28000	5
1727	地下渠道	来自地下渠道的消息	7312	2005	4013:6;4014:6	1	2:28000	5
1728	周边换购	紧急替代品请求	7313	2005	4013:6;4014:6	1	2:28000	5
1729	周边换购	对手的竞争性请求	7314	2005	4017:6;4018:6	1	5004:1	5
1730	暗中交易	竞争对手提出的交易	7301	2005	4017:6;4018:6	1	5004:1	5
1731	周边换购	学校开放日的申请	7302	2005	4001:6;4002:6	1	2:28000	10
1732	地下渠道	来自地下渠道的消息	7303	2005	4016:6;4017:6	1	5005:20	10
1733	周边换购	紧急替代品请求	7304	2005	4001:6;4002:6	1	5005:22	10
1734	周边换购	对手的竞争性请求	7305	2005	4003:6;4004:6	1	5005:25	10
1735	暗中交易	竞争对手提出的交易	7306	2005	4005:6;4006:6	1	2:28000	10
1736	周边换购	学校开放日的申请	7307	2005	4005:6;4006:6	1	2:28000	10
1737	地下渠道	来自地下渠道的消息	7308	2005	4005:6;4006:6	1	5005:10	10
1738	周边换购	紧急替代品请求	7309	2005	4007:6;4008:6	1	5004:2	10
1739	周边换购	对手的竞争性请求	7310	2005	4010:6;4011:6	1	5004:2	10
1740	暗中交易	竞争对手提出的交易	7311	2005	4010:6;4011:6	1	2:28000	10
1741	周边换购	学校开放日的申请	7312	2005	4010:6;4011:6	1	2:28000	10
1742	地下渠道	来自地下渠道的消息	7313	2005	4013:6;4014:6	1	9002:2	10
1743	周边换购	紧急替代品请求	7314	2005	4013:6;4014:6	1	5005:27	10
1744	周边换购	对手的竞争性请求	7301	2005	4013:6;4014:6	1	9002:2	10
1745	暗中交易	竞争对手提出的交易	7302	2005	4016:6;4017:6	1	5005:28	10
1746	周边换购	学校开放日的申请	7303	2005	4016:6;4017:6	1	2:28000	10
1747	地下渠道	来自地下渠道的消息	7304	2005	4001:16;4002:16	2	2:56000	15
1748	周边换购	紧急替代品请求	7305	2005	4017:16;4018:16	2	5005:27	15
1749	周边换购	对手的竞争性请求	7306	2005	4007:16;4008:16	2	9002:3	15
1750	暗中交易	竞争对手提出的交易	7307	2005	4007:16;4008:16	2	5005:28	15
1751	周边换购	学校开放日的申请	7308	2005	4010:16;4011:16	2	2:56000	15
1752	地下渠道	来自地下渠道的消息	7309	2005	4010:16;4011:16	2	2:56000	15
1753	周边换购	紧急替代品请求	7310	2005	4010:16;4011:16	2	5005:20	15
1754	周边换购	对手的竞争性请求	7311	2005	4013:16;4014:16	2	5004:3	15
1755	暗中交易	竞争对手提出的交易	7312	2005	4013:16;4014:16	2	5004:3	15
1756	周边换购	学校开放日的申请	7313	2005	4013:16;4014:16	2	2:56000	15
1757	地下渠道	来自地下渠道的消息	7314	2005	4017:16;4018:16	2	2:56000	15
1758	周边换购	紧急替代品请求	7301	2005	4017:16;4018:16	2	9002:3	15
1759	周边换购	对手的竞争性请求	7302	2005	4001:21;4002:21	3	5005:33	20
1760	暗中交易	竞争对手提出的交易	7303	2005	4017:21;4018:21	3	2:84000	20
1761	周边换购	学校开放日的申请	7304	2005	4015:21;4016:21	3	5005:35	20
1762	地下渠道	来自地下渠道的消息	7305	2005	4003:21;4004:21	3	9002:4	20
1763	周边换购	紧急替代品请求	7306	2005	4005:21;4006:21	3	5005:38	20
1764	周边换购	对手的竞争性请求	7307	2005	4007:21;4008:21	3	2:84000	20
1765	暗中交易	竞争对手提出的交易	7308	2005	4010:21;4011:21	3	2:84000	20
1766	周边换购	学校开放日的申请	7309	2005	4013:21;4014:21	3	5005:30	20
1767	地下渠道	来自地下渠道的消息	7310	2005	4017:26;4018:26	4	5005:30	25
1768	周边换购	紧急替代品请求	7311	2005	4015:26;4016:26	4	2:140000	25
1769	周边换购	对手的竞争性请求	7312	2005	4010:26;4011:26	4	9002:5	25
1770	暗中交易	竞争对手提出的交易	7313	2005	4016:26;4017:26	4	5004:5	25
1771	周边换购	学校开放日的申请	7314	2006	4001:8;4002:8	1	2:30000	5
1772	地下渠道	来自地下渠道的消息	7301	2006	4017:8;4018:8	1	5005:10	5
1773	周边换购	紧急替代品请求	7302	2006	4001:8;4002:8	1	5005:11	5
1774	周边换购	对手的竞争性请求	7303	2006	4003:8;4004:8	1	5005:12	5
1775	暗中交易	竞争对手提出的交易	7304	2006	4003:8;4004:8	1	2:30000	5
1776	周边换购	学校开放日的申请	7305	2006	4003:8;4004:8	1	2:30000	5
1777	地下渠道	来自地下渠道的消息	7306	2006	4005:8;4006:8	1	5005:10	5
1778	周边换购	紧急替代品请求	7307	2006	4005:8;4006:8	1	5004:1	5
1779	周边换购	对手的竞争性请求	7308	2006	4005:8;4006:8	1	5004:1	5
1780	暗中交易	竞争对手提出的交易	7309	2006	4008:8;4009:8	1	2:30000	5
1781	周边换购	学校开放日的申请	7310	2006	4008:8;4009:8	1	2:30000	5
1782	地下渠道	来自地下渠道的消息	7311	2006	4008:8;4009:8	1	9002:1	5
1783	周边换购	紧急替代品请求	7312	2006	4010:8;4011:8	1	5005:11	5
1784	周边换购	对手的竞争性请求	7313	2006	4010:8;4011:8	1	9002:1	5
1785	暗中交易	竞争对手提出的交易	7314	2006	4010:8;4011:8	1	5005:12	5
1786	周边换购	学校开放日的申请	7301	2006	4013:8;4014:8	1	2:30000	5
1787	地下渠道	来自地下渠道的消息	7302	2006	4013:8;4014:8	1	2:30000	5
1788	周边换购	紧急替代品请求	7303	2006	4013:8;4014:8	1	2:30000	5
1789	周边换购	对手的竞争性请求	7304	2006	4017:8;4018:8	1	5004:1	5
1790	暗中交易	竞争对手提出的交易	7305	2006	4017:8;4018:8	1	5004:1	5
1791	周边换购	学校开放日的申请	7306	2006	4001:8;4002:8	1	2:30000	10
1792	地下渠道	来自地下渠道的消息	7307	2006	4016:8;4017:8	1	5005:20	10
1793	周边换购	紧急替代品请求	7308	2006	4001:8;4002:8	1	5005:22	10
1794	周边换购	对手的竞争性请求	7309	2006	4003:8;4004:8	1	5005:25	10
1795	暗中交易	竞争对手提出的交易	7310	2006	4005:8;4006:8	1	2:30000	10
1796	周边换购	学校开放日的申请	7311	2006	4005:8;4006:8	1	2:30000	10
1797	地下渠道	来自地下渠道的消息	7312	2006	4005:8;4006:8	1	5005:10	10
1798	周边换购	紧急替代品请求	7313	2006	4007:8;4008:8	1	5004:2	10
1799	周边换购	对手的竞争性请求	7314	2006	4010:8;4011:8	1	5004:2	10
1800	暗中交易	竞争对手提出的交易	7301	2006	4010:8;4011:8	1	2:30000	10
1801	周边换购	学校开放日的申请	7302	2006	4010:8;4011:8	1	2:30000	10
1802	地下渠道	来自地下渠道的消息	7303	2006	4013:8;4014:8	1	9002:2	10
1803	周边换购	紧急替代品请求	7304	2006	4013:8;4014:8	1	5005:27	10
1804	周边换购	对手的竞争性请求	7305	2006	4013:8;4014:8	1	9002:2	10
1805	暗中交易	竞争对手提出的交易	7306	2006	4016:8;4017:8	1	5005:28	10
1806	周边换购	学校开放日的申请	7307	2006	4016:8;4017:8	1	2:30000	10
1807	地下渠道	来自地下渠道的消息	7308	2006	4001:22;4002:22	2	2:60000	15
1808	周边换购	紧急替代品请求	7309	2006	4017:22;4018:22	2	5005:27	15
1809	周边换购	对手的竞争性请求	7310	2006	4007:22;4008:22	2	9002:3	15
1810	暗中交易	竞争对手提出的交易	7311	2006	4007:22;4008:22	2	5005:28	15
1811	周边换购	学校开放日的申请	7312	2006	4010:22;4011:22	2	2:60000	15
1812	地下渠道	来自地下渠道的消息	7313	2006	4010:22;4011:22	2	2:60000	15
1813	周边换购	紧急替代品请求	7314	2006	4010:22;4011:22	2	5005:20	15
1814	周边换购	对手的竞争性请求	7301	2006	4013:22;4014:22	2	5004:3	15
1815	暗中交易	竞争对手提出的交易	7302	2006	4013:22;4014:22	2	5004:3	15
1816	周边换购	学校开放日的申请	7303	2006	4013:22;4014:22	2	2:60000	15
1817	地下渠道	来自地下渠道的消息	7304	2006	4017:22;4018:22	2	2:60000	15
1818	周边换购	紧急替代品请求	7305	2006	4017:22;4018:22	2	9002:3	15
1819	周边换购	对手的竞争性请求	7306	2006	4001:29;4002:29	3	5005:33	20
1820	暗中交易	竞争对手提出的交易	7307	2006	4017:29;4018:29	3	2:90000	20
1821	周边换购	学校开放日的申请	7308	2006	4015:29;4016:29	3	5005:35	20
1822	地下渠道	来自地下渠道的消息	7309	2006	4003:29;4004:29	3	9002:4	20
1823	周边换购	紧急替代品请求	7310	2006	4005:29;4006:29	3	5005:38	20
1824	周边换购	对手的竞争性请求	7311	2006	4007:29;4008:29	3	2:90000	20
1825	暗中交易	竞争对手提出的交易	7312	2006	4010:29;4011:29	3	2:90000	20
1826	周边换购	学校开放日的申请	7313	2006	4013:29;4014:29	3	5005:30	20
1827	地下渠道	来自地下渠道的消息	7314	2006	4017:36;4018:36	4	5005:30	25
1828	周边换购	紧急替代品请求	7301	2006	4015:36;4016:36	4	2:150000	25
1829	周边换购	对手的竞争性请求	7302	2006	4010:36;4011:36	4	9002:5	25
1830	暗中交易	竞争对手提出的交易	7303	2006	4016:36;4017:36	4	5004:5	25
1831	周边换购	学校开放日的申请	7304	2007	4001:8;4002:8	1	2:32000	5
1832	地下渠道	来自地下渠道的消息	7305	2007	4017:8;4018:8	1	5005:10	5
1833	周边换购	紧急替代品请求	7306	2007	4001:8;4002:8	1	5005:11	5
1834	周边换购	对手的竞争性请求	7307	2007	4003:8;4004:8	1	5005:12	5
1835	暗中交易	竞争对手提出的交易	7308	2007	4003:8;4004:8	1	2:32000	5
1836	周边换购	学校开放日的申请	7309	2007	4003:8;4004:8	1	2:32000	5
1837	地下渠道	来自地下渠道的消息	7310	2007	4005:8;4006:8	1	5005:10	5
1838	周边换购	紧急替代品请求	7311	2007	4005:8;4006:8	1	5004:1	5
1839	周边换购	对手的竞争性请求	7312	2007	4005:8;4006:8	1	5004:1	5
1840	暗中交易	竞争对手提出的交易	7313	2007	4008:8;4009:8	1	2:32000	5
1841	周边换购	学校开放日的申请	7314	2007	4008:8;4009:8	1	2:32000	5
1842	地下渠道	来自地下渠道的消息	7301	2007	4008:8;4009:8	1	9002:1	5
1843	周边换购	紧急替代品请求	7302	2007	4010:8;4011:8	1	5005:11	5
1844	周边换购	对手的竞争性请求	7303	2007	4010:8;4011:8	1	9002:1	5
1845	暗中交易	竞争对手提出的交易	7304	2007	4010:8;4011:8	1	5005:12	5
1846	周边换购	学校开放日的申请	7305	2007	4013:8;4014:8	1	2:32000	5
1847	地下渠道	来自地下渠道的消息	7306	2007	4013:8;4014:8	1	2:32000	5
1848	周边换购	紧急替代品请求	7307	2007	4013:8;4014:8	1	2:32000	5
1849	周边换购	对手的竞争性请求	7308	2007	4017:8;4018:8	1	5004:1	5
1850	暗中交易	竞争对手提出的交易	7309	2007	4017:8;4018:8	1	5004:1	5
1851	周边换购	学校开放日的申请	7310	2007	4001:8;4002:8	1	2:32000	10
1852	地下渠道	来自地下渠道的消息	7311	2007	4016:8;4017:8	1	5005:20	10
1853	周边换购	紧急替代品请求	7312	2007	4001:8;4002:8	1	5005:22	10
1854	周边换购	对手的竞争性请求	7313	2007	4003:8;4004:8	1	5005:25	10
1855	暗中交易	竞争对手提出的交易	7314	2007	4005:8;4006:8	1	2:32000	10
1856	周边换购	学校开放日的申请	7301	2007	4005:8;4006:8	1	2:32000	10
1857	地下渠道	来自地下渠道的消息	7302	2007	4005:8;4006:8	1	5005:10	10
1858	周边换购	紧急替代品请求	7303	2007	4007:8;4008:8	1	5004:2	10
1859	周边换购	对手的竞争性请求	7304	2007	4010:8;4011:8	1	5004:2	10
1860	暗中交易	竞争对手提出的交易	7305	2007	4010:8;4011:8	1	2:32000	10
1861	周边换购	学校开放日的申请	7306	2007	4010:8;4011:8	1	2:32000	10
1862	地下渠道	来自地下渠道的消息	7307	2007	4013:8;4014:8	1	9002:2	10
1863	周边换购	紧急替代品请求	7308	2007	4013:8;4014:8	1	5005:27	10
1864	周边换购	对手的竞争性请求	7309	2007	4013:8;4014:8	1	9002:2	10
1865	暗中交易	竞争对手提出的交易	7310	2007	4016:8;4017:8	1	5005:28	10
1866	周边换购	学校开放日的申请	7311	2007	4016:8;4017:8	1	2:32000	10
1867	地下渠道	来自地下渠道的消息	7312	2007	4001:22;4002:22	2	2:64000	15
1868	周边换购	紧急替代品请求	7313	2007	4017:22;4018:22	2	5005:27	15
1869	周边换购	对手的竞争性请求	7314	2007	4007:22;4008:22	2	9002:3	15
1870	暗中交易	竞争对手提出的交易	7301	2007	4007:22;4008:22	2	5005:28	15
1871	周边换购	学校开放日的申请	7302	2007	4010:22;4011:22	2	2:64000	15
1872	地下渠道	来自地下渠道的消息	7303	2007	4010:22;4011:22	2	2:64000	15
1873	周边换购	紧急替代品请求	7304	2007	4010:22;4011:22	2	5005:20	15
1874	周边换购	对手的竞争性请求	7305	2007	4013:22;4014:22	2	5004:3	15
1875	暗中交易	竞争对手提出的交易	7306	2007	4013:22;4014:22	2	5004:3	15
1876	周边换购	学校开放日的申请	7307	2007	4013:22;4014:22	2	2:64000	15
1877	地下渠道	来自地下渠道的消息	7308	2007	4017:22;4018:22	2	2:64000	15
1878	周边换购	紧急替代品请求	7309	2007	4017:22;4018:22	2	9002:3	15
1879	周边换购	对手的竞争性请求	7310	2007	4001:29;4002:29	3	5005:33	20
1880	暗中交易	竞争对手提出的交易	7311	2007	4017:29;4018:29	3	2:96000	20
1881	周边换购	学校开放日的申请	7312	2007	4015:29;4016:29	3	5005:35	20
1882	地下渠道	来自地下渠道的消息	7313	2007	4003:29;4004:29	3	9002:4	20
1883	周边换购	紧急替代品请求	7314	2007	4005:29;4006:29	3	5005:38	20
1884	周边换购	对手的竞争性请求	7301	2007	4007:29;4008:29	3	2:96000	20
1885	暗中交易	竞争对手提出的交易	7302	2007	4010:29;4011:29	3	2:96000	20
1886	周边换购	学校开放日的申请	7303	2007	4013:29;4014:29	3	5005:30	20
1887	地下渠道	来自地下渠道的消息	7304	2007	4017:36;4018:36	4	5005:30	25
1888	周边换购	紧急替代品请求	7305	2007	4015:36;4016:36	4	2:160000	25
1889	周边换购	对手的竞争性请求	7306	2007	4010:36;4011:36	4	9002:5	25
1890	暗中交易	竞争对手提出的交易	7307	2007	4016:36;4017:36	4	5004:5	25
1891	周边换购	学校开放日的申请	7308	2008	4001:8;4002:8	1	2:34000	5
1892	地下渠道	来自地下渠道的消息	7309	2008	4017:8;4018:8	1	5005:10	5
1893	周边换购	紧急替代品请求	7310	2008	4001:8;4002:8	1	5005:11	5
1894	周边换购	对手的竞争性请求	7311	2008	4003:8;4004:8	1	5005:12	5
1895	暗中交易	竞争对手提出的交易	7312	2008	4003:8;4004:8	1	2:34000	5
1896	周边换购	学校开放日的申请	7313	2008	4003:8;4004:8	1	2:34000	5
1897	地下渠道	来自地下渠道的消息	7314	2008	4005:8;4006:8	1	5005:10	5
1898	周边换购	紧急替代品请求	7301	2008	4005:8;4006:8	1	5004:1	5
1899	周边换购	对手的竞争性请求	7302	2008	4005:8;4006:8	1	5004:1	5
1900	暗中交易	竞争对手提出的交易	7303	2008	4008:8;4009:8	1	2:34000	5
1901	周边换购	学校开放日的申请	7304	2008	4008:8;4009:8	1	2:34000	5
1902	地下渠道	来自地下渠道的消息	7305	2008	4008:8;4009:8	1	9002:1	5
1903	周边换购	紧急替代品请求	7306	2008	4010:8;4011:8	1	5005:11	5
1904	周边换购	对手的竞争性请求	7307	2008	4010:8;4011:8	1	9002:1	5
1905	暗中交易	竞争对手提出的交易	7308	2008	4010:8;4011:8	1	5005:12	5
1906	周边换购	学校开放日的申请	7309	2008	4013:8;4014:8	1	2:34000	5
1907	地下渠道	来自地下渠道的消息	7310	2008	4013:8;4014:8	1	2:34000	5
1908	周边换购	紧急替代品请求	7311	2008	4013:8;4014:8	1	2:34000	5
1909	周边换购	对手的竞争性请求	7312	2008	4017:8;4018:8	1	5004:1	5
1910	暗中交易	竞争对手提出的交易	7313	2008	4017:8;4018:8	1	5004:1	5
1911	周边换购	学校开放日的申请	7314	2008	4001:8;4002:8	1	2:34000	10
1912	地下渠道	来自地下渠道的消息	7301	2008	4016:8;4017:8	1	5005:20	10
1913	周边换购	紧急替代品请求	7302	2008	4001:8;4002:8	1	5005:22	10
1914	周边换购	对手的竞争性请求	7303	2008	4003:8;4004:8	1	5005:25	10
1915	暗中交易	竞争对手提出的交易	7304	2008	4005:8;4006:8	1	2:34000	10
1916	周边换购	学校开放日的申请	7305	2008	4005:8;4006:8	1	2:34000	10
1917	地下渠道	来自地下渠道的消息	7306	2008	4005:8;4006:8	1	5005:10	10
1918	周边换购	紧急替代品请求	7307	2008	4007:8;4008:8	1	5004:2	10
1919	周边换购	对手的竞争性请求	7308	2008	4010:8;4011:8	1	5004:2	10
1920	暗中交易	竞争对手提出的交易	7309	2008	4010:8;4011:8	1	2:34000	10
1921	周边换购	学校开放日的申请	7310	2008	4010:8;4011:8	1	2:34000	10
1922	地下渠道	来自地下渠道的消息	7311	2008	4013:8;4014:8	1	9002:2	10
1923	周边换购	紧急替代品请求	7312	2008	4013:8;4014:8	1	5005:27	10
1924	周边换购	对手的竞争性请求	7313	2008	4013:8;4014:8	1	9002:2	10
1925	暗中交易	竞争对手提出的交易	7314	2008	4016:8;4017:8	1	5005:28	10
1926	周边换购	学校开放日的申请	7301	2008	4016:8;4017:8	1	2:34000	10
1927	地下渠道	来自地下渠道的消息	7302	2008	4001:22;4002:22	2	2:68000	15
1928	周边换购	紧急替代品请求	7303	2008	4017:22;4018:22	2	5005:27	15
1929	周边换购	对手的竞争性请求	7304	2008	4007:22;4008:22	2	9002:3	15
1930	暗中交易	竞争对手提出的交易	7305	2008	4007:22;4008:22	2	5005:28	15
1931	周边换购	学校开放日的申请	7306	2008	4010:22;4011:22	2	2:68000	15
1932	地下渠道	来自地下渠道的消息	7307	2008	4010:22;4011:22	2	2:68000	15
1933	周边换购	紧急替代品请求	7308	2008	4010:22;4011:22	2	5005:20	15
1934	周边换购	对手的竞争性请求	7309	2008	4013:22;4014:22	2	5004:3	15
1935	暗中交易	竞争对手提出的交易	7310	2008	4013:22;4014:22	2	5004:3	15
1936	周边换购	学校开放日的申请	7311	2008	4013:22;4014:22	2	2:68000	15
1937	地下渠道	来自地下渠道的消息	7312	2008	4017:22;4018:22	2	2:68000	15
1938	周边换购	紧急替代品请求	7313	2008	4017:22;4018:22	2	9002:3	15
1939	周边换购	对手的竞争性请求	7314	2008	4001:29;4002:29	3	5005:33	20
1940	暗中交易	竞争对手提出的交易	7301	2008	4017:29;4018:29	3	2:102000	20
1941	周边换购	学校开放日的申请	7302	2008	4015:29;4016:29	3	5005:35	20
1942	地下渠道	来自地下渠道的消息	7303	2008	4003:29;4004:29	3	9002:4	20
1943	周边换购	紧急替代品请求	7304	2008	4005:29;4006:29	3	5005:38	20
1944	周边换购	对手的竞争性请求	7305	2008	4007:29;4008:29	3	2:102000	20
1945	暗中交易	竞争对手提出的交易	7306	2008	4010:29;4011:29	3	2:102000	20
1946	周边换购	学校开放日的申请	7307	2008	4013:29;4014:29	3	5005:30	20
1947	地下渠道	来自地下渠道的消息	7308	2008	4017:36;4018:36	4	5005:30	25
1948	周边换购	紧急替代品请求	7309	2008	4015:36;4016:36	4	2:170000	25
1949	周边换购	对手的竞争性请求	7310	2008	4010:36;4011:36	4	9002:5	25
1950	暗中交易	竞争对手提出的交易	7311	2008	4016:36;4017:36	4	5004:5	25
1951	周边换购	学校开放日的申请	7312	2009	4001:8;4002:8	1	2:36000	5
1952	地下渠道	来自地下渠道的消息	7313	2009	4017:8;4018:8	1	5005:10	5
1953	周边换购	紧急替代品请求	7314	2009	4001:8;4002:8	1	5005:11	5
1954	周边换购	对手的竞争性请求	7301	2009	4003:8;4004:8	1	5005:12	5
1955	暗中交易	竞争对手提出的交易	7302	2009	4003:8;4004:8	1	2:36000	5
1956	周边换购	学校开放日的申请	7303	2009	4003:8;4004:8	1	2:36000	5
1957	地下渠道	来自地下渠道的消息	7304	2009	4005:8;4006:8	1	5005:10	5
1958	周边换购	紧急替代品请求	7305	2009	4005:8;4006:8	1	5004:1	5
1959	周边换购	对手的竞争性请求	7306	2009	4005:8;4006:8	1	5004:1	5
1960	暗中交易	竞争对手提出的交易	7307	2009	4008:8;4009:8	1	2:36000	5
1961	周边换购	学校开放日的申请	7308	2009	4008:8;4009:8	1	2:36000	5
