int	int	int	int	int	int	int	int	int	int	int	int	int	DTItemNum	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int
312	39	79	49	99	59	119	79	159	99	198	119	238	2:3197250	428	535	642	856	1070	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	55466	69333	83199	110932	138665	166398
313	39	79	49	99	59	119	79	159	99	199	119	239	2:3207806	428	535	642	856	1070	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	55894	69868	83841	111788	139735	167682
314	40	80	50	100	60	120	80	160	100	200	120	240	2:3217956	432	540	648	864	1080	1296	0	0	0	0	0	0	0	0	0	0	0	0	0	56322	70403	84483	112644	140805	168966
315	40	80	50	100	60	120	80	160	100	200	120	240	2:3228106	432	540	648	864	1080	1296	0	0	0	0	0	0	0	0	0	0	0	0	0	56754	70943	85131	113508	141885	170262
316	40	80	50	100	60	120	80	160	100	201	120	241	2:3238256	436	545	654	872	1090	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	57186	71483	85779	114372	142965	171558
317	40	80	50	100	60	121	80	161	100	201	121	242	2:3248812	436	545	654	872	1090	1308	0	0	0	0	0	0	0	0	0	0	0	0	0	57622	72028	86433	115244	144055	172866
318	40	80	50	101	60	121	80	161	101	202	121	242	2:3258962	440	550	660	880	1100	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	58058	72573	87087	116116	145145	174174
319	40	81	50	101	60	121	81	162	101	203	121	243	2:3269112	440	550	660	880	1100	1320	50	100	150	200	250	300	10	10	10	10	10	10	0	58498	73123	87747	116996	146245	175494
320	40	81	50	101	61	122	81	162	101	203	122	244	2:3279262	444	555	666	888	1110	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	58938	73673	88407	117876	147345	176814
321	40	81	51	102	61	122	81	163	102	204	122	245	2:3524805	444	555	666	888	1110	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	59382	74228	89073	118764	148455	178146
322	40	81	51	102	61	122	81	163	102	204	122	245	2:3535680	448	560	672	896	1120	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	59826	74783	89739	119652	149565	179478
323	41	82	51	102	61	123	82	164	102	205	123	246	2:3546555	448	560	672	896	1120	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	60274	75343	90411	120548	150685	180822
324	41	82	51	103	61	123	82	164	103	206	123	247	2:3557430	452	565	678	904	1130	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	60722	75903	91083	121444	151805	182166
325	41	82	51	103	62	124	82	165	103	206	124	248	2:3568305	452	565	678	904	1130	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	61174	76468	91761	122348	152935	183522
326	41	82	51	103	62	124	82	165	103	207	124	248	2:3579615	456	570	684	912	1140	1368	0	0	0	0	0	0	0	0	0	0	0	0	0	61626	77033	92439	123252	154065	184878
327	41	83	52	104	62	124	83	166	104	208	124	249	2:3590490	456	570	684	912	1140	1368	0	0	0	0	0	0	0	0	0	0	0	0	0	62082	77603	93123	124164	155205	186246
328	41	83	52	104	62	125	83	166	104	208	125	250	2:3601365	460	575	690	920	1150	1380	0	0	0	0	0	0	0	0	0	0	0	0	0	62538	78173	93807	125076	156345	187614
329	41	83	52	104	62	125	83	167	104	209	125	251	2:3612240	460	575	690	920	1150	1380	50	100	150	200	250	300	10	10	10	10	10	10	0	62998	78748	94497	125996	157495	188994
330	41	83	52	104	62	125	83	167	104	209	125	251	2:3623550	464	580	696	928	1160	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	63458	79323	95187	126916	158645	190374
331	42	84	52	105	63	126	84	168	105	210	126	252	2:3634425	464	580	696	928	1160	1392	0	0	0	0	0	0	0	0	0	0	0	0	0	63922	79903	95883	127844	159805	191766
332	42	84	52	105	63	126	84	168	105	211	126	253	2:3645300	468	585	702	936	1170	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	64386	80483	96579	128772	160965	193158
333	42	84	52	105	63	127	84	169	105	211	127	254	2:3656175	468	585	702	936	1170	1404	0	0	0	0	0	0	0	0	0	0	0	0	0	64854	81068	97281	129708	162135	194562
334	42	84	53	106	63	127	84	169	106	212	127	254	2:3667485	472	590	708	944	1180	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	65322	81653	97983	130644	163305	195966
335	42	85	53	106	63	127	85	170	106	212	127	255	2:3678360	472	590	708	944	1180	1416	0	0	0	0	0	0	0	0	0	0	0	0	0	65794	82243	98691	131588	164485	197382
336	42	85	53	106	64	128	85	170	106	213	128	256	2:3689235	476	595	714	952	1190	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	66266	82833	99399	132532	165665	198798
337	42	85	53	107	64	128	85	171	107	214	128	257	2:3700110	476	595	714	952	1190	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	66742	83428	100113	133484	166855	200226
338	42	85	53	107	64	128	85	171	107	214	128	257	2:3711420	480	600	720	960	1200	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	67218	84023	100827	134436	168045	201654
339	43	86	53	107	64	129	86	172	107	215	129	258	2:3722295	480	600	720	960	1200	1440	50	100	150	200	250	300	10	10	10	10	10	10	0	67698	84623	101547	135396	169245	203094
340	43	86	54	108	64	129	86	172	108	216	129	259	2:3733170	484	605	726	968	1210	1452	0	0	0	0	0	0	0	0	0	0	0	0	0	68178	85223	102267	136356	170445	204534
341	43	86	54	108	65	130	86	173	108	216	130	260	2:3993648	484	605	726	968	1210	1452	0	0	0	0	0	0	0	0	0	0	0	0	0	68662	85828	102993	137324	171655	205986
342	43	86	54	108	65	130	86	173	108	217	130	260	2:4005712	488	610	732	976	1220	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	69146	86433	103719	138292	172865	207438
343	43	87	54	108	65	130	87	174	108	217	130	261	2:4017312	488	610	732	976	1220	1464	0	0	0	0	0	0	0	0	0	0	0	0	0	69634	87043	104451	139268	174085	208902
344	43	87	54	109	65	131	87	174	109	218	131	262	2:4028912	492	615	738	984	1230	1476	0	0	0	0	0	0	0	0	0	0	0	0	0	70122	87653	105183	140244	175305	210366
345	43	87	54	109	65	131	87	175	109	219	131	262	2:4040512	492	615	738	984	1230	1476	0	0	0	0	0	0	0	0	0	0	0	0	0	70614	88268	105921	141228	176535	211842
346	43	87	54	109	65	131	87	175	109	219	131	263	2:4052576	496	620	744	992	1240	1488	0	0	0	0	0	0	0	0	0	0	0	0	0	71106	88883	106659	142212	177765	213318
347	44	88	55	110	66	132	88	176	110	220	132	264	2:4064176	496	620	744	992	1240	1488	0	0	0	0	0	0	0	0	0	0	0	0	0	71602	89503	107403	143204	179005	214806
348	44	88	55	110	66	132	88	176	110	220	132	265	2:4075776	500	625	750	1000	1250	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	72098	90123	108147	144196	180245	216294
349	44	88	55	110	66	132	88	177	110	221	132	265	2:4087376	500	625	750	1000	1250	1500	50	100	150	200	250	300	10	10	10	10	10	10	0	72598	90748	108897	145196	181495	217794
350	44	88	55	111	66	133	88	177	111	222	133	266	2:4098976	504	630	756	1008	1260	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	73098	91373	109647	146196	182745	219294
351	44	89	55	111	66	133	89	178	111	222	133	267	2:4111040	504	630	756	1008	1260	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	73602	92003	110403	147204	184005	220806
352	44	89	55	111	67	134	89	178	111	223	134	268	2:4122640	508	635	762	1016	1270	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	74106	92633	111159	148212	185265	222318
353	44	89	56	112	67	134	89	179	112	224	134	268	2:4134240	508	635	762	1016	1270	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	74614	93268	111921	149228	186535	223842
354	44	89	56	112	67	134	89	179	112	224	134	269	2:4145840	512	640	768	1024	1280	1536	0	0	0	0	0	0	0	0	0	0	0	0	0	75122	93903	112683	150244	187805	225366
355	45	90	56	112	67	135	90	180	112	225	135	270	2:4157904	512	640	768	1024	1280	1536	0	0	0	0	0	0	0	0	0	0	0	0	0	75634	94543	113451	151268	189085	226902
356	45	90	56	112	67	135	90	180	112	225	135	271	2:4169504	516	645	774	1032	1290	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	76146	95183	114219	152292	190365	228438
357	45	90	56	113	67	135	90	181	113	226	135	271	2:4181104	516	645	774	1032	1290	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	76662	95828	114993	153324	191655	229986
358	45	90	56	113	68	136	90	181	113	227	136	272	2:4192704	520	650	780	1040	1300	1560	0	0	0	0	0	0	0	0	0	0	0	0	0	77178	96473	115767	154356	192945	231534
359	45	91	56	113	68	136	91	182	113	227	136	273	2:4204768	520	650	780	1040	1300	1560	50	100	150	200	250	300	10	10	10	10	10	10	0	77698	97123	116547	155396	194245	233094
360	45	91	57	114	68	137	91	182	114	228	137	274	2:4216368	524	655	786	1048	1310	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	78218	97773	117327	156436	195545	234654
361	45	91	57	114	68	137	91	183	114	229	137	274	2:4492216	524	655	786	1048	1310	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	78742	98428	118113	157484	196855	236226
362	45	91	57	114	68	137	91	183	114	229	137	275	2:4504541	528	660	792	1056	1320	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	79266	99083	118899	158532	198165	237798
363	46	92	57	115	69	138	92	184	115	230	138	276	2:4517359	528	660	792	1056	1320	1584	0	0	0	0	0	0	0	0	0	0	0	0	0	79794	99743	119691	159588	199485	239382
364	46	92	57	115	69	138	92	184	115	230	138	277	2:4529684	532	665	798	1064	1330	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	80322	100403	120483	160644	200805	240966
365	46	92	57	115	69	138	92	185	115	231	138	277	2:4542009	532	665	798	1064	1330	1596	0	0	0	0	0	0	0	0	0	0	0	0	0	80854	101068	121281	161708	202135	242562
366	46	92	58	116	69	139	92	185	116	232	139	278	2:4554334	536	670	804	1072	1340	1608	0	0	0	0	0	0	0	0	0	0	0	0	0	81386	101733	122079	162772	203465	244158
367	46	93	58	116	69	139	93	186	116	232	139	279	2:4567152	536	670	804	1072	1340	1608	0	0	0	0	0	0	0	0	0	0	0	0	0	81922	102403	122883	163844	204805	245766
368	46	93	58	116	70	140	93	186	116	233	140	280	2:4579477	540	675	810	1080	1350	1620	0	0	0	0	0	0	0	0	0	0	0	0	0	82458	103073	123687	164916	206145	247374
369	46	93	58	116	70	140	93	187	116	233	140	280	2:4591802	540	675	810	1080	1350	1620	50	100	150	200	250	300	10	10	10	10	10	10	0	82998	103748	124497	165996	207495	248994
370	46	93	58	117	70	140	93	187	117	234	140	281	2:4604127	544	680	816	1088	1360	1632	0	0	0	0	0	0	0	0	0	0	0	0	0	83538	104423	125307	167076	208845	250614
371	47	94	58	117	70	141	94	188	117	235	141	282	2:4616945	544	680	816	1088	1360	1632	0	0	0	0	0	0	0	0	0	0	0	0	0	84082	105103	126123	168164	210205	252246
372	47	94	58	117	70	141	94	188	117	235	141	282	2:4629270	548	685	822	1096	1370	1644	0	0	0	0	0	0	0	0	0	0	0	0	0	84626	105783	126939	169252	211565	253878
373	47	94	59	118	70	141	94	189	118	236	141	283	2:4641595	548	685	822	1096	1370	1644	0	0	0	0	0	0	0	0	0	0	0	0	0	85174	106468	127761	170348	212935	255522
374	47	94	59	118	71	142	94	189	118	237	142	284	2:4653920	552	690	828	1104	1380	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	85722	107153	128583	171444	214305	257166
375	47	95	59	118	71	142	95	190	118	237	142	285	2:4666245	552	690	828	1104	1380	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	86274	107843	129411	172548	215685	258822
376	47	95	59	119	71	142	95	190	119	238	142	285	2:4679063	556	695	834	1112	1390	1668	0	0	0	0	0	0	0	0	0	0	0	0	0	86826	108533	130239	173652	217065	260478
377	47	95	59	119	71	143	95	191	119	238	143	286	2:4691388	556	695	834	1112	1390	1668	0	0	0	0	0	0	0	0	0	0	0	0	0	87382	109228	131073	174764	218455	262146
378	47	95	59	119	71	143	95	191	119	239	143	287	2:4703713	560	700	840	1120	1400	1680	0	0	0	0	0	0	0	0	0	0	0	0	0	87938	109923	131907	175876	219845	263814
379	48	96	60	120	72	144	96	192	120	240	144	288	2:4716038	560	700	840	1120	1400	1680	50	100	150	200	250	300	10	10	10	10	10	10	0	88498	110623	132747	176996	221245	265494
380	48	96	60	120	72	144	96	192	120	240	144	288	2:4728856	564	705	846	1128	1410	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	89058	111323	133587	178116	222645	267174
381	48	96	60	120	72	144	96	193	120	241	144	289	2:5020074	564	705	846	1128	1410	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	89622	112028	134433	179244	224055	268866
382	48	96	60	120	72	145	96	193	120	241	145	290	2:5033124	568	710	852	1136	1420	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	90186	112733	135279	180372	225465	270558
383	48	97	60	121	72	145	97	194	121	242	145	291	2:5046174	568	710	852	1136	1420	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	90754	113443	136131	181508	226885	272262
384	48	97	60	121	72	145	97	194	121	243	145	291	2:5059746	572	715	858	1144	1430	1716	0	0	0	0	0	0	0	0	0	0	0	0	0	91322	114153	136983	182644	228305	273966
385	48	97	60	121	73	146	97	195	121	243	146	292	2:5072796	572	715	858	1144	1430	1716	0	0	0	0	0	0	0	0	0	0	0	0	0	91894	114868	137841	183788	229735	275682
386	48	97	61	122	73	146	97	195	122	244	146	293	2:5085846	576	720	864	1152	1440	1728	0	0	0	0	0	0	0	0	0	0	0	0	0	92466	115583	138699	184932	231165	277398
387	49	98	61	122	73	147	98	196	122	245	147	294	2:5098896	576	720	864	1152	1440	1728	0	0	0	0	0	0	0	0	0	0	0	0	0	93042	116303	139563	186084	232605	279126
388	49	98	61	122	73	147	98	196	122	245	147	294	2:5112468	580	725	870	1160	1450	1740	0	0	0	0	0	0	0	0	0	0	0	0	0	93618	117023	140427	187236	234045	280854
389	49	98	61	123	73	147	98	197	123	246	147	295	2:5125518	580	725	870	1160	1450	1740	50	100	150	200	250	300	10	10	10	10	10	10	0	94198	117748	141297	188396	235495	282594
390	49	98	61	123	74	148	98	197	123	246	148	296	2:5138568	584	730	876	1168	1460	1752	0	0	0	0	0	0	0	0	0	0	0	0	0	94778	118473	142167	189556	236945	284334
391	49	99	61	123	74	148	99	198	123	247	148	297	2:5151618	584	730	876	1168	1460	1752	0	0	0	0	0	0	0	0	0	0	0	0	0	95362	119203	143043	190724	238405	286086
392	49	99	62	124	74	148	99	198	124	248	148	297	2:5165190	588	735	882	1176	1470	1764	0	0	0	0	0	0	0	0	0	0	0	0	0	95946	119933	143919	191892	239865	287838
393	49	99	62	124	74	149	99	199	124	248	149	298	2:5178240	588	735	882	1176	1470	1764	0	0	0	0	0	0	0	0	0	0	0	0	0	96534	120668	144801	193068	241335	289602
394	49	99	62	124	74	149	99	199	124	249	149	299	2:5191290	592	740	888	1184	1480	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	97122	121403	145683	194244	242805	291366
395	50	100	62	125	75	150	100	200	125	250	150	300	2:5204340	592	740	888	1184	1480	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	97714	122143	146571	195428	244285	293142
396	50	100	62	125	75	150	100	200	125	250	150	300	2:5217912	596	745	894	1192	1490	1788	0	0	0	0	0	0	0	0	0	0	0	0	0	98306	122883	147459	196612	245765	294918
397	50	100	62	125	75	150	100	200	125	251	150	301	2:5230962	596	745	894	1192	1490	1788	0	0	0	0	0	0	0	0	0	0	0	0	0	98902	123628	148353	197804	247255	296706
398	50	100	62	125	75	151	100	201	125	251	151	302	2:5244012	600	750	900	1200	1500	1800	0	0	0	0	0	0	0	0	0	0	0	0	0	99498	124373	149247	198996	248745	298494
399	50	100	63	126	75	151	100	201	126	252	151	302	2:5257062	600	750	900	1200	1500	1800	50	100	150	200	250	300	10	10	10	10	10	10	0	100098	125123	150147	200196	250245	300294
400	50	101	63	126	75	151	101	202	126	253	151	303	2:5270112	606	757	909	1212	1515	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	100698	125873	151047	201396	251745	302094
401	50	101	63	126	76	152	101	202	126	253	152	304	2:5577222	606	758	909	1212	1515	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	101304	126630	151956	202608	253260	303912
402	50	101	63	127	76	152	101	203	127	254	152	305	2:5590997	612	765	918	1224	1530	1836	0	0	0	0	0	0	0	0	0	0	0	0	0	101910	127388	152865	203820	254775	305730
403	50	101	63	127	76	152	101	203	127	254	152	305	2:5604772	612	765	918	1224	1530	1836	0	0	0	0	0	0	0	0	0	0	0	0	0	102522	128153	153783	205044	256305	307566
404	51	102	63	127	76	153	102	204	127	255	153	306	2:5618547	618	772	927	1236	1545	1854	0	0	0	0	0	0	0	0	0	0	0	0	0	103134	128918	154701	206268	257835	309402
405	51	102	64	128	76	153	102	204	128	256	153	307	2:5632873	618	773	927	1236	1545	1854	0	0	0	0	0	0	0	0	0	0	0	0	0	103752	129690	155628	207504	259380	311256
406	51	102	64	128	77	154	102	205	128	256	154	308	2:5646648	624	780	936	1248	1560	1872	0	0	0	0	0	0	0	0	0	0	0	0	0	104370	130463	156555	208740	260925	313110
407	51	102	64	128	77	154	102	205	128	257	154	308	2:5660423	624	780	936	1248	1560	1872	0	0	0	0	0	0	0	0	0	0	0	0	0	104994	131243	157491	209988	262485	314982
408	51	103	64	129	77	154	103	206	129	258	154	309	2:5674198	630	787	945	1260	1575	1890	0	0	0	0	0	0	0	0	0	0	0	0	0	105618	132023	158427	211236	264045	316854
409	51	103	64	129	77	155	103	206	129	258	155	310	2:5688524	630	788	945	1260	1575	1890	50	100	150	200	250	300	10	10	10	10	10	10	0	106248	132810	159372	212496	265620	318744
410	51	103	64	129	77	155	103	207	129	259	155	311	2:5702299	636	795	954	1272	1590	1908	0	0	0	0	0	0	0	0	0	0	0	0	0	106878	133598	160317	213756	267195	320634
411	51	103	64	129	77	155	103	207	129	259	155	311	2:5716074	636	795	954	1272	1590	1908	0	0	0	0	0	0	0	0	0	0	0	0	0	107514	134393	161271	215028	268785	322542
412	52	104	65	130	78	156	104	208	130	260	156	312	2:5729849	642	802	963	1284	1605	1926	0	0	0	0	0	0	0	0	0	0	0	0	0	108150	135188	162225	216300	270375	324450
413	52	104	65	130	78	156	104	208	130	261	156	313	2:5744175	642	803	963	1284	1605	1926	0	0	0	0	0	0	0	0	0	0	0	0	0	108792	135990	163188	217584	271980	326376
414	52	104	65	130	78	157	104	209	130	261	157	314	2:5757950	648	810	972	1296	1620	1944	0	0	0	0	0	0	0	0	0	0	0	0	0	109434	136793	164151	218868	273585	328302
415	52	104	65	131	78	157	104	209	131	262	157	314	2:5771725	648	810	972	1296	1620	1944	0	0	0	0	0	0	0	0	0	0	0	0	0	110082	137603	165123	220164	275205	330246
416	52	105	65	131	78	157	105	210	131	262	157	315	2:5785500	654	817	981	1308	1635	1962	0	0	0	0	0	0	0	0	0	0	0	0	0	110730	138413	166095	221460	276825	332190
417	52	105	65	131	79	158	105	210	131	263	158	316	2:5799826	654	818	981	1308	1635	1962	0	0	0	0	0	0	0	0	0	0	0	0	0	111384	139230	167076	222768	278460	334152
418	52	105	66	132	79	158	105	211	132	264	158	317	2:5813601	660	825	990	1320	1650	1980	0	0	0	0	0	0	0	0	0	0	0	0	0	112038	140048	168057	224076	280095	336114
419	52	105	66	132	79	158	105	211	132	264	158	317	2:5827376	660	825	990	1320	1650	1980	50	100	150	200	250	300	10	10	10	10	10	10	0	112698	140873	169047	225396	281745	338094
420	53	106	66	132	79	159	106	212	132	265	159	318	2:5841151	666	832	999	1332	1665	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	113358	141698	170037	226716	283395	340074
421	53	106	66	133	79	159	106	212	133	266	159	319	2:6163660	666	833	999	1332	1665	1998	0	0	0	0	0	0	0	0	0	0	0	0	0	114024	142530	171036	228048	285060	342072
422	53	106	66	133	80	160	106	213	133	266	160	320	2:6178160	672	840	1008	1344	1680	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	114690	143363	172035	229380	286725	344070
423	53	106	66	133	80	160	106	213	133	267	160	320	2:6192660	672	840	1008	1344	1680	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	115362	144203	173043	230724	288405	346086
424	53	107	66	133	80	160	107	214	133	267	160	321	2:6207160	678	847	1017	1356	1695	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	116034	145043	174051	232068	290085	348102
425	53	107	67	134	80	161	107	214	134	268	161	322	2:6221660	678	848	1017	1356	1695	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	116712	145890	175068	233424	291780	350136
426	53	107	67	134	80	161	107	215	134	269	161	322	2:6236740	684	855	1026	1368	1710	2052	0	0	0	0	0	0	0	0	0	0	0	0	0	117390	146738	176085	234780	293475	352170
427	53	107	67	134	80	161	107	215	134	269	161	323	2:6251240	684	855	1026	1368	1710	2052	0	0	0	0	0	0	0	0	0	0	0	0	0	118074	147593	177111	236148	295185	354222
428	54	108	67	135	81	162	108	216	135	270	162	324	2:6265740	690	862	1035	1380	1725	2070	0	0	0	0	0	0	0	0	0	0	0	0	0	118758	148448	178137	237516	296895	356274
429	54	108	67	135	81	162	108	216	135	270	162	325	2:6280240	690	863	1035	1380	1725	2070	50	100	150	200	250	300	10	10	10	10	10	10	0	119448	149310	179172	238896	298620	358344
430	54	108	67	135	81	162	108	217	135	271	162	325	2:6295320	696	870	1044	1392	1740	2088	0	0	0	0	0	0	0	0	0	0	0	0	0	120138	150173	180207	240276	300345	360414
431	54	108	68	136	81	163	108	217	136	272	163	326	2:6309820	696	870	1044	1392	1740	2088	0	0	0	0	0	0	0	0	0	0	0	0	0	120834	151043	181251	241668	302085	362502
432	54	109	68	136	81	163	109	218	136	272	163	327	2:6324320	702	877	1053	1404	1755	2106	0	0	0	0	0	0	0	0	0	0	0	0	0	121530	151913	182295	243060	303825	364590
433	54	109	68	136	82	164	109	218	136	273	164	328	2:6338820	702	878	1053	1404	1755	2106	0	0	0	0	0	0	0	0	0	0	0	0	0	122232	152790	183348	244464	305580	366696
434	54	109	68	137	82	164	109	219	137	274	164	328	2:6353900	708	885	1062	1416	1770	2124	0	0	0	0	0	0	0	0	0	0	0	0	0	122934	153668	184401	245868	307335	368802
435	54	109	68	137	82	164	109	219	137	274	164	329	2:6368400	708	885	1062	1416	1770	2124	0	0	0	0	0	0	0	0	0	0	0	0	0	123642	154553	185463	247284	309105	370926
436	55	110	68	137	82	165	110	220	137	275	165	330	2:6382900	714	892	1071	1428	1785	2142	0	0	0	0	0	0	0	0	0	0	0	0	0	124350	155438	186525	248700	310875	373050
437	55	110	68	137	82	165	110	220	137	275	165	331	2:6397400	714	893	1071	1428	1785	2142	0	0	0	0	0	0	0	0	0	0	0	0	0	125064	156330	187596	250128	312660	375192
438	55	110	69	138	82	165	110	221	138	276	165	331	2:6412480	720	900	1080	1440	1800	2160	0	0	0	0	0	0	0	0	0	0	0	0	0	125778	157223	188667	251556	314445	377334
439	55	110	69	138	83	166	110	221	138	277	166	332	2:6426980	720	900	1080	1440	1800	2160	50	100	150	200	250	300	10	10	10	10	10	10	0	126498	158123	189747	252996	316245	379494
440	55	111	69	138	83	166	111	222	138	277	166	333	2:6441480	726	907	1089	1452	1815	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	127218	159023	190827	254436	318045	381654
441	55	111	69	139	83	167	111	222	139	278	167	334	2:6778779	726	908	1089	1452	1815	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	127944	159930	191916	255888	319860	383832
442	55	111	69	139	83	167	111	223	139	279	167	334	2:6794613	732	915	1098	1464	1830	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	128670	160838	193005	257340	321675	386010
443	55	111	69	139	83	167	111	223	139	279	167	335	2:6809838	732	915	1098	1464	1830	2196	0	0	0	0	0	0	0	0	0	0	0	0	0	129402	161753	194103	258804	323505	388206
444	56	112	70	140	84	168	112	224	140	280	168	336	2:6825063	738	922	1107	1476	1845	2214	0	0	0	0	0	0	0	0	0	0	0	0	0	130134	162668	195201	260268	325335	390402
445	56	112	70	140	84	168	112	224	140	280	168	337	2:6840288	738	923	1107	1476	1845	2214	0	0	0	0	0	0	0	0	0	0	0	0	0	130872	163590	196308	261744	327180	392616
446	56	112	70	140	84	168	112	225	140	281	168	337	2:6856122	744	930	1116	1488	1860	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	131610	164513	197415	263220	329025	394830
447	56	112	70	141	84	169	112	225	141	282	169	338	2:6871347	744	930	1116	1488	1860	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	132354	165443	198531	264708	330885	397062
448	56	113	70	141	84	169	113	226	141	282	169	339	2:6886572	750	937	1125	1500	1875	2250	0	0	0	0	0	0	0	0	0	0	0	0	0	133098	166373	199647	266196	332745	399294
449	56	113	70	141	85	170	113	226	141	283	170	340	2:6901797	750	938	1125	1500	1875	2250	50	100	150	200	250	300	10	10	10	10	10	10	0	133848	167310	200772	267696	334620	401544
450	56	113	70	141	85	170	113	227	141	283	170	340	2:6917022	756	945	1134	1512	1890	2268	0	0	0	0	0	0	0	0	0	0	0	0	0	134598	168248	201897	269196	336495	403794
451	56	113	71	142	85	170	113	227	142	284	170	341	2:6932856	756	945	1134	1512	1890	2268	0	0	0	0	0	0	0	0	0	0	0	0	0	135354	169193	203031	270708	338385	406062
452	57	114	71	142	85	171	114	228	142	285	171	342	2:6948081	762	952	1143	1524	1905	2286	0	0	0	0	0	0	0	0	0	0	0	0	0	136110	170138	204165	272220	340275	408330
453	57	114	71	142	85	171	114	228	142	285	171	342	2:6963306	762	953	1143	1524	1905	2286	0	0	0	0	0	0	0	0	0	0	0	0	0	136872	171090	205308	273744	342180	410616
454	57	114	71	143	85	171	114	229	143	286	171	343	2:6978531	768	960	1152	1536	1920	2304	0	0	0	0	0	0	0	0	0	0	0	0	0	137634	172043	206451	275268	344085	412902
455	57	114	71	143	86	172	114	229	143	287	172	344	2:6994365	768	960	1152	1536	1920	2304	0	0	0	0	0	0	0	0	0	0	0	0	0	138402	173003	207603	276804	346005	415206
456	57	115	71	143	86	172	115	230	143	287	172	345	2:7009590	774	967	1161	1548	1935	2322	0	0	0	0	0	0	0	0	0	0	0	0	0	139170	173963	208755	278340	347925	417510
457	57	115	72	144	86	172	115	230	144	288	172	345	2:7024815	774	968	1161	1548	1935	2322	0	0	0	0	0	0	0	0	0	0	0	0	0	139944	174930	209916	279888	349860	419832
458	57	115	72	144	86	173	115	231	144	288	173	346	2:7040040	780	975	1170	1560	1950	2340	0	0	0	0	0	0	0	0	0	0	0	0	0	140718	175898	211077	281436	351795	422154
459	57	115	72	144	86	173	115	231	144	289	173	347	2:7055874	780	975	1170	1560	1950	2340	50	100	150	200	250	300	10	10	10	10	10	10	0	141498	176873	212247	282996	353745	424494
460	58	116	72	145	87	174	116	232	145	290	174	348	2:7071099	786	982	1179	1572	1965	2358	0	0	0	0	0	0	0	0	0	0	0	0	0	142278	177848	213417	284556	355695	426834
461	58	116	72	145	87	174	116	232	145	290	174	348	2:7423768	786	983	1179	1572	1965	2358	0	0	0	0	0	0	0	0	0	0	0	0	0	143064	178830	214596	286128	357660	429192
462	58	116	72	145	87	174	116	233	145	291	174	349	2:7439718	792	990	1188	1584	1980	2376	0	0	0	0	0	0	0	0	0	0	0	0	0	143850	179813	215775	287700	359625	431550
463	58	116	72	145	87	175	116	233	145	291	175	350	2:7456306	792	990	1188	1584	1980	2376	0	0	0	0	0	0	0	0	0	0	0	0	0	144642	180803	216963	289284	361605	433926
