int	int	int	int	int	int	DTItemNum	string	string	int	int	int	string
13031084	1303	1	1	84	36	0		宣传课程	2217	78	78	
13031085	1303	1	1	85	36	0		宣传课程	2217	78	78	
13031086	1303	1	1	86	36	0		宣传课程	2217	78	78	
13031087	1303	1	1	87	36	0		宣传课程	2217	78	78	
13031088	1303	1	1	88	36	0		宣传课程	2217	78	78	
13031089	1303	1	1	89	36	0		宣传课程	2217	78	78	
13031090	1303	1	1	90	36	0		宣传课程	2217	78	78	
13031091	1303	1	1	91	36	0		宣传课程	2217	78	78	
13031092	1303	1	1	92	36	0		宣传课程	2217	78	78	
13031093	1303	1	1	93	36	0		宣传课程	2217	78	78	
13031094	1303	1	1	94	36	0		宣传课程	2217	78	78	
13031095	1303	1	1	95	36	0		宣传课程	2217	78	78	
13031096	1303	1	1	96	36	0		宣传课程	2217	78	78	
13031097	1303	1	1	97	36	0		宣传课程	2217	78	78	
13031098	1303	1	1	98	36	0		宣传课程	2217	78	78	
13031099	1303	1	1	99	36	0		宣传课程	2217	78	78	
13031100	1303	1	1	100	36	0		宣传课程	2217	78	78	
13032000	1303	2	2	0	0	5012:50		形象课程	2218	0	0	
13032001	1303	2	2	1	6	0		形象课程	2218	13	13	
13032002	1303	2	2	2	6	0		形象课程	2218	13	13	
13032003	1303	2	2	3	12	0		形象课程	2218	26	26	
13032004	1303	2	2	4	12	0		形象课程	2218	26	26	
13032005	1303	2	2	5	12	0		形象课程	2218	26	26	
13032006	1303	2	2	6	12	0		形象课程	2218	26	26	
13032007	1303	2	2	7	12	0		形象课程	2218	26	26	
13032008	1303	2	2	8	12	0		形象课程	2218	26	26	
13032009	1303	2	2	9	18	5012:50		形象课程	2218	39	39	
13032010	1303	2	2	10	18	0		形象课程	2218	39	39	
13032011	1303	2	2	11	18	0		形象课程	2218	39	39	
13032012	1303	2	2	12	18	0		形象课程	2218	39	39	
13032013	1303	2	2	13	18	0		形象课程	2218	39	39	
13032014	1303	2	2	14	18	0		形象课程	2218	39	39	
13032015	1303	2	2	15	18	0		形象课程	2218	39	39	
13032016	1303	2	2	16	18	0		形象课程	2218	39	39	
13032017	1303	2	2	17	18	0		形象课程	2218	39	39	
13032018	1303	2	2	18	18	0		形象课程	2218	39	39	
13032019	1303	2	2	19	18	0		形象课程	2218	39	39	
13032020	1303	2	2	20	18	0		形象课程	2218	39	39	
13032021	1303	2	2	21	18	0		形象课程	2218	39	39	
13032022	1303	2	2	22	24	0		形象课程	2218	52	52	
13032023	1303	2	2	23	24	0		形象课程	2218	52	52	
13032024	1303	2	2	24	24	0		形象课程	2218	52	52	
13032025	1303	2	2	25	24	0		形象课程	2218	52	52	
13032026	1303	2	2	26	24	0		形象课程	2218	52	52	
13032027	1303	2	2	27	24	0		形象课程	2218	52	52	
13032028	1303	2	2	28	24	0		形象课程	2218	52	52	
13032029	1303	2	2	29	24	0		形象课程	2218	52	52	
13032030	1303	2	2	30	24	0		形象课程	2218	52	52	
13032031	1303	2	2	31	24	0		形象课程	2218	52	52	
13032032	1303	2	2	32	24	0		形象课程	2218	52	52	
13032033	1303	2	2	33	24	0		形象课程	2218	52	52	
13032034	1303	2	2	34	24	0		形象课程	2218	52	52	
13032035	1303	2	2	35	24	0		形象课程	2218	52	52	
13032036	1303	2	2	36	24	0		形象课程	2218	52	52	
13032037	1303	2	2	37	24	0		形象课程	2218	52	52	
13032038	1303	2	2	38	24	0		形象课程	2218	52	52	
13032039	1303	2	2	39	24	5012:100		形象课程	2218	52	52	
13032040	1303	2	2	40	24	0		形象课程	2218	52	52	
13032041	1303	2	2	41	24	0		形象课程	2218	52	52	
13032042	1303	2	2	42	30	0		形象课程	2218	65	65	
13032043	1303	2	2	43	30	0		形象课程	2218	65	65	
13032044	1303	2	2	44	30	0		形象课程	2218	65	65	
13032045	1303	2	2	45	30	0		形象课程	2218	65	65	
13032046	1303	2	2	46	30	0		形象课程	2218	65	65	
13032047	1303	2	2	47	30	0		形象课程	2218	65	65	
13032048	1303	2	2	48	30	0		形象课程	2218	65	65	
13032049	1303	2	2	49	30	0		形象课程	2218	65	65	
13032050	1303	2	2	50	30	0		形象课程	2218	65	65	
13032051	1303	2	2	51	30	0		形象课程	2218	65	65	
13032052	1303	2	2	52	30	0		形象课程	2218	65	65	
13032053	1303	2	2	53	30	0		形象课程	2218	65	65	
13032054	1303	2	2	54	30	0		形象课程	2218	65	65	
13032055	1303	2	2	55	30	0		形象课程	2218	65	65	
13032056	1303	2	2	56	30	0		形象课程	2218	65	65	
13032057	1303	2	2	57	30	0		形象课程	2218	65	65	
13032058	1303	2	2	58	30	0		形象课程	2218	65	65	
13032059	1303	2	2	59	30	0		形象课程	2218	65	65	
13032060	1303	2	2	60	30	0		形象课程	2218	65	65	
13032061	1303	2	2	61	30	0		形象课程	2218	65	65	
13032062	1303	2	2	62	30	0		形象课程	2218	65	65	
13032063	1303	2	2	63	30	0		形象课程	2218	65	65	
13032064	1303	2	2	64	30	0		形象课程	2218	65	65	
13032065	1303	2	2	65	30	0		形象课程	2218	65	65	
13032066	1303	2	2	66	30	0		形象课程	2218	65	65	
13032067	1303	2	2	67	30	0		形象课程	2218	65	65	
13032068	1303	2	2	68	30	0		形象课程	2218	65	65	
13032069	1303	2	2	69	30	0		形象课程	2218	65	65	
13032070	1303	2	2	70	30	0		形象课程	2218	65	65	
13032071	1303	2	2	71	30	0		形象课程	2218	65	65	
13032072	1303	2	2	72	36	0		形象课程	2218	78	78	
13032073	1303	2	2	73	36	0		形象课程	2218	78	78	
13032074	1303	2	2	74	36	0		形象课程	2218	78	78	
13032075	1303	2	2	75	36	0		形象课程	2218	78	78	
13032076	1303	2	2	76	36	0		形象课程	2218	78	78	
13032077	1303	2	2	77	36	0		形象课程	2218	78	78	
13032078	1303	2	2	78	36	0		形象课程	2218	78	78	
13032079	1303	2	2	79	36	0		形象课程	2218	78	78	
13032080	1303	2	2	80	36	0		形象课程	2218	78	78	
13032081	1303	2	2	81	36	0		形象课程	2218	78	78	
13032082	1303	2	2	82	36	0		形象课程	2218	78	78	
13032083	1303	2	2	83	36	0		形象课程	2218	78	78	
13032084	1303	2	2	84	36	0		形象课程	2218	78	78	
13032085	1303	2	2	85	36	0		形象课程	2218	78	78	
13032086	1303	2	2	86	36	0		形象课程	2218	78	78	
13032087	1303	2	2	87	36	0		形象课程	2218	78	78	
13032088	1303	2	2	88	36	0		形象课程	2218	78	78	
13032089	1303	2	2	89	36	0		形象课程	2218	78	78	
13032090	1303	2	2	90	36	0		形象课程	2218	78	78	
13032091	1303	2	2	91	36	0		形象课程	2218	78	78	
13032092	1303	2	2	92	36	0		形象课程	2218	78	78	
13032093	1303	2	2	93	36	0		形象课程	2218	78	78	
13032094	1303	2	2	94	36	0		形象课程	2218	78	78	
13032095	1303	2	2	95	36	0		形象课程	2218	78	78	
13032096	1303	2	2	96	36	0		形象课程	2218	78	78	
13032097	1303	2	2	97	36	0		形象课程	2218	78	78	
13032098	1303	2	2	98	36	0		形象课程	2218	78	78	
13032099	1303	2	2	99	36	0		形象课程	2218	78	78	
13032100	1303	2	2	100	36	0		形象课程	2218	78	78	
13033000	1303	3	3	0	0	5012:50		生活课程	2219	0	0	
13033001	1303	3	3	1	6	0		生活课程	2219	13	13	
13033002	1303	3	3	2	6	0		生活课程	2219	13	13	
13033003	1303	3	3	3	12	0		生活课程	2219	26	26	
13033004	1303	3	3	4	12	0		生活课程	2219	26	26	
13033005	1303	3	3	5	12	0		生活课程	2219	26	26	
13033006	1303	3	3	6	12	0		生活课程	2219	26	26	
13033007	1303	3	3	7	12	0		生活课程	2219	26	26	
13033008	1303	3	3	8	12	0		生活课程	2219	26	26	
13033009	1303	3	3	9	18	5012:50		生活课程	2219	39	39	
13033010	1303	3	3	10	18	0		生活课程	2219	39	39	
13033011	1303	3	3	11	18	0		生活课程	2219	39	39	
13033012	1303	3	3	12	18	0		生活课程	2219	39	39	
13033013	1303	3	3	13	18	0		生活课程	2219	39	39	
13033014	1303	3	3	14	18	0		生活课程	2219	39	39	
13033015	1303	3	3	15	18	0		生活课程	2219	39	39	
13033016	1303	3	3	16	18	0		生活课程	2219	39	39	
13033017	1303	3	3	17	18	0		生活课程	2219	39	39	
13033018	1303	3	3	18	18	0		生活课程	2219	39	39	
13033019	1303	3	3	19	18	0		生活课程	2219	39	39	
13033020	1303	3	3	20	18	0		生活课程	2219	39	39	
13033021	1303	3	3	21	18	0		生活课程	2219	39	39	
13033022	1303	3	3	22	24	0		生活课程	2219	52	52	
13033023	1303	3	3	23	24	0		生活课程	2219	52	52	
13033024	1303	3	3	24	24	0		生活课程	2219	52	52	
13033025	1303	3	3	25	24	0		生活课程	2219	52	52	
13033026	1303	3	3	26	24	0		生活课程	2219	52	52	
13033027	1303	3	3	27	24	0		生活课程	2219	52	52	
13033028	1303	3	3	28	24	0		生活课程	2219	52	52	
13033029	1303	3	3	29	24	0		生活课程	2219	52	52	
13033030	1303	3	3	30	24	0		生活课程	2219	52	52	
13033031	1303	3	3	31	24	0		生活课程	2219	52	52	
13033032	1303	3	3	32	24	0		生活课程	2219	52	52	
13033033	1303	3	3	33	24	0		生活课程	2219	52	52	
13033034	1303	3	3	34	24	0		生活课程	2219	52	52	
13033035	1303	3	3	35	24	0		生活课程	2219	52	52	
13033036	1303	3	3	36	24	0		生活课程	2219	52	52	
13033037	1303	3	3	37	24	0		生活课程	2219	52	52	
13033038	1303	3	3	38	24	0		生活课程	2219	52	52	
13033039	1303	3	3	39	24	5012:100		生活课程	2219	52	52	
13033040	1303	3	3	40	24	0		生活课程	2219	52	52	
13033041	1303	3	3	41	24	0		生活课程	2219	52	52	
13033042	1303	3	3	42	30	0		生活课程	2219	65	65	
13033043	1303	3	3	43	30	0		生活课程	2219	65	65	
13033044	1303	3	3	44	30	0		生活课程	2219	65	65	
13033045	1303	3	3	45	30	0		生活课程	2219	65	65	
13033046	1303	3	3	46	30	0		生活课程	2219	65	65	
13033047	1303	3	3	47	30	0		生活课程	2219	65	65	
13033048	1303	3	3	48	30	0		生活课程	2219	65	65	
13033049	1303	3	3	49	30	0		生活课程	2219	65	65	
13033050	1303	3	3	50	30	0		生活课程	2219	65	65	
13033051	1303	3	3	51	30	0		生活课程	2219	65	65	
13033052	1303	3	3	52	30	0		生活课程	2219	65	65	
13033053	1303	3	3	53	30	0		生活课程	2219	65	65	
13033054	1303	3	3	54	30	0		生活课程	2219	65	65	
13033055	1303	3	3	55	30	0		生活课程	2219	65	65	
13033056	1303	3	3	56	30	0		生活课程	2219	65	65	
13033057	1303	3	3	57	30	0		生活课程	2219	65	65	
13033058	1303	3	3	58	30	0		生活课程	2219	65	65	
13033059	1303	3	3	59	30	0		生活课程	2219	65	65	
13033060	1303	3	3	60	30	0		生活课程	2219	65	65	
13033061	1303	3	3	61	30	0		生活课程	2219	65	65	
13033062	1303	3	3	62	30	0		生活课程	2219	65	65	
13033063	1303	3	3	63	30	0		生活课程	2219	65	65	
13033064	1303	3	3	64	30	0		生活课程	2219	65	65	
13033065	1303	3	3	65	30	0		生活课程	2219	65	65	
13033066	1303	3	3	66	30	0		生活课程	2219	65	65	
13033067	1303	3	3	67	30	0		生活课程	2219	65	65	
13033068	1303	3	3	68	30	0		生活课程	2219	65	65	
13033069	1303	3	3	69	30	0		生活课程	2219	65	65	
13033070	1303	3	3	70	30	0		生活课程	2219	65	65	
13033071	1303	3	3	71	30	0		生活课程	2219	65	65	
13033072	1303	3	3	72	36	0		生活课程	2219	78	78	
13033073	1303	3	3	73	36	0		生活课程	2219	78	78	
13033074	1303	3	3	74	36	0		生活课程	2219	78	78	
13033075	1303	3	3	75	36	0		生活课程	2219	78	78	
13033076	1303	3	3	76	36	0		生活课程	2219	78	78	
13033077	1303	3	3	77	36	0		生活课程	2219	78	78	
13033078	1303	3	3	78	36	0		生活课程	2219	78	78	
13033079	1303	3	3	79	36	0		生活课程	2219	78	78	
13033080	1303	3	3	80	36	0		生活课程	2219	78	78	
13033081	1303	3	3	81	36	0		生活课程	2219	78	78	
13033082	1303	3	3	82	36	0		生活课程	2219	78	78	
13033083	1303	3	3	83	36	0		生活课程	2219	78	78	
13033084	1303	3	3	84	36	0		生活课程	2219	78	78	
13033085	1303	3	3	85	36	0		生活课程	2219	78	78	
13033086	1303	3	3	86	36	0		生活课程	2219	78	78	
13033087	1303	3	3	87	36	0		生活课程	2219	78	78	
13033088	1303	3	3	88	36	0		生活课程	2219	78	78	
13033089	1303	3	3	89	36	0		生活课程	2219	78	78	
13033090	1303	3	3	90	36	0		生活课程	2219	78	78	
13033091	1303	3	3	91	36	0		生活课程	2219	78	78	
13033092	1303	3	3	92	36	0		生活课程	2219	78	78	
13033093	1303	3	3	93	36	0		生活课程	2219	78	78	
13033094	1303	3	3	94	36	0		生活课程	2219	78	78	
13033095	1303	3	3	95	36	0		生活课程	2219	78	78	
13033096	1303	3	3	96	36	0		生活课程	2219	78	78	
13033097	1303	3	3	97	36	0		生活课程	2219	78	78	
13033098	1303	3	3	98	36	0		生活课程	2219	78	78	
13033099	1303	3	3	99	36	0		生活课程	2219	78	78	
13033100	1303	3	3	100	36	0		生活课程	2219	78	78	
13034000	1303	4	4	0	0	5012:50		舞蹈课程	2220	0	0	
13034001	1303	4	4	1	6	0		舞蹈课程	2220	13	13	
13034002	1303	4	4	2	6	0		舞蹈课程	2220	13	13	
13034003	1303	4	4	3	12	0		舞蹈课程	2220	26	26	
13034004	1303	4	4	4	12	0		舞蹈课程	2220	26	26	
13034005	1303	4	4	5	12	0		舞蹈课程	2220	26	26	
13034006	1303	4	4	6	12	0		舞蹈课程	2220	26	26	
13034007	1303	4	4	7	12	0		舞蹈课程	2220	26	26	
13034008	1303	4	4	8	12	0		舞蹈课程	2220	26	26	
13034009	1303	4	4	9	18	5012:50		舞蹈课程	2220	39	39	
13034010	1303	4	4	10	18	0		舞蹈课程	2220	39	39	
13034011	1303	4	4	11	18	0		舞蹈课程	2220	39	39	
13034012	1303	4	4	12	18	0		舞蹈课程	2220	39	39	
13034013	1303	4	4	13	18	0		舞蹈课程	2220	39	39	
13034014	1303	4	4	14	18	0		舞蹈课程	2220	39	39	
13034015	1303	4	4	15	18	0		舞蹈课程	2220	39	39	
13034016	1303	4	4	16	18	0		舞蹈课程	2220	39	39	
13034017	1303	4	4	17	18	0		舞蹈课程	2220	39	39	
13034018	1303	4	4	18	18	0		舞蹈课程	2220	39	39	
13034019	1303	4	4	19	18	0		舞蹈课程	2220	39	39	
13034020	1303	4	4	20	18	0		舞蹈课程	2220	39	39	
13034021	1303	4	4	21	18	0		舞蹈课程	2220	39	39	
13034022	1303	4	4	22	24	0		舞蹈课程	2220	52	52	
13034023	1303	4	4	23	24	0		舞蹈课程	2220	52	52	
13034024	1303	4	4	24	24	0		舞蹈课程	2220	52	52	
13034025	1303	4	4	25	24	0		舞蹈课程	2220	52	52	
13034026	1303	4	4	26	24	0		舞蹈课程	2220	52	52	
13034027	1303	4	4	27	24	0		舞蹈课程	2220	52	52	
13034028	1303	4	4	28	24	0		舞蹈课程	2220	52	52	
13034029	1303	4	4	29	24	0		舞蹈课程	2220	52	52	
13034030	1303	4	4	30	24	0		舞蹈课程	2220	52	52	
13034031	1303	4	4	31	24	0		舞蹈课程	2220	52	52	
13034032	1303	4	4	32	24	0		舞蹈课程	2220	52	52	
13034033	1303	4	4	33	24	0		舞蹈课程	2220	52	52	
13034034	1303	4	4	34	24	0		舞蹈课程	2220	52	52	
13034035	1303	4	4	35	24	0		舞蹈课程	2220	52	52	
13034036	1303	4	4	36	24	0		舞蹈课程	2220	52	52	
13034037	1303	4	4	37	24	0		舞蹈课程	2220	52	52	
13034038	1303	4	4	38	24	0		舞蹈课程	2220	52	52	
13034039	1303	4	4	39	24	5012:100		舞蹈课程	2220	52	52	
13034040	1303	4	4	40	24	0		舞蹈课程	2220	52	52	
13034041	1303	4	4	41	24	0		舞蹈课程	2220	52	52	
13034042	1303	4	4	42	30	0		舞蹈课程	2220	65	65	
13034043	1303	4	4	43	30	0		舞蹈课程	2220	65	65	
13034044	1303	4	4	44	30	0		舞蹈课程	2220	65	65	
13034045	1303	4	4	45	30	0		舞蹈课程	2220	65	65	
13034046	1303	4	4	46	30	0		舞蹈课程	2220	65	65	
13034047	1303	4	4	47	30	0		舞蹈课程	2220	65	65	
13034048	1303	4	4	48	30	0		舞蹈课程	2220	65	65	
13034049	1303	4	4	49	30	0		舞蹈课程	2220	65	65	
13034050	1303	4	4	50	30	0		舞蹈课程	2220	65	65	
13034051	1303	4	4	51	30	0		舞蹈课程	2220	65	65	
13034052	1303	4	4	52	30	0		舞蹈课程	2220	65	65	
13034053	1303	4	4	53	30	0		舞蹈课程	2220	65	65	
13034054	1303	4	4	54	30	0		舞蹈课程	2220	65	65	
13034055	1303	4	4	55	30	0		舞蹈课程	2220	65	65	
13034056	1303	4	4	56	30	0		舞蹈课程	2220	65	65	
13034057	1303	4	4	57	30	0		舞蹈课程	2220	65	65	
13034058	1303	4	4	58	30	0		舞蹈课程	2220	65	65	
13034059	1303	4	4	59	30	0		舞蹈课程	2220	65	65	
13034060	1303	4	4	60	30	0		舞蹈课程	2220	65	65	
13034061	1303	4	4	61	30	0		舞蹈课程	2220	65	65	
13034062	1303	4	4	62	30	0		舞蹈课程	2220	65	65	
13034063	1303	4	4	63	30	0		舞蹈课程	2220	65	65	
13034064	1303	4	4	64	30	0		舞蹈课程	2220	65	65	
13034065	1303	4	4	65	30	0		舞蹈课程	2220	65	65	
13034066	1303	4	4	66	30	0		舞蹈课程	2220	65	65	
13034067	1303	4	4	67	30	0		舞蹈课程	2220	65	65	
13034068	1303	4	4	68	30	0		舞蹈课程	2220	65	65	
13034069	1303	4	4	69	30	0		舞蹈课程	2220	65	65	
13034070	1303	4	4	70	30	0		舞蹈课程	2220	65	65	
13034071	1303	4	4	71	30	0		舞蹈课程	2220	65	65	
13034072	1303	4	4	72	36	0		舞蹈课程	2220	78	78	
13034073	1303	4	4	73	36	0		舞蹈课程	2220	78	78	
13034074	1303	4	4	74	36	0		舞蹈课程	2220	78	78	
13034075	1303	4	4	75	36	0		舞蹈课程	2220	78	78	
13034076	1303	4	4	76	36	0		舞蹈课程	2220	78	78	
13034077	1303	4	4	77	36	0		舞蹈课程	2220	78	78	
13034078	1303	4	4	78	36	0		舞蹈课程	2220	78	78	
13034079	1303	4	4	79	36	0		舞蹈课程	2220	78	78	
13034080	1303	4	4	80	36	0		舞蹈课程	2220	78	78	
13034081	1303	4	4	81	36	0		舞蹈课程	2220	78	78	
13034082	1303	4	4	82	36	0		舞蹈课程	2220	78	78	
13034083	1303	4	4	83	36	0		舞蹈课程	2220	78	78	
13034084	1303	4	4	84	36	0		舞蹈课程	2220	78	78	
13034085	1303	4	4	85	36	0		舞蹈课程	2220	78	78	
13034086	1303	4	4	86	36	0		舞蹈课程	2220	78	78	
13034087	1303	4	4	87	36	0		舞蹈课程	2220	78	78	
13034088	1303	4	4	88	36	0		舞蹈课程	2220	78	78	
13034089	1303	4	4	89	36	0		舞蹈课程	2220	78	78	
13034090	1303	4	4	90	36	0		舞蹈课程	2220	78	78	
13034091	1303	4	4	91	36	0		舞蹈课程	2220	78	78	
13034092	1303	4	4	92	36	0		舞蹈课程	2220	78	78	
13034093	1303	4	4	93	36	0		舞蹈课程	2220	78	78	
13034094	1303	4	4	94	36	0		舞蹈课程	2220	78	78	
13034095	1303	4	4	95	36	0		舞蹈课程	2220	78	78	
13034096	1303	4	4	96	36	0		舞蹈课程	2220	78	78	
13034097	1303	4	4	97	36	0		舞蹈课程	2220	78	78	
13034098	1303	4	4	98	36	0		舞蹈课程	2220	78	78	
13034099	1303	4	4	99	36	0		舞蹈课程	2220	78	78	
13034100	1303	4	4	100	36	0		舞蹈课程	2220	78	78	
13041000	1304	1	1	0	0	5012:50		宣传课程	2217	0	0	
13041001	1304	1	1	1	2	0		宣传课程	2217	15	15	
13041002	1304	1	1	2	4	0		宣传课程	2217	31	31	
13041003	1304	1	1	3	4	0		宣传课程	2217	31	31	
13041004	1304	1	1	4	4	0		宣传课程	2217	31	31	
13041005	1304	1	1	5	4	0		宣传课程	2217	31	31	
13041006	1304	1	1	6	4	0		宣传课程	2217	31	31	
13041007	1304	1	1	7	6	0		宣传课程	2217	47	47	
13041008	1304	1	1	8	6	0		宣传课程	2217	47	47	
13041009	1304	1	1	9	6	5012:50		宣传课程	2217	47	47	
13041010	1304	1	1	10	6	0		宣传课程	2217	47	47	
13041011	1304	1	1	11	6	0		宣传课程	2217	47	47	
13041012	1304	1	1	12	6	0		宣传课程	2217	47	47	
13041013	1304	1	1	13	6	0		宣传课程	2217	47	47	
13041014	1304	1	1	14	6	0		宣传课程	2217	47	47	
13041015	1304	1	1	15	6	0		宣传课程	2217	47	47	
13041016	1304	1	1	16	8	0		宣传课程	2217	62	62	
13041017	1304	1	1	17	8	0		宣传课程	2217	62	62	
13041018	1304	1	1	18	8	0		宣传课程	2217	62	62	
13041019	1304	1	1	19	8	0		宣传课程	2217	62	62	
13041020	1304	1	1	20	8	0		宣传课程	2217	62	62	
13041021	1304	1	1	21	8	0		宣传课程	2217	62	62	
13041022	1304	1	1	22	8	0		宣传课程	2217	62	62	
13041023	1304	1	1	23	8	0		宣传课程	2217	62	62	
13041024	1304	1	1	24	8	0		宣传课程	2217	62	62	
13041025	1304	1	1	25	8	0		宣传课程	2217	62	62	
13041026	1304	1	1	26	8	0		宣传课程	2217	62	62	
13041027	1304	1	1	27	8	0		宣传课程	2217	62	62	
13041028	1304	1	1	28	8	0		宣传课程	2217	62	62	
13041029	1304	1	1	29	8	0		宣传课程	2217	62	62	
13041030	1304	1	1	30	8	0		宣传课程	2217	62	62	
13041031	1304	1	1	31	8	0		宣传课程	2217	62	62	
13041032	1304	1	1	32	10	0		宣传课程	2217	78	78	
13041033	1304	1	1	33	10	0		宣传课程	2217	78	78	
13041034	1304	1	1	34	10	0		宣传课程	2217	78	78	
13041035	1304	1	1	35	10	0		宣传课程	2217	78	78	
13041036	1304	1	1	36	10	0		宣传课程	2217	78	78	
13041037	1304	1	1	37	10	0		宣传课程	2217	78	78	
13041038	1304	1	1	38	10	0		宣传课程	2217	78	78	
13041039	1304	1	1	39	10	5012:100		宣传课程	2217	78	78	
13041040	1304	1	1	40	10	0		宣传课程	2217	78	78	
13041041	1304	1	1	41	10	0		宣传课程	2217	78	78	
13041042	1304	1	1	42	10	0		宣传课程	2217	78	78	
13041043	1304	1	1	43	10	0		宣传课程	2217	78	78	
13041044	1304	1	1	44	10	0		宣传课程	2217	78	78	
13041045	1304	1	1	45	10	0		宣传课程	2217	78	78	
13041046	1304	1	1	46	10	0		宣传课程	2217	78	78	
13041047	1304	1	1	47	10	0		宣传课程	2217	78	78	
13041048	1304	1	1	48	10	0		宣传课程	2217	78	78	
13041049	1304	1	1	49	10	0		宣传课程	2217	78	78	
13041050	1304	1	1	50	10	0		宣传课程	2217	78	78	
13041051	1304	1	1	51	10	0		宣传课程	2217	78	78	
13041052	1304	1	1	52	10	0		宣传课程	2217	78	78	
13041053	1304	1	1	53	10	0		宣传课程	2217	78	78	
13041054	1304	1	1	54	12	0		宣传课程	2217	94	94	
13041055	1304	1	1	55	12	0		宣传课程	2217	94	94	
13041056	1304	1	1	56	12	0		宣传课程	2217	94	94	
13041057	1304	1	1	57	12	0		宣传课程	2217	94	94	
13041058	1304	1	1	58	12	0		宣传课程	2217	94	94	
13041059	1304	1	1	59	12	0		宣传课程	2217	94	94	
13041060	1304	1	1	60	12	0		宣传课程	2217	94	94	
13041061	1304	1	1	61	12	0		宣传课程	2217	94	94	
13041062	1304	1	1	62	12	0		宣传课程	2217	94	94	
13041063	1304	1	1	63	12	0		宣传课程	2217	94	94	
13041064	1304	1	1	64	12	0		宣传课程	2217	94	94	
13041065	1304	1	1	65	12	0		宣传课程	2217	94	94	
13041066	1304	1	1	66	12	0		宣传课程	2217	94	94	
13041067	1304	1	1	67	12	0		宣传课程	2217	94	94	
13041068	1304	1	1	68	12	0		宣传课程	2217	94	94	
13041069	1304	1	1	69	12	0		宣传课程	2217	94	94	
13041070	1304	1	1	70	12	0		宣传课程	2217	94	94	
13041071	1304	1	1	71	12	0		宣传课程	2217	94	94	
13041072	1304	1	1	72	12	0		宣传课程	2217	94	94	
13041073	1304	1	1	73	12	0		宣传课程	2217	94	94	
13041074	1304	1	1	74	12	0		宣传课程	2217	94	94	
13041075	1304	1	1	75	12	0		宣传课程	2217	94	94	
13041076	1304	1	1	76	12	0		宣传课程	2217	94	94	
13041077	1304	1	1	77	12	0		宣传课程	2217	94	94	
13041078	1304	1	1	78	12	0		宣传课程	2217	94	94	
13041079	1304	1	1	79	12	0		宣传课程	2217	94	94	
13041080	1304	1	1	80	12	0		宣传课程	2217	94	94	
13041081	1304	1	1	81	12	0		宣传课程	2217	94	94	
13041082	1304	1	1	82	12	0		宣传课程	2217	94	94	
13041083	1304	1	1	83	12	0		宣传课程	2217	94	94	
13041084	1304	1	1	84	12	0		宣传课程	2217	94	94	
13041085	1304	1	1	85	12	0		宣传课程	2217	94	94	
13041086	1304	1	1	86	14	0		宣传课程	2217	109	109	
13041087	1304	1	1	87	14	0		宣传课程	2217	109	109	
13041088	1304	1	1	88	14	0		宣传课程	2217	109	109	
13041089	1304	1	1	89	14	0		宣传课程	2217	109	109	
13041090	1304	1	1	90	14	0		宣传课程	2217	109	109	
13041091	1304	1	1	91	14	0		宣传课程	2217	109	109	
13041092	1304	1	1	92	14	0		宣传课程	2217	109	109	
13041093	1304	1	1	93	14	0		宣传课程	2217	109	109	
13041094	1304	1	1	94	14	0		宣传课程	2217	109	109	
13041095	1304	1	1	95	14	0		宣传课程	2217	109	109	
13041096	1304	1	1	96	14	0		宣传课程	2217	109	109	
13041097	1304	1	1	97	14	0		宣传课程	2217	109	109	
13041098	1304	1	1	98	14	0		宣传课程	2217	109	109	
13041099	1304	1	1	99	14	0		宣传课程	2217	109	109	
13041100	1304	1	1	100	14	0		宣传课程	2217	109	109	
13042000	1304	2	2	0	0	5012:50		形象课程	2218	0	0	
13042001	1304	2	2	1	2	0		形象课程	2218	15	15	
13042002	1304	2	2	2	4	0		形象课程	2218	31	31	
13042003	1304	2	2	3	4	0		形象课程	2218	31	31	
13042004	1304	2	2	4	4	0		形象课程	2218	31	31	
13042005	1304	2	2	5	4	0		形象课程	2218	31	31	
13042006	1304	2	2	6	4	0		形象课程	2218	31	31	
13042007	1304	2	2	7	6	0		形象课程	2218	47	47	
13042008	1304	2	2	8	6	0		形象课程	2218	47	47	
13042009	1304	2	2	9	6	5012:50		形象课程	2218	47	47	
13042010	1304	2	2	10	6	0		形象课程	2218	47	47	
13042011	1304	2	2	11	6	0		形象课程	2218	47	47	
13042012	1304	2	2	12	6	0		形象课程	2218	47	47	
13042013	1304	2	2	13	6	0		形象课程	2218	47	47	
13042014	1304	2	2	14	6	0		形象课程	2218	47	47	
13042015	1304	2	2	15	6	0		形象课程	2218	47	47	
13042016	1304	2	2	16	8	0		形象课程	2218	62	62	
13042017	1304	2	2	17	8	0		形象课程	2218	62	62	
13042018	1304	2	2	18	8	0		形象课程	2218	62	62	
13042019	1304	2	2	19	8	0		形象课程	2218	62	62	
13042020	1304	2	2	20	8	0		形象课程	2218	62	62	
13042021	1304	2	2	21	8	0		形象课程	2218	62	62	
13042022	1304	2	2	22	8	0		形象课程	2218	62	62	
13042023	1304	2	2	23	8	0		形象课程	2218	62	62	
13042024	1304	2	2	24	8	0		形象课程	2218	62	62	
13042025	1304	2	2	25	8	0		形象课程	2218	62	62	
13042026	1304	2	2	26	8	0		形象课程	2218	62	62	
13042027	1304	2	2	27	8	0		形象课程	2218	62	62	
13042028	1304	2	2	28	8	0		形象课程	2218	62	62	
