int	int	int	int	int	int	int	DTItemNum[]	string
10961005	1096	1005	1601	2030	1602	946	6105:3	星际迷航
10961006	1096	1006	1601	2713	1602	1269	6108:3	星际迷航
10961007	1096	1007	1601	3491	1602	1642	6109:4	星际迷航
10961008	1096	1008	1601	4369	1602	2058	6108:4	星际迷航
10961009	1096	1009	1601	5357	1602	2521	6106:5	星际迷航
10961010	1096	1010	1601	6436	1602	3034	6105:5	星际迷航
10962001	1096	2001	1601	9544	1602	4510	6209:1	星际迷航
10962002	1096	2002	1601	11140	1602	5266	6208:1	星际迷航
10962003	1096	2003	1601	12856	1602	6086	6201:2	星际迷航
10962004	1096	2004	1601	14712	1602	6965	6202:2	星际迷航
10962005	1096	2005	1601	15675	1602	7422	6207:3	星际迷航
10962006	1096	2006	1601	16673	1602	7902	6209:3	星际迷航
10962007	1096	2007	1601	17707	1602	8391	6202:4	星际迷航
10962008	1096	2008	1601	18770	1602	8897	6206:4	星际迷航
10962009	1096	2009	1601	19860	1602	9412	6209:5	星际迷航
10962010	1096	2010	1601	20983	1602	9950	6204:5	星际迷航
10963001	1096	3001	1601	26608	1602	12621	6307:1	星际迷航
10963002	1096	3002	1601	28036	1602	13293	6302:1	星际迷航
10963003	1096	3003	1601	29497	1602	13989	6301:2	星际迷航
10963004	1096	3004	1601	30991	1602	14702	6308:2	星际迷航
10963005	1096	3005	1601	32525	1602	15432	6307:3	星际迷航
10963006	1096	3006	1601	34098	1602	16179	6302:3	星际迷航
10963007	1096	3007	1601	35709	1602	16941	6304:4	星际迷航
10963008	1096	3008	1601	37359	1602	17728	6304:4	星际迷航
10963009	1096	3009	1601	39041	1602	18526	6306:5	星际迷航
10963010	1096	3010	1601	40754	1602	19346	6304:5	星际迷航
10964001	1096	4001	1601	42516	1602	20183	6302:1	星际迷航
10964002	1096	4002	1601	44315	1602	21037	6303:1	星际迷航
10964003	1096	4003	1601	46144	1602	21908	6305:2	星际迷航
10964004	1096	4004	1601	48012	1602	22796	6309:2	星际迷航
10964005	1096	4005	1601	49917	1602	23706	6307:3	星际迷航
10964006	1096	4006	1601	51862	1602	24628	6305:3	星际迷航
10964007	1096	4007	1601	53846	1602	25573	6307:4	星际迷航
10964008	1096	4008	1601	55864	1602	26535	6302:4	星际迷航
10964009	1096	4009	1601	57914	1602	27506	6309:5	星际迷航
10964010	1096	4010	1601	60005	1602	28508	6306:5	星际迷航
10965001	1096	5001	1601	62134	1602	29520	6303:1	星际迷航
10965002	1096	5002	1601	64302	1602	30548	6307:1	星际迷航
10965003	1096	5003	1601	66495	1602	31601	6306:2	星际迷航
10965004	1096	5004	1601	68740	1602	32664	6304:2	星际迷航
10965005	1096	5005	1601	71017	1602	33749	6309:3	星际迷航
10965006	1096	5006	1601	73332	1602	34851	6308:3	星际迷航
10965007	1096	5007	1601	75677	1602	35971	6304:4	星际迷航
10965008	1096	5008	1601	78070	1602	37107	6309:4	星际迷航
10965009	1096	5009	1601	80497	1602	38260	6302:5	星际迷航
10965010	1096	5010	1601	82959	1602	39430	6302:5	星际迷航
10971001	1097	1001	1601	147	1603	147	6106:1	千钧一发
10971002	1097	1002	1601	465	1603	465	6105:1	千钧一发
10971003	1097	1003	1601	773	1603	773	6101:2	千钧一发
10971004	1097	1004	1601	1165	1603	1165	6102:2	千钧一发
10971005	1097	1005	1601	1634	1603	1634	6102:3	千钧一发
10971006	1097	1006	1601	2184	1603	2184	6109:3	千钧一发
10971007	1097	1007	1601	2810	1603	2810	6103:4	千钧一发
10971008	1097	1008	1601	3517	1603	3517	6101:4	千钧一发
10971009	1097	1009	1601	4312	1603	4312	6104:5	千钧一发
10971010	1097	1010	1601	5180	1603	5180	6107:5	千钧一发
10972001	1097	2001	1601	7682	1603	7682	6203:1	千钧一发
10972002	1097	2002	1601	8967	1603	8967	6207:1	千钧一发
10972003	1097	2003	1601	10349	1603	10349	6203:2	千钧一发
10972004	1097	2004	1601	11844	1603	11844	6207:2	千钧一发
10972005	1097	2005	1601	12617	1603	12617	6207:3	千钧一发
10972006	1097	2006	1601	13422	1603	13422	6201:3	千钧一发
10972007	1097	2007	1601	14252	1603	14252	6206:4	千钧一发
10972008	1097	2008	1601	15109	1603	15109	6209:4	千钧一发
10972009	1097	2009	1601	15988	1603	15988	6204:5	千钧一发
10972010	1097	2010	1601	16891	1603	16891	6201:5	千钧一发
10973001	1097	3001	1601	21420	1603	21420	6304:1	千钧一发
10973002	1097	3002	1601	22568	1603	22568	6304:1	千钧一发
10973003	1097	3003	1601	23744	1603	23744	6307:2	千钧一发
10973004	1097	3004	1601	24948	1603	24948	6304:2	千钧一发
10973005	1097	3005	1601	26180	1603	26180	6309:3	千钧一发
10973006	1097	3006	1601	27447	1603	27447	6303:3	千钧一发
10973007	1097	3007	1601	28745	1603	28745	6301:4	千钧一发
10973008	1097	3008	1601	30072	1603	30072	6304:4	千钧一发
10973009	1097	3009	1601	31426	1603	31426	6302:5	千钧一发
10973010	1097	3010	1601	32805	1603	32805	6307:5	千钧一发
10974001	1097	4001	1601	34223	1603	34223	6309:1	千钧一发
10974002	1097	4002	1601	35672	1603	35672	6303:1	千钧一发
10974003	1097	4003	1601	37145	1603	37145	6301:2	千钧一发
10974004	1097	4004	1601	38647	1603	38647	6307:2	千钧一发
10974005	1097	4005	1601	40180	1603	40180	6302:3	千钧一发
10974006	1097	4006	1601	41748	1603	41748	6305:3	千钧一发
10974007	1097	4007	1601	43344	1603	43344	6305:4	千钧一发
10974008	1097	4008	1601	44968	1603	44968	6309:4	千钧一发
10974009	1097	4009	1601	46620	1603	46620	6304:5	千钧一发
10974010	1097	4010	1601	48300	1603	48300	6309:5	千钧一发
10975001	1097	5001	1601	50015	1603	50015	6304:1	千钧一发
10975002	1097	5002	1601	51761	1603	51761	6303:1	千钧一发
10975003	1097	5003	1601	53525	1603	53525	6306:2	千钧一发
10975004	1097	5004	1601	55335	1603	55335	6303:2	千钧一发
10975005	1097	5005	1601	57165	1603	57165	6304:3	千钧一发
10975006	1097	5006	1601	59031	1603	59031	6303:3	千钧一发
10975007	1097	5007	1601	60917	1603	60917	6301:4	千钧一发
10975008	1097	5008	1601	62842	1603	62842	6308:4	千钧一发
10975009	1097	5009	1601	64799	1603	64799	6301:5	千钧一发
10975010	1097	5010	1601	66780	1603	66780	6307:5	千钧一发
10981001	1098	1001	1601	146	1602	128	6103:1	牛仔和外星人
10981002	1098	1002	1601	457	1602	430	6102:1	牛仔和外星人
10981003	1098	1003	1601	759	1602	732	6101:2	牛仔和外星人
10981004	1098	1004	1601	1144	1602	1107	6104:2	牛仔和外星人
10981005	1098	1005	1601	1601	1602	1574	6102:3	牛仔和外星人
10981006	1098	1006	1601	2142	1602	2105	6108:3	牛仔和外星人
10981007	1098	1007	1601	2755	1602	2727	6105:4	牛仔和外星人
10981008	1098	1008	1601	3451	1602	3414	6103:4	牛仔和外星人
10981009	1098	1009	1601	4229	1602	4183	6103:5	牛仔和外星人
10981010	1098	1010	1601	5080	1602	5025	6102:5	牛仔和外星人
10982001	1098	2001	1601	7533	1602	7469	6201:1	牛仔和外星人
10982002	1098	2002	1601	8796	1602	8723	6209:1	牛仔和外星人
10982003	1098	2003	1601	10151	1602	10078	6209:2	牛仔和外星人
10982004	1098	2004	1601	11616	1602	11533	6209:2	牛仔和外星人
10982005	1098	2005	1601	12376	1602	12293	6201:3	牛仔和外星人
10982006	1098	2006	1601	13163	1602	13080	6209:3	牛仔和外星人
10982007	1098	2007	1601	13977	1602	13895	6201:4	牛仔和外星人
10982008	1098	2008	1601	14820	1602	14728	6202:4	牛仔和外星人
10982009	1098	2009	1601	15680	1602	15589	6202:5	牛仔和外星人
10982010	1098	2010	1601	16568	1602	16476	6201:5	牛仔和外星人
10983001	1098	3001	1601	21008	1602	20898	6303:1	牛仔和外星人
10983002	1098	3002	1601	22134	1602	22015	6304:1	牛仔和外星人
10983003	1098	3003	1601	23287	1602	23168	6306:2	牛仔和外星人
10983004	1098	3004	1601	24468	1602	24349	6303:2	牛仔和外星人
10983005	1098	3005	1601	25676	1602	25557	6308:3	牛仔和外星人
10983006	1098	3006	1601	26921	1602	26793	6308:3	牛仔和外星人
10983007	1098	3007	1601	28193	1602	28056	6302:4	牛仔和外星人
10983008	1098	3008	1601	29493	1602	29356	6306:4	牛仔和外星人
10983009	1098	3009	1601	30821	1602	30683	6303:5	牛仔和外星人
10983010	1098	3010	1601	32175	1602	32038	6309:5	牛仔和外星人
10984001	1098	4001	1601	33567	1602	33420	6309:1	牛仔和外星人
10984002	1098	4002	1601	34986	1602	34839	6303:1	牛仔和外星人
10984003	1098	4003	1601	36432	1602	36276	6307:2	牛仔和外星人
10984004	1098	4004	1601	37906	1602	37750	6305:2	牛仔和外星人
10984005	1098	4005	1601	39407	1602	39251	6303:3	牛仔和外星人
10984006	1098	4006	1601	40945	1602	40780	6303:3	牛仔和外星人
10984007	1098	4007	1601	42510	1602	42345	6305:4	牛仔和外星人
10984008	1098	4008	1601	44103	1602	43938	6307:4	牛仔和外星人
10984009	1098	4009	1601	45723	1602	45549	6308:5	牛仔和外星人
10984010	1098	4010	1601	47371	1602	47206	6303:5	牛仔和外星人
10985001	1098	5001	1601	49055	1602	48881	6303:1	牛仔和外星人
10985002	1098	5002	1601	50767	1602	50584	6302:1	牛仔和外星人
10985003	1098	5003	1601	52497	1602	52323	6302:2	牛仔和外星人
10985004	1098	5004	1601	54273	1602	54090	6307:2	牛仔和外星人
10985005	1098	5005	1601	56067	1602	55884	6305:3	牛仔和外星人
10985006	1098	5006	1601	57898	1602	57705	6309:3	牛仔和外星人
10985007	1098	5007	1601	59747	1602	59564	6306:4	牛仔和外星人
10985008	1098	5008	1601	61632	1602	61440	6302:4	牛仔和外星人
10985009	1098	5009	1601	63555	1602	63353	6304:5	牛仔和外星人
10985010	1098	5010	1601	65495	1602	65294	6307:5	牛仔和外星人
10991001	1099	1001	1601	135	1602	133	6104:1	头号玩家
10991002	1099	1002	1601	436	1602	433	6108:1	头号玩家
10991003	1099	1003	1601	718	1602	743	6101:2	头号玩家
10991004	1099	1004	1601	1080	1602	1121	6108:2	头号玩家
10991005	1099	1005	1601	1511	1602	1587	6109:3	头号玩家
10991006	1099	1006	1601	2020	1602	2132	6109:3	头号玩家
10991007	1099	1007	1601	2603	1602	2754	6106:4	头号玩家
10991008	1099	1008	1601	3259	1602	3453	6107:4	头号玩家
10991009	1099	1009	1601	3995	1602	4220	6108:5	头号玩家
10991010	1099	1010	1601	4799	1602	5075	6104:5	头号玩家
10992001	1099	2001	1601	7114	1602	7551	6201:1	头号玩家
10992002	1099	2002	1601	8309	1602	8817	6208:1	头号玩家
10992003	1099	2003	1601	9587	1602	10194	6206:2	头号玩家
10992004	1099	2004	1601	10969	1602	11661	6201:2	头号玩家
10992005	1099	2005	1601	11693	1602	12427	6202:3	头号玩家
10992006	1099	2006	1601	12434	1602	13226	6204:3	头号玩家
10992007	1099	2007	1601	13204	1602	14048	6203:4	头号玩家
10992008	1099	2008	1601	13997	1602	14892	6206:4	头号玩家
10992009	1099	2009	1601	14806	1602	15759	6202:5	头号玩家
10992010	1099	2010	1601	15649	1602	16658	6201:5	头号玩家
10993001	1099	3001	1601	19843	1602	21123	6306:1	头号玩家
10993002	1099	3002	1601	20907	1602	22255	6306:1	头号玩家
10993003	1099	3003	1601	21994	1602	23422	6306:2	头号玩家
10993004	1099	3004	1601	23109	1602	24610	6305:2	头号玩家
10993005	1099	3005	1601	24258	1602	25832	6307:3	头号玩家
10993006	1099	3006	1601	25430	1602	27086	6308:3	头号玩家
10993007	1099	3007	1601	26630	1602	28364	6307:4	头号玩家
10993008	1099	3008	1601	27858	1602	29674	6304:4	头号玩家
10993009	1099	3009	1601	29114	1602	31018	6302:5	头号玩家
10993010	1099	3010	1601	30394	1602	32394	6306:5	头号玩家
10994001	1099	4001	1601	31707	1602	33793	6307:1	头号玩家
10994002	1099	4002	1601	33048	1602	35217	6306:1	头号玩家
10994003	1099	4003	1601	34407	1602	36682	6303:2	头号玩家
10994004	1099	4004	1601	35805	1602	38170	6309:2	头号玩家
10994005	1099	4005	1601	37231	1602	39680	6303:3	头号玩家
10994006	1099	4006	1601	38675	1602	41235	6307:3	头号玩家
10994007	1099	4007	1601	40157	1602	42812	6309:4	头号玩家
10994008	1099	4008	1601	41657	1602	44422	6305:4	头号玩家
10994009	1099	4009	1601	43185	1602	46055	6301:5	头号玩家
10994010	1099	4010	1601	44753	1602	47721	6309:5	头号玩家
10995001	1099	5001	1601	46338	1602	49420	6303:1	头号玩家
10995002	1099	5002	1601	47951	1602	51142	6309:1	头号玩家
10995003	1099	5003	1601	49592	1602	52896	6306:2	头号玩家
10995004	1099	5004	1601	51261	1602	54684	6304:2	头号玩家
10995005	1099	5005	1601	52960	1602	56494	6309:3	头号玩家
10995006	1099	5006	1601	54686	1602	58338	6305:3	头号玩家
10995007	1099	5007	1601	56441	1602	60215	6308:4	头号玩家
10995008	1099	5008	1601	58223	1602	62125	6309:4	头号玩家
10995009	1099	5009	1601	60029	1602	64057	6308:5	头号玩家
10995010	1099	5010	1601	61868	1602	66012	6306:5	头号玩家
11001001	1100	1001	1602	157	1603	151	6105:1	源代码
11001002	1100	1002	1602	528	1603	483	6105:1	源代码
11001003	1100	1003	1602	899	1603	802	6103:2	源代码
11001004	1100	1004	1602	1361	1603	1209	6106:2	源代码
11001005	1100	1005	1602	1934	1603	1698	6102:3	源代码
11001006	1100	1006	1602	2586	1603	2268	6102:3	源代码
11001007	1100	1007	1602	3351	1603	2919	6109:4	源代码
11001008	1100	1008	1602	4195	1603	3651	6107:4	源代码
11001009	1100	1009	1602	5140	1603	4477	6108:5	源代码
11001010	1100	1010	1602	6175	1603	5379	6103:5	源代码
11002001	1100	2001	1602	9178	1603	7978	6203:1	源代码
11002002	1100	2002	1602	10719	1603	9310	6202:1	源代码
11002003	1100	2003	1602	12383	1603	10747	6208:2	源代码
11002004	1100	2004	1602	14172	1603	12299	6204:2	源代码
11002005	1100	2005	1602	15105	1603	13101	6202:3	源代码
11002006	1100	2006	1602	16073	1603	13939	6202:3	源代码
11002007	1100	2007	1602	17074	1603	14800	6202:4	源代码
11002008	1100	2008	1602	18097	1603	15689	6204:4	源代码
11002009	1100	2009	1602	19154	1603	16602	6207:5	源代码
11002010	1100	2010	1602	20246	1603	17539	6209:5	源代码
11003001	1100	3001	1602	25678	1603	22243	6302:1	源代码
11003002	1100	3002	1602	27050	1603	23436	6301:1	源代码
11003003	1100	3003	1602	28468	1603	24657	6309:2	源代码
11003004	1100	3004	1602	29919	1603	25907	6306:2	源代码
11003005	1100	3005	1602	31404	1603	27186	6307:3	源代码
11003006	1100	3006	1602	32922	1603	28501	6301:3	源代码
11003007	1100	3007	1602	34474	1603	29850	6306:4	源代码
11003008	1100	3008	1602	36071	1603	31228	6304:4	源代码
11003009	1100	3009	1602	37702	1603	32636	6309:5	源代码
11003010	1100	3010	1602	39367	1603	34066	6304:5	源代码
11004001	1100	4001	1602	41066	1603	35538	6309:1	源代码
11004002	1100	4002	1602	42809	1603	37044	6302:1	源代码
11004003	1100	4003	1602	44575	1603	38573	6308:2	源代码
11004004	1100	4004	1602	46386	1603	40132	6305:2	源代码
11004005	1100	4005	1602	48231	1603	41725	6301:3	源代码
11004006	1100	4006	1602	50109	1603	43353	6302:3	源代码
11004007	1100	4007	1602	52032	1603	45011	6308:4	源代码
11004008	1100	4008	1602	53989	1603	46697	6309:4	源代码
11004009	1100	4009	1602	55969	1603	48413	6301:5	源代码
11004010	1100	4010	1602	58005	1603	50157	6302:5	源代码
11005001	1100	5001	1602	60063	1603	51937	6306:1	源代码
11005002	1100	5002	1602	62155	1603	53751	6309:1	源代码
11005003	1100	5003	1602	64292	1603	55583	6309:2	源代码
11005004	1100	5004	1602	66463	1603	57462	6304:2	源代码
11005005	1100	5005	1602	68667	1603	59363	6308:3	源代码
11005006	1100	5006	1602	70906	1603	61300	6307:3	源代码
11005007	1100	5007	1602	73189	1603	63259	6309:4	源代码
11005008	1100	5008	1602	75495	1603	65260	6308:4	源代码
11005009	1100	5009	1602	77846	1603	67290	6301:5	源代码
11005010	1100	5010	1602	80230	1603	69348	6301:5	源代码
11011001	1101	1001	1601	156	1602	119	6101:1	黑客帝国
11011002	1101	1002	1601	501	1602	392	6107:1	黑客帝国
11011003	1101	1003	1601	829	1602	666	6103:2	黑客帝国
11011004	1101	1004	1601	1244	1602	1012	6109:2	黑客帝国
11011005	1101	1005	1601	1745	1602	1432	6108:3	黑客帝国
11011006	1101	1006	1601	2331	1602	1919	6106:3	黑客帝国
11011007	1101	1007	1601	3005	1602	2478	6102:4	黑客帝国
11011008	1101	1008	1601	3761	1602	3105	6108:4	黑客帝国
11011009	1101	1009	1601	4607	1602	3804	6105:5	黑客帝国
11011010	1101	1010	1601	5535	1602	4571	6103:5	黑客帝国
11012001	1101	2001	1601	8205	1602	6797	6203:1	黑客帝国
11012002	1101	2002	1601	9580	1602	7942	6204:1	黑客帝国
11012003	1101	2003	1601	11061	1602	9175	6203:2	黑客帝国
11012004	1101	2004	1601	12646	1602	10494	6204:2	黑客帝国
11012005	1101	2005	1601	13479	1602	11187	6208:3	黑客帝国
11012006	1101	2006	1601	14337	1602	11907	6201:3	黑客帝国
11012007	1101	2007	1601	15227	1602	12640	6206:4	黑客帝国
11012008	1101	2008	1601	16140	1602	13406	6208:4	黑客帝国
11012009	1101	2009	1601	17075	1602	14186	6203:5	黑客帝国
11012010	1101	2010	1601	18045	1602	14992	6204:5	黑客帝国
11013001	1101	3001	1601	22881	1602	19016	6301:1	黑客帝国
11013002	1101	3002	1601	24106	1602	20030	6301:1	黑客帝国
11013003	1101	3003	1601	25363	1602	21077	6303:2	黑客帝国
11013004	1101	3004	1601	26646	1602	22155	6304:2	黑客帝国
11013005	1101	3005	1601	27969	1602	23255	6303:3	黑客帝国
11013006	1101	3006	1601	29319	1602	24381	6304:3	黑客帝国
11013007	1101	3007	1601	30704	1602	25533	6307:4	黑客帝国
11013008	1101	3008	1601	32120	1602	26713	6308:4	黑客帝国
11013009	1101	3009	1601	33569	1602	27920	6307:5	黑客帝国
11013010	1101	3010	1601	35046	1602	29152	6307:5	黑客帝国
11014001	1101	4001	1601	36561	1602	30412	6306:1	黑客帝国
11014002	1101	4002	1601	38102	1602	31698	6304:1	黑客帝国
11014003	1101	4003	1601	39676	1602	33011	6301:2	黑客帝国
11014004	1101	4004	1601	41283	1602	34350	6304:2	黑客帝国
11014005	1101	4005	1601	42926	1602	35716	6303:3	黑客帝国
11014006	1101	4006	1601	44592	1602	37109	6309:3	黑客帝国
11014007	1101	4007	1601	46298	1602	38534	6302:4	黑客帝国
11014008	1101	4008	1601	48031	1602	39980	6303:4	黑客帝国
11014009	1101	4009	1601	49798	1602	41453	6308:5	黑客帝国
11014010	1101	4010	1601	51597	1602	42952	6305:5	黑客帝国
11015001	1101	5001	1601	53429	1602	44478	6309:1	黑客帝国
11015002	1101	5002	1601	55289	1602	46031	6304:1	黑客帝国
11015003	1101	5003	1601	57178	1602	47610	6307:2	黑客帝国
11015004	1101	5004	1601	59108	1602	49216	6301:2	黑客帝国
11015005	1101	5005	1601	61063	1602	50848	6306:3	黑客帝国
11015006	1101	5006	1601	63054	1602	52508	6306:3	黑客帝国
11015007	1101	5007	1601	65074	1602	54194	6303:4	黑客帝国
11015008	1101	5008	1601	67132	1602	55913	6306:4	黑客帝国
11015009	1101	5009	1601	69215	1602	57652	6308:5	黑客帝国
11015010	1101	5010	1601	71334	1602	59417	6303:5	黑客帝国
11031001	1103	1001	1601	195	1602	135	6102:1	变形金刚
11031002	1103	1002	1601	629	1602	442	6109:1	变形金刚
11031003	1103	1003	1601	1036	1602	758	6105:2	变形金刚
11031004	1103	1004	1601	1558	1602	1144	6101:2	变形金刚
11031005	1103	1005	1601	2183	1602	1619	6102:3	变形金刚
11031006	1103	1006	1601	2917	1602	2175	6102:3	变形金刚
11031007	1103	1007	1601	3758	1602	2809	6104:4	变形金刚
11031008	1103	1008	1601	4704	1602	3523	6106:4	变形金刚
11031009	1103	1009	1601	5766	1602	4305	6101:5	变形金刚
11031010	1103	1010	1601	6930	1602	5177	6107:5	变形金刚
11032001	1103	2001	1601	10270	1602	7704	6206:1	变形金刚
11032002	1103	2002	1601	11993	1602	8996	6205:1	变形金刚
11032003	1103	2003	1601	13837	1602	10401	6205:2	变形金刚
11032004	1103	2004	1601	15830	1602	11896	6208:2	变形金刚
11032005	1103	2005	1601	16877	1602	12678	6206:3	变形金刚
11032006	1103	2006	1601	17944	1602	13493	6208:3	变形金刚
11032007	1103	2007	1601	19060	1602	14332	6208:4	变形金刚
11032008	1103	2008	1601	20202	1602	15193	6207:4	变形金刚
11032009	1103	2009	1601	21369	1602	16077	6203:5	变形金刚
11032010	1103	2010	1601	22585	1602	16995	6208:5	变形金刚
11033001	1103	3001	1601	28637	1602	21550	6301:1	变形金刚
11033002	1103	3002	1601	30175	1602	22705	6304:1	变形金刚
11033003	1103	3003	1601	31745	1602	23895	6301:2	变形金刚
11033004	1103	3004	1601	33352	1602	25107	6309:2	变形金刚
11033005	1103	3005	1601	35011	1602	26353	6302:3	变形金刚
11033006	1103	3006	1601	36703	1602	27633	6306:3	变形金刚
11033007	1103	3007	1601	38431	1602	28937	6302:4	变形金刚
11033008	1103	3008	1601	40208	1602	30274	6302:4	变形金刚
11033009	1103	3009	1601	42021	1602	31645	6309:5	变形金刚
11033010	1103	3010	1601	43865	1602	33049	6301:5	变形金刚
11034001	1103	4001	1601	45763	1602	34477	6306:1	变形金刚
11034002	1103	4002	1601	47697	1602	35928	6306:1	变形金刚
11034003	1103	4003	1601	49658	1602	37423	6305:2	变形金刚
11034004	1103	4004	1601	51677	1602	38941	6307:2	变形金刚
11034005	1103	4005	1601	53734	1602	40483	6306:3	变形金刚
11034006	1103	4006	1601	55815	1602	42068	6305:3	变形金刚
11034007	1103	4007	1601	57957	1602	43677	6308:4	变形金刚
11034008	1103	4008	1601	60124	1602	45320	6309:4	变形金刚
11034009	1103	4009	1601	62328	1602	46986	6306:5	变形金刚
11034010	1103	4010	1601	64590	1602	48685	6303:5	变形金刚
11035001	1103	5001	1601	66879	1602	50418	6309:1	变形金刚
11035002	1103	5002	1601	69204	1602	52175	6304:1	变形金刚
11035003	1103	5003	1601	71572	1602	53965	6303:2	变形金刚
11035004	1103	5004	1601	73983	1602	55789	6306:2	变形金刚
11035005	1103	5005	1601	76435	1602	57635	6304:3	变形金刚
11035006	1103	5006	1601	78925	1602	59517	6304:3	变形金刚
11035007	1103	5007	1601	81456	1602	61432	6302:4	变形金刚
11035008	1103	5008	1601	84030	1602	63380	6305:4	变形金刚
11035009	1103	5009	1601	86636	1602	65352	6307:5	变形金刚
11035010	1103	5010	1601	89289	1602	67346	6309:5	变形金刚
11041001	1104	1001	1601	234	1603	143	6107:1	EVA
11041002	1104	1002	1601	739	1603	448	6103:1	EVA
11041003	1104	1003	1601	1227	1603	744	6102:2	EVA
11041004	1104	1004	1601	1849	1603	1121	6102:2	EVA
11041005	1104	1005	1601	2592	1603	1570	6103:3	EVA
11041006	1104	1006	1601	3465	1603	2100	6103:3	EVA
11041007	1104	1007	1601	4458	1603	2701	6102:4	EVA
11041008	1104	1008	1601	5581	1603	3383	6105:4	EVA
11041009	1104	1009	1601	6841	1603	4146	6109:5	EVA
11041010	1104	1010	1601	8218	1603	4980	6103:5	EVA
11042001	1104	2001	1601	12188	1603	7386	6209:1	EVA
11042002	1104	2002	1601	14227	1603	8624	6206:1	EVA
11042003	1104	2003	1601	16420	1603	9952	6201:2	EVA
11042004	1104	2004	1601	18790	1603	11388	6204:2	EVA
11042005	1104	2005	1601	20018	1603	12133	6209:3	EVA
11042006	1104	2006	1601	21294	1603	12905	6206:3	EVA
11042007	1104	2007	1601	22611	1603	13703	6205:4	EVA
11042008	1104	2008	1601	23972	1603	14529	6209:4	EVA
11042009	1104	2009	1601	25365	1603	15373	6205:5	EVA
11042010	1104	2010	1601	26799	1603	16243	6208:5	EVA
11043001	1104	3001	1601	33983	1603	20596	6307:1	EVA
11043002	1104	3002	1601	35805	1603	21700	6305:1	EVA
11043003	1104	3003	1601	37670	1603	22830	6308:2	EVA
11043004	1104	3004	1601	39580	1603	23988	6301:2	EVA
11043005	1104	3005	1601	41535	1603	25173	6309:3	EVA
11043006	1104	3006	1601	43547	1603	26393	6302:3	EVA
11043007	1104	3007	1601	45606	1603	27640	6303:4	EVA
11043008	1104	3008	1601	47710	1603	28915	6306:4	EVA
11043009	1104	3009	1601	49858	1603	30216	6308:5	EVA
11043010	1104	3010	1601	52047	1603	31544	6301:5	EVA
11044001	1104	4001	1601	54296	1603	32908	6305:1	EVA
11044002	1104	4002	1601	56595	1603	34300	6308:1	EVA
11044003	1104	4003	1601	58933	1603	35717	6304:2	EVA
11044004	1104	4004	1601	61315	1603	37162	6301:2	EVA
11044005	1104	4005	1601	63746	1603	38634	6305:3	EVA
11044006	1104	4006	1601	66234	1603	40142	6305:3	EVA
11044007	1104	4007	1601	68766	1603	41676	6309:4	EVA
11044008	1104	4008	1601	71343	1603	43238	6308:4	EVA
11044009	1104	4009	1601	73964	1603	44826	6309:5	EVA
11044010	1104	4010	1601	76629	1603	46442	6305:5	EVA
11045001	1104	5001	1601	79352	1603	48093	6304:1	EVA
11045002	1104	5002	1601	82121	1603	49771	6308:1	EVA
11045003	1104	5003	1601	84920	1603	51467	6305:2	EVA
11045004	1104	5004	1601	87791	1603	53208	6303:2	EVA
11045005	1104	5005	1601	90695	1603	54967	6305:3	EVA
11045006	1104	5006	1601	93655	1603	56762	6306:3	EVA
11045007	1104	5007	1601	96648	1603	58575	6301:4	EVA
11045008	1104	5008	1601	99701	1603	60424	6303:4	EVA
11045009	1104	5009	1601	102806	1603	62308	6307:5	EVA
11045010	1104	5010	1601	105949	1603	64211	6304:5	EVA
11051001	1105	1001	1602	155	1603	172	6108:1	回到未来
11051002	1105	1002	1602	508	1603	542	6108:1	回到未来
11051003	1105	1003	1602	861	1603	896	6103:2	回到未来
11051004	1105	1004	1602	1309	1603	1344	6104:2	回到未来
11051005	1105	1005	1602	1852	1603	1886	6102:3	回到未来
11051006	1105	1006	1602	2481	1603	2515	6109:3	回到未来
11051007	1105	1007	1602	3204	1603	3248	6104:4	回到未来
11051008	1105	1008	1602	4014	1603	4066	6101:4	回到未来
11051009	1105	1009	1602	4919	1603	4979	6107:5	回到未来
11051010	1105	1010	1602	5910	1603	5979	6101:5	回到未来
11052001	1105	2001	1602	8787	1603	8865	6205:1	回到未来
11052002	1105	2002	1602	10269	1603	10347	6201:1	回到未来
11052003	1105	2003	1602	11863	1603	11949	6206:2	回到未来
11052004	1105	2004	1602	13569	1603	13664	6204:2	回到未来
11052005	1105	2005	1602	14465	1603	14560	6207:3	回到未来
11052006	1105	2006	1602	15395	1603	15490	6209:3	回到未来
11052007	1105	2007	1602	16343	1603	16446	6201:4	回到未来
11052008	1105	2008	1602	17334	1603	17437	6206:4	回到未来
11052009	1105	2009	1602	18342	1603	18445	6203:5	回到未来
11052010	1105	2010	1602	19384	1603	19496	6205:5	回到未来
11053001	1105	3001	1602	24588	1603	24717	6307:1	回到未来
11053002	1105	3002	1602	25897	1603	26035	6309:1	回到未来
11053003	1105	3003	1602	27250	1603	27396	6301:2	回到未来
11053004	1105	3004	1602	28646	1603	28784	6306:2	回到未来
11053005	1105	3005	1602	30067	1603	30214	6302:3	回到未来
11053006	1105	3006	1602	31523	1603	31670	6304:3	回到未来
11053007	1105	3007	1602	33014	1603	33169	6306:4	回到未来
11053008	1105	3008	1602	34539	1603	34694	6303:4	回到未来
11053009	1105	3009	1602	36098	1603	36262	6309:5	回到未来
