int	int	string	int	string	int	int[]	int	DTItemNum[]	int	int[]	int[]	int
50054	4	超级大卖	6026	世界5档	10	100;50;25;12	50	7:24;8001:5;9003:12	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	315;322	7560000
50055	5	传奇	6027	世界5档	12	100;50;25;12	80	7:30;8001:8;9003:14	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	360;368	8064000
50056	6	神话	6028	世界5档	14	100;50;25;12	100	7:36;8001:10;9003:16	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	405;414	8736000
50061	1	一般	6023	世界6档	4	100;50;25;12	12	7:6;9003:6	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	92;94	172000
50062	2	良好	6024	世界6档	6	100;50;25;12	15	7:12;9003:8	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	138;141	1032000
50063	3	大卖	6025	世界6档	8	100;50;25;12	30	7:18;8001:3;9003:10	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	276;282	7224000
50064	4	超级大卖	6026	世界6档	10	100;50;25;12	50	7:24;8001:5;9003:12	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	322;329	7740000
50065	5	传奇	6027	世界6档	12	100;50;25;12	80	7:30;8001:8;9003:14	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	368;376	8256000
50066	6	神话	6028	世界6档	14	100;50;25;12	100	7:36;8001:10;9003:16	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	414;423	8944000
50071	1	一般	6023	世界7档	4	100;50;25;12	12	7:6;9003:6	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	94;96	176000
50072	2	良好	6024	世界7档	6	100;50;25;12	15	7:12;9003:8	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	141;144	1056000
50073	3	大卖	6025	世界7档	8	100;50;25;12	30	7:18;8001:3;9003:10	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	282;288	7392000
50074	4	超级大卖	6026	世界7档	10	100;50;25;12	50	7:24;8001:5;9003:12	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	329;336	7920000
50075	5	传奇	6027	世界7档	12	100;50;25;12	80	7:30;8001:8;9003:14	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	376;384	8448000
50076	6	神话	6028	世界7档	14	100;50;25;12	100	7:36;8001:10;9003:16	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	423;432	9152000
50081	1	一般	6023	世界8档	4	100;50;25;12	12	7:6;9003:6	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	96;98	180000
50082	2	良好	6024	世界8档	6	100;50;25;12	15	7:12;9003:8	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	144;147	1080000
50083	3	大卖	6025	世界8档	8	100;50;25;12	30	7:18;8001:3;9003:10	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	288;294	7560000
50084	4	超级大卖	6026	世界8档	10	100;50;25;12	50	7:24;8001:5;9003:12	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	336;343	8100000
50085	5	传奇	6027	世界8档	12	100;50;25;12	80	7:30;8001:8;9003:14	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	384;392	8640000
50086	6	神话	6028	世界8档	14	100;50;25;12	100	7:36;8001:10;9003:16	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	432;441	9360000
50091	1	一般	6023	世界9档	4	100;50;25;12	12	7:6;9003:6	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	98;100	184000
50092	2	良好	6024	世界9档	6	100;50;25;12	15	7:12;9003:8	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	147;150	1104000
50093	3	大卖	6025	世界9档	8	100;50;25;12	30	7:18;8001:3;9003:10	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	294;300	7728000
50094	4	超级大卖	6026	世界9档	10	100;50;25;12	50	7:24;8001:5;9003:12	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	343;350	8280000
50095	5	传奇	6027	世界9档	12	100;50;25;12	80	7:30;8001:8;9003:14	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	392;400	8832000
50096	6	神话	6028	世界9档	14	100;50;25;12	100	7:36;8001:10;9003:16	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	441;450	9568000
50101	1	一般	6023	世界10档	4	100;50;25;12	12	7:6;9003:6	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	100;102	188000
50102	2	良好	6024	世界10档	6	100;50;25;12	15	7:12;9003:8	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	150;153	1128000
50103	3	大卖	6025	世界10档	8	100;50;25;12	30	7:18;8001:3;9003:10	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	300;306	7896000
50104	4	超级大卖	6026	世界10档	10	100;50;25;12	50	7:24;8001:5;9003:12	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	350;357	8460000
50105	5	传奇	6027	世界10档	12	100;50;25;12	80	7:30;8001:8;9003:14	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	400;408	9024000
50106	6	神话	6028	世界10档	14	100;50;25;12	100	7:36;8001:10;9003:16	2	4001;4002;4003;4004;4005;4006;4007;4008;4009;4010;4011;4012;4013;4014;4015;4016;4017;4018	450;459	9776000
