int	int	int	int	string
402401	1	10	30	
402402	2	10	30	
402403	3	25	30	
402404	4	25	30	
402405	5	25	30	
402406	6	40	60	
402407	7	40	60	
402408	8	40	60	
402409	9	60	80	
402410	10	60	80	
402411	11	60	80	
402412	12	80	100	
402413	13	80	100	
402414	14	80	100	
402415	15	105	120	
402416	16	105	120	
402417	17	105	120	
402418	18	130	140	
402419	19	130	140	
402420	20	130	160	
402421	21	160	160	
402422	22	160	180	
402423	23	160	180	
402424	24	195	200	
402425	25	195	200	
402426	26	195	220	
402427	27	235	220	
402428	28	235	240	
402429	29	235	240	
402430	30	280	260	
402431	31	280	260	
402432	32	280	280	
402433	33	310	280	
402434	34	310	300	
402435	35	345	300	
402436	36	345	320	
402437	37	385	320	
402438	38	385	340	
402439	39	430	340	
402440	40	430	360	
402441	41	480	360	
402442	42	480	380	
402443	43	535	380	
402444	44	535	400	
402500	0	10	30	
402501	1	10	30	
402502	2	10	30	
402503	3	25	30	
402504	4	25	30	
402505	5	25	30	
402506	6	40	60	
402507	7	40	60	
402508	8	40	60	
402509	9	60	80	
402510	10	60	80	
402511	11	60	80	
402512	12	80	100	
402513	13	80	100	
402514	14	80	100	
402515	15	105	120	
402516	16	105	120	
402517	17	105	120	
402518	18	130	140	
402519	19	130	140	
402520	20	130	160	
402521	21	160	160	
402522	22	160	180	
402523	23	160	180	
402524	24	195	200	
402525	25	195	200	
402526	26	195	220	
402527	27	235	220	
402528	28	235	240	
402529	29	235	240	
402530	30	280	260	
402531	31	280	260	
402532	32	280	280	
402533	33	310	280	
402534	34	310	300	
402535	35	345	300	
402536	36	345	320	
402537	37	385	320	
402538	38	385	340	
402539	39	430	340	
402540	40	430	360	
402541	41	480	360	
402542	42	480	380	
402543	43	535	380	
402544	44	535	400	
402600	0	10	30	
402601	1	10	30	
402602	2	10	30	
402603	3	25	30	
402604	4	25	30	
402605	5	25	30	
402606	6	40	60	
402607	7	40	60	
402608	8	40	60	
402609	9	60	80	
402610	10	60	80	
402611	11	60	80	
402612	12	80	100	
402613	13	80	100	
402614	14	80	100	
402615	15	105	120	
402616	16	105	120	
402617	17	105	120	
402618	18	130	140	
402619	19	130	140	
402620	20	130	160	
402621	21	160	160	
402622	22	160	180	
402623	23	160	180	
402624	24	195	200	
402625	25	195	200	
402626	26	195	220	
402627	27	235	220	
402628	28	235	240	
402629	29	235	240	
402630	30	280	260	
402631	31	280	260	
402632	32	280	280	
402633	33	310	280	
402634	34	310	300	
402635	35	345	300	
402636	36	345	320	
402637	37	385	320	
402638	38	385	340	
402639	39	430	340	
402640	40	430	360	
402641	41	480	360	
402642	42	480	380	
402643	43	535	380	
402644	44	535	400	
402700	0	10	30	
402701	1	10	30	
402702	2	10	30	
402703	3	25	30	
402704	4	25	30	
402705	5	25	30	
402706	6	40	60	
402707	7	40	60	
402708	8	40	60	
402709	9	60	80	
402710	10	60	80	
402711	11	60	80	
402712	12	80	100	
402713	13	80	100	
402714	14	80	100	
402715	15	105	120	
402716	16	105	120	
402717	17	105	120	
402718	18	130	140	
402719	19	130	140	
402720	20	130	160	
402721	21	160	160	
402722	22	160	180	
402723	23	160	180	
402724	24	195	200	
402725	25	195	200	
402726	26	195	220	
402727	27	235	220	
402728	28	235	240	
402729	29	235	240	
402730	30	280	260	
402731	31	280	260	
402732	32	280	280	
402733	33	310	280	
402734	34	310	300	
402735	35	345	300	
402736	36	345	320	
402737	37	385	320	
402738	38	385	340	
402739	39	430	340	
402740	40	430	360	
402741	41	480	360	
402742	42	480	380	
402743	43	535	380	
402744	44	535	400	
402800	0	10	30	
402801	1	10	30	
402802	2	10	30	
402803	3	25	30	
402804	4	25	30	
402805	5	25	30	
402806	6	40	60	
402807	7	40	60	
402808	8	40	60	
402809	9	60	80	
402810	10	60	80	
402811	11	60	80	
402812	12	80	100	
402813	13	80	100	
402814	14	80	100	
402815	15	105	120	
402816	16	105	120	
402817	17	105	120	
402818	18	130	140	
402819	19	130	140	
402820	20	130	160	
402821	21	160	160	
402822	22	160	180	
402823	23	160	180	
402824	24	195	200	
402825	25	195	200	
402826	26	195	220	
402827	27	235	220	
402828	28	235	240	
402829	29	235	240	
402830	30	280	260	
402831	31	280	260	
402832	32	280	280	
402833	33	310	280	
402834	34	310	300	
402835	35	345	300	
402836	36	345	320	
402837	37	385	320	
402838	38	385	340	
402839	39	430	340	
402840	40	430	360	
402841	41	480	360	
402842	42	480	380	
402843	43	535	380	
402844	44	535	400	
402900	0	10	30	
402901	1	10	30	
402902	2	10	30	
402903	3	25	30	
402904	4	25	30	
402905	5	25	30	
402906	6	40	60	
402907	7	40	60	
402908	8	40	60	
402909	9	60	80	
402910	10	60	80	
402911	11	60	80	
402912	12	80	100	
402913	13	80	100	
402914	14	80	100	
402915	15	105	120	
402916	16	105	120	
402917	17	105	120	
402918	18	130	140	
402919	19	130	140	
402920	20	130	160	
402921	21	160	160	
402922	22	160	180	
402923	23	160	180	
402924	24	195	200	
402925	25	195	200	
402926	26	195	220	
402927	27	235	220	
402928	28	235	240	
402929	29	235	240	
402930	30	280	260	
402931	31	280	260	
402932	32	280	280	
402933	33	310	280	
402934	34	310	300	
402935	35	345	300	
402936	36	345	320	
402937	37	385	320	
402938	38	385	340	
402939	39	430	340	
402940	40	430	360	
402941	41	480	360	
402942	42	480	380	
402943	43	535	380	
402944	44	535	400	
403000	0	10	30	
403001	1	10	30	
403002	2	10	30	
403003	3	25	30	
403004	4	25	30	
403005	5	25	30	
403006	6	40	60	
403007	7	40	60	
403008	8	40	60	
403009	9	60	80	
403010	10	60	80	
403011	11	60	80	
403012	12	80	100	
403013	13	80	100	
403014	14	80	100	
403015	15	105	120	
403016	16	105	120	
403017	17	105	120	
403018	18	130	140	
403019	19	130	140	
403020	20	130	160	
403021	21	160	160	
403022	22	160	180	
403023	23	160	180	
403024	24	195	200	
403025	25	195	200	
403026	26	195	220	
403027	27	235	220	
403028	28	235	240	
403029	29	235	240	
403030	30	280	260	
403031	31	280	260	
403032	32	280	280	
403033	33	310	280	
403034	34	310	300	
403035	35	345	300	
403036	36	345	320	
403037	37	385	320	
403038	38	385	340	
403039	39	430	340	
403040	40	430	360	
403041	41	480	360	
403042	42	480	380	
403043	43	535	380	
403044	44	535	400	
500100	0	10	30	
500101	1	10	30	
500102	2	10	30	
500103	3	30	30	
500104	4	30	30	
500105	5	30	30	
500106	6	50	60	
500107	7	50	60	
500108	8	50	60	
500109	9	75	80	
500110	10	75	80	
500111	11	75	80	
500112	12	100	100	
500113	13	100	100	
500114	14	100	100	
500115	15	130	120	
500116	16	130	120	
500117	17	130	120	
500118	18	160	140	
500119	19	160	140	
500120	20	160	160	
500121	21	195	160	
500122	22	195	180	
500123	23	195	180	
500124	24	230	200	
500125	25	230	200	
500126	26	230	220	
500127	27	270	220	
500128	28	270	240	
500129	29	270	240	
500130	30	310	260	
500131	31	310	260	
500132	32	330	280	
500133	33	375	280	
500134	34	375	300	
500135	35	420	300	
500136	36	420	320	
500137	37	470	320	
500138	38	470	340	
500139	39	520	340	
500140	40	520	360	
500141	41	575	360	
500142	42	575	380	
500143	43	635	380	
500144	44	635	400	
500200	0	10	30	
500201	1	10	30	
500202	2	10	30	
500203	3	30	30	
500204	4	30	30	
500205	5	30	30	
500206	6	50	60	
500207	7	50	60	
500208	8	50	60	
500209	9	75	80	
500210	10	75	80	
500211	11	75	80	
500212	12	100	100	
500213	13	100	100	
500214	14	100	100	
500215	15	130	120	
500216	16	130	120	
500217	17	130	120	
500218	18	160	140	
500219	19	160	140	
500220	20	160	160	
500221	21	195	160	
500222	22	195	180	
500223	23	195	180	
500224	24	230	200	
500225	25	230	200	
500226	26	230	220	
500227	27	270	220	
500228	28	270	240	
500229	29	270	240	
500230	30	310	260	
500231	31	310	260	
500232	32	330	280	
500233	33	375	280	
500234	34	375	300	
500235	35	420	300	
500236	36	420	320	
500237	37	470	320	
500238	38	470	340	
500239	39	520	340	
500240	40	520	360	
500241	41	575	360	
500242	42	575	380	
500243	43	635	380	
500244	44	635	400	
500300	0	10	30	
500301	1	10	30	
500302	2	10	30	
500303	3	30	30	
500304	4	30	30	
500305	5	30	30	
500306	6	50	60	
500307	7	50	60	
500308	8	50	60	
500309	9	75	80	
500310	10	75	80	
500311	11	75	80	
500312	12	100	100	
500313	13	100	100	
500314	14	100	100	
500315	15	130	120	
500316	16	130	120	
500317	17	130	120	
500318	18	160	140	
500319	19	160	140	
500320	20	160	160	
500321	21	195	160	
500322	22	195	180	
500323	23	195	180	
500324	24	230	200	
500325	25	230	200	
500326	26	230	220	
500327	27	270	220	
500328	28	270	240	
500329	29	270	240	
500330	30	310	260	
500331	31	310	260	
500332	32	330	280	
500333	33	375	280	
500334	34	375	300	
500335	35	420	300	
500336	36	420	320	
500337	37	470	320	
500338	38	470	340	
500339	39	520	340	
500340	40	520	360	
500341	41	575	360	
500342	42	575	380	
500343	43	635	380	
500344	44	635	400	
500400	0	10	30	
500401	1	10	30	
500402	2	10	30	
500403	3	30	30	
500404	4	30	30	
500405	5	30	30	
500406	6	50	60	
500407	7	50	60	
500408	8	50	60	
500409	9	75	80	
500410	10	75	80	
500411	11	75	80	
500412	12	100	100	
500413	13	100	100	
500414	14	100	100	
500415	15	130	120	
500416	16	130	120	
500417	17	130	120	
500418	18	160	140	
500419	19	160	140	
500420	20	160	160	
500421	21	195	160	
500422	22	195	180	
500423	23	195	180	
500424	24	230	200	
500425	25	230	200	
500426	26	230	220	
500427	27	270	220	
500428	28	270	240	
500429	29	270	240	
500430	30	310	260	
500431	31	310	260	
500432	32	330	280	
500433	33	375	280	
500434	34	375	300	
500435	35	420	300	
500436	36	420	320	
500437	37	470	320	
500438	38	470	340	
500439	39	520	340	
500440	40	520	360	
500441	41	575	360	
500442	42	575	380	
500443	43	635	380	
500444	44	635	400	
500500	0	10	30	
500501	1	10	30	
500502	2	10	30	
500503	3	30	30	
500504	4	30	30	
500505	5	30	30	
500506	6	50	60	
500507	7	50	60	
500508	8	50	60	
500509	9	75	80	
500510	10	75	80	
500511	11	75	80	
500512	12	100	100	
500513	13	100	100	
500514	14	100	100	
500515	15	130	120	
500516	16	130	120	
500517	17	130	120	
500518	18	160	140	
500519	19	160	140	
500520	20	160	160	
500521	21	195	160	
500522	22	195	180	
500523	23	195	180	
500524	24	230	200	
500525	25	230	200	
500526	26	230	220	
500527	27	270	220	
500528	28	270	240	
500529	29	270	240	
500530	30	310	260	
500531	31	310	260	
500532	32	330	280	
500533	33	375	280	
500534	34	375	300	
500535	35	420	300	
500536	36	420	320	
500537	37	470	320	
500538	38	470	340	
500539	39	520	340	
500540	40	520	360	
500541	41	575	360	
500542	42	575	380	
500543	43	635	380	
500544	44	635	400	
500600	0	10	30	
500601	1	10	30	
500602	2	10	30	
500603	3	30	30	
500604	4	30	30	
500605	5	30	30	
500606	6	50	60	
500607	7	50	60	
500608	8	50	60	
500609	9	75	80	
500610	10	75	80	
500611	11	75	80	
500612	12	100	100	
500613	13	100	100	
500614	14	100	100	
500615	15	130	120	
500616	16	130	120	
500617	17	130	120	
500618	18	160	140	
500619	19	160	140	
500620	20	160	160	
500621	21	195	160	
500622	22	195	180	
500623	23	195	180	
500624	24	230	200	
500625	25	230	200	
500626	26	230	220	
500627	27	270	220	
500628	28	270	240	
500629	29	270	240	
500630	30	310	260	
500631	31	310	260	
500632	32	330	280	
500633	33	375	280	
500634	34	375	300	
500635	35	420	300	
500636	36	420	320	
500637	37	470	320	
500638	38	470	340	
500639	39	520	340	
500640	40	520	360	
500641	41	575	360	
500642	42	575	380	
500643	43	635	380	
500644	44	635	400	
500700	0	10	30	
500701	1	10	30	
500702	2	10	30	
500703	3	30	30	
500704	4	30	30	
500705	5	30	30	
500706	6	50	60	
500707	7	50	60	
500708	8	50	60	
500709	9	75	80	
500710	10	75	80	
500711	11	75	80	
500712	12	100	100	
500713	13	100	100	
500714	14	100	100	
500715	15	130	120	
500716	16	130	120	
500717	17	130	120	
500718	18	160	140	
500719	19	160	140	
500720	20	160	160	
500721	21	195	160	
500722	22	195	180	
500723	23	195	180	
500724	24	230	200	
500725	25	230	200	
500726	26	230	220	
500727	27	270	220	
500728	28	270	240	
500729	29	270	240	
500730	30	310	260	
500731	31	310	260	
500732	32	330	280	
500733	33	375	280	
500734	34	375	300	
500735	35	420	300	
500736	36	420	320	
500737	37	470	320	
500738	38	470	340	
500739	39	520	340	
500740	40	520	360	
500741	41	575	360	
500742	42	575	380	
500743	43	635	380	
500744	44	635	400	
500800	0	10	30	
500801	1	10	30	
500802	2	10	30	
500803	3	30	30	
500804	4	30	30	
500805	5	30	30	
500806	6	50	60	
500807	7	50	60	
500808	8	50	60	
500809	9	75	80	
500810	10	75	80	
500811	11	75	80	
500812	12	100	100	
500813	13	100	100	
500814	14	100	100	
500815	15	130	120	
500816	16	130	120	
500817	17	130	120	
500818	18	160	140	
500819	19	160	140	
500820	20	160	160	
500821	21	195	160	
500822	22	195	180	
500823	23	195	180	
500824	24	230	200	
500825	25	230	200	
500826	26	230	220	
500827	27	270	220	
500828	28	270	240	
500829	29	270	240	
500830	30	310	260	
500831	31	310	260	
500832	32	330	280	
500833	33	375	280	
500834	34	375	300	
500835	35	420	300	
500836	36	420	320	
500837	37	470	320	
500838	38	470	340	
500839	39	520	340	
500840	40	520	360	
500841	41	575	360	
500842	42	575	380	
500843	43	635	380	
500844	44	635	400	
500900	0	10	30	
500901	1	10	30	
500902	2	10	30	
500903	3	30	30	
500904	4	30	30	
500905	5	30	30	
500906	6	50	60	
500907	7	50	60	
500908	8	50	60	
500909	9	75	80	
500910	10	75	80	
500911	11	75	80	
500912	12	100	100	
500913	13	100	100	
500914	14	100	100	
500915	15	130	120	
500916	16	130	120	
500917	17	130	120	
500918	18	160	140	
500919	19	160	140	
500920	20	160	160	
500921	21	195	160	
500922	22	195	180	
500923	23	195	180	
500924	24	230	200	
500925	25	230	200	
500926	26	230	220	
500927	27	270	220	
500928	28	270	240	
500929	29	270	240	
500930	30	310	260	
500931	31	310	260	
500932	32	330	280	
500933	33	375	280	
500934	34	375	300	
500935	35	420	300	
500936	36	420	320	
500937	37	470	320	
500938	38	470	340	
500939	39	520	340	
500940	40	520	360	
500941	41	575	360	
500942	42	575	380	
500943	43	635	380	
500944	44	635	400	
501000	0	10	30	
501001	1	10	30	
501002	2	10	30	
501003	3	30	30	
501004	4	30	30	
501005	5	30	30	
501006	6	50	60	
501007	7	50	60	
501008	8	50	60	
501009	9	75	80	
501010	10	75	80	
501011	11	75	80	
501012	12	100	100	
501013	13	100	100	
501014	14	100	100	
501015	15	130	120	
501016	16	130	120	
501017	17	130	120	
501018	18	160	140	
501019	19	160	140	
501020	20	160	160	
501021	21	195	160	
501022	22	195	180	
501023	23	195	180	
501024	24	230	200	
501025	25	230	200	
501026	26	230	220	
501027	27	270	220	
501028	28	270	240	
501029	29	270	240	
501030	30	310	260	
501031	31	310	260	
501032	32	330	280	
501033	33	375	280	
501034	34	375	300	
501035	35	420	300	
501036	36	420	320	
501037	37	470	320	
501038	38	470	340	
501039	39	520	340	
501040	40	520	360	
501041	41	575	360	
501042	42	575	380	
501043	43	635	380	
501044	44	635	400	
501100	0	10	30	
501101	1	10	30	
501102	2	10	30	
501103	3	30	30	
501104	4	30	30	
501105	5	30	30	
501106	6	50	60	
501107	7	50	60	
501108	8	50	60	
501109	9	75	80	
501110	10	75	80	
501111	11	75	80	
501112	12	100	100	
501113	13	100	100	
501114	14	100	100	
501115	15	130	120	
501116	16	130	120	
501117	17	130	120	
501118	18	160	140	
501119	19	160	140	
501120	20	160	160	
501121	21	195	160	
501122	22	195	180	
501123	23	195	180	
501124	24	230	200	
501125	25	230	200	
501126	26	230	220	
501127	27	270	220	
501128	28	270	240	
501129	29	270	240	
501130	30	310	260	
501131	31	310	260	
501132	32	330	280	
501133	33	375	280	
501134	34	375	300	
501135	35	420	300	
501136	36	420	320	
501137	37	470	320	
501138	38	470	340	
501139	39	520	340	
501140	40	520	360	
501141	41	575	360	
501142	42	575	380	
501143	43	635	380	
501144	44	635	400	
501200	0	10	30	
501201	1	10	30	
501202	2	10	30	
501203	3	30	30	
501204	4	30	30	
501205	5	30	30	
501206	6	50	60	
501207	7	50	60	
501208	8	50	60	
501209	9	75	80	
501210	10	75	80	
501211	11	75	80	
501212	12	100	100	
501213	13	100	100	
501214	14	100	100	
501215	15	130	120	
501216	16	130	120	
501217	17	130	120	
501218	18	160	140	
501219	19	160	140	
501220	20	160	160	
501221	21	195	160	
501222	22	195	180	
501223	23	195	180	
501224	24	230	200	
501225	25	230	200	
501226	26	230	220	
501227	27	270	220	
501228	28	270	240	
501229	29	270	240	
501230	30	310	260	
501231	31	310	260	
501232	32	330	280	
501233	33	375	280	
501234	34	375	300	
501235	35	420	300	
501236	36	420	320	
501237	37	470	320	
501238	38	470	340	
501239	39	520	340	
501240	40	520	360	
501241	41	575	360	
501242	42	575	380	
501243	43	635	380	
501244	44	635	400	
501300	0	10	30	
501301	1	10	30	
501302	2	10	30	
501303	3	30	30	
501304	4	30	30	
501305	5	30	30	
501306	6	50	60	
501307	7	50	60	
501308	8	50	60	
501309	9	75	80	
501310	10	75	80	
501311	11	75	80	
501312	12	100	100	
501313	13	100	100	
501314	14	100	100	
501315	15	130	120	
501316	16	130	120	
501317	17	130	120	
501318	18	160	140	
501319	19	160	140	
501320	20	160	160	
501321	21	195	160	
501322	22	195	180	
501323	23	195	180	
501324	24	230	200	
501325	25	230	200	
501326	26	230	220	
501327	27	270	220	
501328	28	270	240	
501329	29	270	240	
501330	30	310	260	
501331	31	310	260	
501332	32	330	280	
501333	33	375	280	
501334	34	375	300	
501335	35	420	300	
501336	36	420	320	
501337	37	470	320	
501338	38	470	340	
501339	39	520	340	
501340	40	520	360	
501341	41	575	360	
501342	42	575	380	
501343	43	635	380	
501344	44	635	400	
501400	0	10	30	
501401	1	10	30	
501402	2	10	30	
501403	3	30	30	
501404	4	30	30	
501405	5	30	30	
501406	6	50	60	
501407	7	50	60	
501408	8	50	60	
501409	9	75	80	
501410	10	75	80	
501411	11	75	80	
501412	12	100	100	
501413	13	100	100	
501414	14	100	100	
501415	15	130	120	
501416	16	130	120	
501417	17	130	120	
501418	18	160	140	
501419	19	160	140	
501420	20	160	160	
501421	21	195	160	
501422	22	195	180	
501423	23	195	180	
501424	24	230	200	
501425	25	230	200	
501426	26	230	220	
501427	27	270	220	
501428	28	270	240	
501429	29	270	240	
501430	30	310	260	
501431	31	310	260	
501432	32	330	280	
501433	33	375	280	
501434	34	375	300	
501435	35	420	300	
501436	36	420	320	
501437	37	470	320	
501438	38	470	340	
501439	39	520	340	
501440	40	520	360	
501441	41	575	360	
501442	42	575	380	
501443	43	635	380	
501444	44	635	400	
501500	0	10	30	
501501	1	10	30	
501502	2	10	30	
501503	3	30	30	
501504	4	30	30	
501505	5	30	30	
501506	6	50	60	
501507	7	50	60	
501508	8	50	60	
501509	9	75	80	
501510	10	75	80	
501511	11	75	80	
501512	12	100	100	
501513	13	100	100	
501514	14	100	100	
501515	15	130	120	
501516	16	130	120	
501517	17	130	120	
501518	18	160	140	
501519	19	160	140	
501520	20	160	160	
501521	21	195	160	
501522	22	195	180	
501523	23	195	180	
501524	24	230	200	
501525	25	230	200	
501526	26	230	220	
501527	27	270	220	
501528	28	270	240	
501529	29	270	240	
501530	30	310	260	
501531	31	310	260	
501532	32	330	280	
501533	33	375	280	
501534	34	375	300	
501535	35	420	300	
501536	36	420	320	
501537	37	470	320	
501538	38	470	340	
501539	39	520	340	
501540	40	520	360	
501541	41	575	360	
501542	42	575	380	
501543	43	635	380	
501544	44	635	400	
501600	0	10	30	
501601	1	10	30	
501602	2	10	30	
501603	3	30	30	
501604	4	30	30	
501605	5	30	30	
501606	6	50	60	
501607	7	50	60	
501608	8	50	60	
501609	9	75	80	
501610	10	75	80	
501611	11	75	80	
501612	12	100	100	
501613	13	100	100	
501614	14	100	100	
501615	15	130	120	
501616	16	130	120	
501617	17	130	120	
501618	18	160	140	
501619	19	160	140	
501620	20	160	160	
501621	21	195	160	
501622	22	195	180	
501623	23	195	180	
501624	24	230	200	
501625	25	230	200	
501626	26	230	220	
501627	27	270	220	
501628	28	270	240	
501629	29	270	240	
501630	30	310	260	
501631	31	310	260	
501632	32	330	280	
501633	33	375	280	
501634	34	375	300	
501635	35	420	300	
501636	36	420	320	
501637	37	470	320	
501638	38	470	340	
501639	39	520	340	
501640	40	520	360	
501641	41	575	360	
501642	42	575	380	
501643	43	635	380	
501644	44	635	400	
501700	0	10	30	
501701	1	10	30	
501702	2	10	30	
501703	3	30	30	
501704	4	30	30	
501705	5	30	30	
501706	6	50	60	
501707	7	50	60	
501708	8	50	60	
501709	9	75	80	
501710	10	75	80	
501711	11	75	80	
501712	12	100	100	
501713	13	100	100	
501714	14	100	100	
501715	15	130	120	
501716	16	130	120	
501717	17	130	120	
501718	18	160	140	
501719	19	160	140	
501720	20	160	160	
501721	21	195	160	
501722	22	195	180	
501723	23	195	180	
501724	24	230	200	
501725	25	230	200	
501726	26	230	220	
501727	27	270	220	
501728	28	270	240	
501729	29	270	240	
501730	30	310	260	
501731	31	310	260	
501732	32	330	280	
501733	33	375	280	
501734	34	375	300	
501735	35	420	300	
501736	36	420	320	
501737	37	470	320	
501738	38	470	340	
501739	39	520	340	
501740	40	520	360	
501741	41	575	360	
501742	42	575	380	
501743	43	635	380	
501744	44	635	400	
501800	0	10	30	
501801	1	10	30	
501802	2	10	30	
501803	3	30	30	
501804	4	30	30	
501805	5	30	30	
501806	6	50	60	
501807	7	50	60	
501808	8	50	60	
501809	9	75	80	
501810	10	75	80	
501811	11	75	80	
501812	12	100	100	
501813	13	100	100	
501814	14	100	100	
501815	15	130	120	
501816	16	130	120	
501817	17	130	120	
501818	18	160	140	
501819	19	160	140	
501820	20	160	160	
501821	21	195	160	
501822	22	195	180	
501823	23	195	180	
501824	24	230	200	
501825	25	230	200	
501826	26	230	220	
501827	27	270	220	
501828	28	270	240	
501829	29	270	240	
501830	30	310	260	
501831	31	310	260	
501832	32	330	280	
501833	33	375	280	
501834	34	375	300	
501835	35	420	300	
501836	36	420	320	
501837	37	470	320	
501838	38	470	340	
501839	39	520	340	
501840	40	520	360	
501841	41	575	360	
501842	42	575	380	
501843	43	635	380	
501844	44	635	400	
501900	0	10	30	
501901	1	10	30	
501902	2	10	30	
501903	3	30	30	
501904	4	30	30	
501905	5	30	30	
501906	6	50	60	
501907	7	50	60	
501908	8	50	60	
501909	9	75	80	
501910	10	75	80	
501911	11	75	80	
501912	12	100	100	
501913	13	100	100	
501914	14	100	100	
501915	15	130	120	
501916	16	130	120	
501917	17	130	120	
501918	18	160	140	
501919	19	160	140	
501920	20	160	160	
501921	21	195	160	
501922	22	195	180	
501923	23	195	180	
501924	24	230	200	
501925	25	230	200	
501926	26	230	220	
501927	27	270	220	
501928	28	270	240	
501929	29	270	240	
501930	30	310	260	
501931	31	310	260	
501932	32	330	280	
501933	33	375	280	
501934	34	375	300	
501935	35	420	300	
501936	36	420	320	
501937	37	470	320	
501938	38	470	340	
501939	39	520	340	
501940	40	520	360	
501941	41	575	360	
501942	42	575	380	
501943	43	635	380	
501944	44	635	400	
502000	0	10	30	
502001	1	10	30	
502002	2	10	30	
502003	3	30	30	
502004	4	30	30	
502005	5	30	30	
502006	6	50	60	
502007	7	50	60	
502008	8	50	60	
502009	9	75	80	
502010	10	75	80	
502011	11	75	80	
502012	12	100	100	
502013	13	100	100	
502014	14	100	100	
502015	15	130	120	
502016	16	130	120	
502017	17	130	120	
502018	18	160	140	
502019	19	160	140	
502020	20	160	160	
502021	21	195	160	
502022	22	195	180	
502023	23	195	180	
502024	24	230	200	
502025	25	230	200	
502026	26	230	220	
502027	27	270	220	
502028	28	270	240	
502029	29	270	240	
502030	30	310	260	
502031	31	310	260	
502032	32	330	280	
502033	33	375	280	
502034	34	375	300	
502035	35	420	300	
502036	36	420	320	
502037	37	470	320	
502038	38	470	340	
502039	39	520	340	
502040	40	520	360	
502041	41	575	360	
502042	42	575	380	
502043	43	635	380	
502044	44	635	400	
502100	0	10	30	
502101	1	10	30	
502102	2	10	30	
502103	3	30	30	
502104	4	30	30	
502105	5	30	30	
502106	6	50	60	
502107	7	50	60	
502108	8	50	60	
502109	9	75	80	
502110	10	75	80	
502111	11	75	80	
502112	12	100	100	
502113	13	100	100	
502114	14	100	100	
502115	15	130	120	
502116	16	130	120	
502117	17	130	120	
502118	18	160	140	
502119	19	160	140	
502120	20	160	160	
502121	21	195	160	
502122	22	195	180	
502123	23	195	180	
502124	24	230	200	
502125	25	230	200	
502126	26	230	220	
502127	27	270	220	
502128	28	270	240	
502129	29	270	240	
502130	30	310	260	
502131	31	310	260	
502132	32	330	280	
502133	33	375	280	
502134	34	375	300	
502135	35	420	300	
502136	36	420	320	
502137	37	470	320	
502138	38	470	340	
502139	39	520	340	
502140	40	520	360	
502141	41	575	360	
502142	42	575	380	
502143	43	635	380	
502144	44	635	400	
502200	0	10	30	
502201	1	10	30	
502202	2	10	30	
502203	3	30	30	
502204	4	30	30	
502205	5	30	30	
502206	6	50	60	
502207	7	50	60	
502208	8	50	60	
502209	9	75	80	
502210	10	75	80	
502211	11	75	80	
502212	12	100	100	
502213	13	100	100	
502214	14	100	100	
502215	15	130	120	
502216	16	130	120	
502217	17	130	120	
502218	18	160	140	
502219	19	160	140	
502220	20	160	160	
502221	21	195	160	
502222	22	195	180	
502223	23	195	180	
502224	24	230	200	
502225	25	230	200	
502226	26	230	220	
502227	27	270	220	
502228	28	270	240	
502229	29	270	240	
502230	30	310	260	
502231	31	310	260	
502232	32	330	280	
502233	33	375	280	
502234	34	375	300	
502235	35	420	300	
502236	36	420	320	
502237	37	470	320	
502238	38	470	340	
502239	39	520	340	
502240	40	520	360	
502241	41	575	360	
502242	42	575	380	
502243	43	635	380	
502244	44	635	400	
502300	0	10	30	
502301	1	10	30	
502302	2	10	30	
502303	3	30	30	
502304	4	30	30	
502305	5	30	30	
502306	6	50	60	
502307	7	50	60	
502308	8	50	60	
502309	9	75	80	
502310	10	75	80	
502311	11	75	80	
502312	12	100	100	
502313	13	100	100	
502314	14	100	100	
502315	15	130	120	
502316	16	130	120	
502317	17	130	120	
502318	18	160	140	
502319	19	160	140	
502320	20	160	160	
502321	21	195	160	
502322	22	195	180	
502323	23	195	180	
502324	24	230	200	
502325	25	230	200	
502326	26	230	220	
502327	27	270	220	
502328	28	270	240	
502329	29	270	240	
502330	30	310	260	
502331	31	310	260	
502332	32	330	280	
502333	33	375	280	
502334	34	375	300	
502335	35	420	300	
502336	36	420	320	
502337	37	470	320	
502338	38	470	340	
502339	39	520	340	
502340	40	520	360	
502341	41	575	360	
502342	42	575	380	
502343	43	635	380	
502344	44	635	400	
502400	0	10	30	
502401	1	10	30	
502402	2	10	30	
502403	3	30	30	
502404	4	30	30	
502405	5	30	30	
502406	6	50	60	
502407	7	50	60	
502408	8	50	60	
502409	9	75	80	
502410	10	75	80	
502411	11	75	80	
502412	12	100	100	
502413	13	100	100	
502414	14	100	100	
502415	15	130	120	
502416	16	130	120	
502417	17	130	120	
502418	18	160	140	
502419	19	160	140	
502420	20	160	160	
502421	21	195	160	
502422	22	195	180	
502423	23	195	180	
502424	24	230	200	
502425	25	230	200	
502426	26	230	220	
502427	27	270	220	
502428	28	270	240	
502429	29	270	240	
502430	30	310	260	
502431	31	310	260	
502432	32	330	280	
502433	33	375	280	
502434	34	375	300	
502435	35	420	300	
502436	36	420	320	
502437	37	470	320	
502438	38	470	340	
502439	39	520	340	
502440	40	520	360	
502441	41	575	360	
502442	42	575	380	
502443	43	635	380	
502444	44	635	400	
502500	0	10	30	
502501	1	10	30	
502502	2	10	30	
502503	3	30	30	
502504	4	30	30	
