int	int	string	string	int	int[]	int64	int	DTItemNum[]	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int	int[]	int[]	int[]	int	int	int	int	int	int	int	int
1234	134	纽卡斯尔	Newcastle	8	12064;12065;12066;12067;12068;12069;12070;12071	727880000	207240	2:152030000;5007:4	0	1201	0	0	0	0	1232	0	0	0	0	1402	0	0	1233	0	0	0	1102	0	0	0	0	1237	0	0	0	0	0	0	1502	0	0	1230	0	0	0	0	1401	0	0	1236	0	0	0	4800;45544	6103	100;50;25;12	4	100	1233	1235	0	0	104	1234
1235	135	贝尔法斯特	Belfast	8	12072;12073;12074;12075;12076;12077;12078;12079	743304000	211065	2:159860000;5007:4	0	1201	0	0	1249	0	0	0	0	1101	0	0	0	0	1245	0	0	0	0	0	0	1502	1244	0	0	0	0	0	1202	0	0	1243	0	0	0	0	0	0	0	1501	0	1247	0	0	0	4848;47822	6109;5005	100;50;25;12	4	100	1234	1236	0	0	104	1235
1236	136	加的夫	Cardiff	8	12080;12081;12082;12083;12084;12085;12086;12087	759055000	215115	2:159860000;5007:4	0	0	1402	0	0	0	1254	0	0	0	1201	0	0	0	1256	0	0	0	0	0	0	1501	1259	0	0	0	0	0	0	1402	0	0	1257	0	0	0	0	1202	0	0	0	0	1251	0	0	4848;47822	6109	100;50;25;12	4	100	1235	1237	0	0	104	1236
1237	137	温莎	Windsor	8	12088;12089;12090;12091;12092;12093;12094;12095	775139000	219165	2:159860000;5007:4	0	0	1401	0	0	0	1265	0	0	0	0	0	1501	0	0	1263	0	0	0	1201	0	0	1263	0	0	0	0	0	0	1401	0	0	1269	0	0	0	0	0	0	1502	1264	0	0	0	0	4897;50214	6102;5005	100;50;25;12	4	100	1236	1238	0	0	104	1237
1238	138	布莱顿	Brighton and Hove	8	12096;12097;12098;12099;12100;12101;12102;12103	791565000	223215	2:167820000;5007:4	1102	0	0	0	0	1270	0	0	0	0	0	0	1502	1274	0	0	0	0	0	0	1401	0	0	0	1273	0	0	0	1201	0	0	0	1277	0	0	0	0	1202	0	0	0	1271	0	0	0	4897;50214	6102	100;50;25;12	4	100	1237	1239	0	0	104	1238
1239	139	苏格兰高地	Highland	8	12104;12105;12106;12107;12108;12109;12110;12111	808338000	227265	2:167820000;5007:4	0	0	0	1502	0	0	1280	0	0	1101	0	0	0	1285	0	0	0	0	0	1202	0	0	1288	0	0	0	0	0	0	1402	0	0	0	1285	0	0	0	1201	0	0	0	1287	0	0	0	4946;52725	6104;6103;5005	100;50;25;12	4	100	1238	1240	0	0	104	1239
1240	140	格拉斯哥	Glasgow	8	12112;12113;12114;12115;12116;12117;12118;12119	825467000	231315	2:167820000;5007:4	0	0	0	1501	1299	0	0	0	0	0	0	1402	0	1293	0	0	0	0	0	1202	0	0	1298	0	0	0	0	0	0	0	1501	0	0	1299	0	0	1102	0	0	0	0	1297	0	0	0	4946;52725	6104;6109	100;50;25;12	4	100	1239	1241	0	0	104	1240
1241	141	考文垂	Coventry	9	12120;12121;12122;12123;12124;12125;12126;12127;12128	842959000	251344	2:175890000;5007:4	0	1201	0	0	0	0	1306	0	0	0	0	1402	0	0	1303	0	0	0	0	0	0	1502	1307	0	0	0	0	1102	0	0	0	0	0	1307	0	0	0	1201	0	0	0	0	1304	0	0	4995;55361	6104;6102;5005	100;50;25;12	4	100	1240	1242	0	0	104	1241
1242	142	斯特拉特福	Stratford	9	12129;12130;12131;12132;12133;12134;12135;12136;12137	856542000	255952	2:175890000;5007:4	0	0	1401	0	0	0	1314	0	0	0	1201	0	0	0	0	1311	0	0	0	0	1402	0	0	1319	0	0	0	0	0	0	1502	1313	0	0	0	0	1101	0	0	0	0	0	1315	0	0	4995;55361	6105;6103	100;50;25;12	4	100	1241	1243	0	0	104	1242
1243	143	康沃尔	Cornwall	9	12138;12139;12140;12141;12142;12143;12144;12145;12146	870343000	260560	2:175890000;5007:4	0	1202	0	0	0	1325	0	0	0	0	0	1402	0	1320	0	0	0	0	1102	0	0	0	0	1321	0	0	0	0	0	0	1501	1320	0	0	0	0	0	0	1401	0	0	0	1324	0	0	5045;58131	6105;6109;5005	100;50;25;12	4	100	1242	1244	0	0	104	1243
1244	144	坎特伯雷	Canterbury	9	12147;12148;12149;12150;12151;12152;12153;12154;12155	884366000	265168	2:184090000;5007:4	0	1202	0	0	0	0	1339	0	0	1101	0	0	0	0	1338	0	0	0	0	0	1401	0	0	0	1330	0	0	0	1201	0	0	1339	0	0	0	0	0	0	0	1501	0	1332	0	0	0	5045;58131	6105;6102	100;50;25;12	4	100	1243	1245	0	0	104	1244
1245	145	南安普敦	Southampton	9	12156;12157;12158;12159;12160;12161;12162;12163;12164	898616000	269776	2:184090000;5007:4	0	0	0	1502	1341	0	0	0	0	1102	0	0	0	0	1341	0	0	0	0	1201	0	0	0	1345	0	0	0	0	0	1401	0	1340	0	0	0	0	0	1201	0	0	0	1345	0	0	0	5096;61036	6104;5005	100;50;25;12	4	100	1244	1246	0	0	104	1245
1246	146	利兹	Leeds	9	12165;12166;12167;12168;12169;12170;12171;12172;12173	913095000	274640	2:184090000;5007:4	0	0	1402	0	1354	0	0	0	0	0	0	0	1502	1351	0	0	0	0	0	1201	0	0	1357	0	0	0	0	1101	0	0	0	0	1357	0	0	0	0	0	1402	0	1357	0	0	0	0	5096;61036	6104	100;50;25;12	4	100	1245	1247	0	0	104	1246
1247	147	威廉堡	Fort William	9	12174;12175;12176;12177;12178;12179;12180;12181;12182	927807000	279504	2:192400000;5007:4	0	1202	0	0	0	0	1364	0	0	0	0	0	1501	1364	0	0	0	0	0	0	1401	0	0	0	1362	0	0	0	1202	0	0	0	1367	0	0	0	0	0	0	1501	1363	0	0	0	0	5147;64089	6105;5005	100;50;25;12	4	100	1246	1248	0	0	104	1247
1248	148	布里斯托	Bristol	9	12183;12184;12185;12186;12187;12188;12189;12190;12191	942757000	284368	2:192400000;5007:4	1101	0	0	0	0	0	1377	0	0	0	1201	0	0	0	1371	0	0	0	0	0	0	1501	1372	0	0	0	0	0	0	0	1502	0	0	1376	0	0	1102	0	0	0	1379	0	0	0	0	5147;64089	6105	100;50;25;12	4	100	1247	1249	0	0	104	1248
1249	149	格林尼治	Greenwich	9	12192;12193;12194;12195;12196;12197;12198;12199;12200	957947000	289232	2:192400000;5007:4	0	0	1401	0	0	0	1388	0	0	0	0	1401	0	1386	0	0	0	0	0	1201	0	0	0	1380	0	0	0	0	0	1402	0	1389	0	0	0	0	0	0	0	1502	0	0	1389	0	0	5198;67294	6103;5005	100;50;25;12	4	100	1248	1250	0	0	104	1249
1250	150	南莱克兰	South Lakeland	9	12201;12202;12203;12204;12205;12206;12207;12208;12209	973382000	294096	2:200850000;5007:4	1101	0	0	0	0	0	1390	0	0	0	1202	0	0	0	1395	0	0	0	0	0	1402	0	0	0	1399	0	0	1101	0	0	0	0	0	1392	0	0	0	0	0	1501	0	1393	0	0	0	5198;67294	6103	100;50;25;12	4	100	1249	1251	0	0	104	1250
1251	151	圣安德鲁斯	St Andrews	9	12210;12211;12212;12213;12214;12215;12216;12217;12218	989066000	317968	2:200850000;5007:4	0	0	1401	0	0	0	1409	0	0	0	1202	0	0	1404	0	0	0	0	1101	0	0	0	1400	0	0	0	0	0	0	0	1501	0	1409	0	0	0	0	1201	0	0	0	1400	0	0	0	5250;70658	6109;5005	100;50;25;12	4	100	1250	1252	0	0	104	1251
1252	152	北约克	North Yorkshire	9	12219;12220;12221;12222;12223;12224;12225;12226;12227	1005003000	323459	2:200850000;5007:4	1101	0	0	0	1410	0	0	0	0	0	0	1402	0	0	0	1417	0	0	1102	0	0	0	0	0	1412	0	0	0	0	0	1502	0	0	1419	0	0	0	0	1401	0	0	0	1419	0	0	5250;70658	6109	100;50;25;12	4	100	1251	1253	0	0	104	1252
1253	153	斯旺西	Swansea	9	12228;12229;12230;12231;12232;12233;12234;12235;12236	1021196000	328950	2:209410000;5007:4	0	1201	0	0	1420	0	0	0	0	1101	0	0	0	0	1421	0	0	0	0	0	0	1502	0	1420	0	0	0	1101	0	0	0	0	1428	0	0	0	0	1202	0	0	1429	0	0	0	0	5302;74192	6102;5005	100;50;25;12	4	100	1252	1254	0	0	104	1253
1254	154	莱斯特	Leicester	9	12237;12238;12239;12240;12241;12242;12243;12244;12245	1037650000	334441	2:209410000;5007:4	0	0	1402	0	1432	0	0	0	0	0	0	0	1501	0	1435	0	0	0	0	0	0	1501	0	1438	0	0	0	0	0	1402	0	0	0	1434	0	0	0	1202	0	0	1434	0	0	0	0	5302;74192	6102	100;50;25;12	4	100	1253	1255	0	0	104	1254
1255	155	普利茅斯	Plymouth	9	12246;12247;12248;12249;12250;12251;12252;12253;12254	1054370000	339932	2:209410000;5007:4	1101	0	0	0	0	1442	0	0	0	0	0	0	1502	0	1441	0	0	0	0	1201	0	0	1445	0	0	0	0	1101	0	0	0	1445	0	0	0	0	0	0	1401	0	0	0	1446	0	0	5356;77900	6104;6103;5005	100;50;25;12	4	100	1254	1256	0	0	104	1255
1256	156	惠特比	Whitby	9	12255;12256;12257;12258;12259;12260;12261;12262;12263	1071358000	345712	2:218110000;5007:4	0	0	0	1502	0	0	1454	0	0	1102	0	0	0	1454	0	0	0	0	1101	0	0	0	0	1457	0	0	0	0	0	1401	0	1458	0	0	0	0	0	1201	0	0	1454	0	0	0	0	5356;77900	6104;6109	100;50;25;12	4	100	1255	1257	0	0	104	1256
1257	157	诺里奇	Norwich	9	12264;12265;12266;12267;12268;12269;12270;12271;12272	1088621000	351492	2:218110000;5007:4	1102	0	0	0	0	0	1464	0	0	0	0	0	1502	0	1467	0	0	0	0	1202	0	0	1468	0	0	0	0	0	0	0	1501	0	1462	0	0	0	0	0	1402	0	1468	0	0	0	0	5409;81794	6104;6102;5005	100;50;25;12	4	100	1256	1258	0	0	104	1257
1258	158	朴次茅斯	Portsmouth	9	12273;12274;12275;12276;12277;12278;12279;12280;12281	1106161000	357272	2:218110000;5007:4	1101	0	0	0	1478	0	0	0	0	0	0	0	1501	0	0	1473	0	0	0	0	1401	0	0	0	1475	0	0	0	1202	0	0	1470	0	0	0	0	1101	0	0	0	0	1479	0	0	0	5409;81794	6105;6103	100;50;25;12	4	100	1257	1259	0	0	104	1258
1259	159	阿伯丁	Aberdeen	9	12282;12283;12284;12285;12286;12287;12288;12289;12290	1123984000	363052	2:226930000;5007:4	0	0	0	1501	0	1489	0	0	0	0	1201	0	0	0	1485	0	0	0	1102	0	0	0	1489	0	0	0	0	0	0	1401	0	0	0	1484	0	0	1102	0	0	0	0	0	1486	0	0	5463;85883	6105;6109;5005	100;50;25;12	4	100	1258	1260	0	0	104	1259
1260	160	斯特灵	Stirling	9	12291;12292;12293;12294;12295;12296;12297;12298;12299	1142095000	368832	2:226930000;5007:4	0	0	0	1501	1499	0	0	0	0	0	0	1401	0	1493	0	0	0	0	0	1201	0	0	0	0	1491	0	0	1101	0	0	0	1493	0	0	0	0	0	0	0	1502	0	1493	0	0	0	5463;85883	6105;6102	100;50;25;12	4	100	1259	1261	0	0	104	1260
1261	161	巴黎	Paris	8	12300;12301;12302;12303;12304;12305;12306;12307	1160497000	397008	2:226930000;5004:100	0	0	0	1502	0	0	1394	0	0	0	1203	0	0	0	0	1392	0	0	0	0	1401	0	1391	0	0	0	0	0	0	1402	0	1393	0	0	0	0	0	1203	0	0	0	1395	0	0	0	5517;88461	6104;5005	100;50;25;12	4	100	1260	1262	0	0	105	1261
1262	162	马赛	Marseille	8	12308;12309;12310;12311;12312;12313;12314;12315	1169814000	403488	2:235900000;5004:100	0	1202	0	0	0	0	1412	0	0	0	0	1402	1502	0	0	0	0	0	0	1202	1402	0	0	0	0	0	0	0	1203	1401	0	0	0	0	0	0	0	1203	0	1501	0	0	0	0	0	5517;88461	6104	100;50;25;12	4	100	1261	1263	0	0	105	1262
1263	163	戛纳	Cannes	8	12316;12317;12318;12319;12320;12321;12322;12323	1179205000	409968	2:235900000;5004:100	0	1201	0	1501	0	0	0	0	0	0	1201	1402	0	0	0	0	0	0	0	0	0	1502	1434	0	0	0	0	0	1203	0	0	1435	0	0	0	0	0	0	1401	0	0	0	1432	0	0	5572;91113	6105;5005	100;50;25;12	4	100	1262	1264	0	0	105	1263
1264	164	里昂	Lyon	8	12324;12325;12326;12327;12328;12329;12330;12331	1188672000	416448	2:235900000;5004:100	1101	0	0	1502	0	0	0	0	0	0	0	0	1502	0	0	1451	0	0	1102	0	0	0	1451	0	0	0	0	0	0	0	1502	0	1455	0	0	0	0	1201	0	0	0	0	1455	0	0	5572;91113	6105	100;50;25;12	4	100	1263	1265	0	0	105	1264
1265	165	图卢兹	Toulouse	8	12332;12333;12334;12335;12336;12337;12338;12339	1198215000	422928	2:244990000;5004:100	0	0	0	1501	0	0	1473	0	0	1102	0	1401	0	0	0	0	0	0	1101	0	0	0	0	0	1475	0	0	1101	0	0	0	0	1471	0	0	0	1101	1201	0	0	0	0	0	0	0	5628;93847	6103;5005	100;50;25;12	4	100	1264	1266	0	0	105	1265
1266	166	尼斯	Nice	8	12340;12341;12342;12343;12344;12345;12346;12347	1207835000	429732	2:244990000;5004:100	0	1203	0	0	0	0	1494	0	0	1101	0	0	1502	0	0	0	0	0	1101	0	0	0	1494	0	0	0	0	1102	0	1401	0	0	0	0	0	0	0	0	1401	1501	0	0	0	0	0	5628;93847	6103	100;50;25;12	4	100	1265	1267	0	0	105	1266
1267	167	奥尔良	Orléans	8	12348;12349;12350;12351;12352;12353;12354;12355	1217532000	436536	2:244990000;5004:100	1101	0	0	0	1513	0	0	0	0	0	1201	1401	0	0	0	0	0	0	0	1203	0	0	0	1513	0	0	0	0	0	1401	0	0	1513	0	0	0	1101	1202	0	0	0	0	0	0	0	5684;96663	6109;5005	100;50;25;12	4	100	1266	1268	0	0	105	1267
1268	168	波尔多	Bordeaux	8	12356;12357;12358;12359;12360;12361;12362;12363	1227306000	443340	2:254230000;5004:100	0	0	0	1502	0	0	1532	0	0	0	1201	0	0	0	1530	0	0	0	0	1203	1402	0	0	0	0	0	0	0	0	0	1502	1533	0	0	0	0	0	0	0	1502	0	1530	0	0	0	5684;96663	6109	100;50;25;12	4	100	1267	1269	0	0	105	1268
1269	169	雷恩	Rennes	8	12364;12365;12366;12367;12368;12369;12370;12371	1237159000	450144	2:254230000;5004:100	1101	0	0	0	0	1553	0	0	0	0	0	0	1501	0	1555	0	0	0	0	0	1402	0	0	1553	0	0	0	0	1202	0	0	0	0	1554	0	0	0	1202	1402	0	0	0	0	0	0	5741;99563	6102;5005	100;50;25;12	4	100	1268	1270	0	0	105	1269
1270	170	勒芒	Le Mans	8	12372;12373;12374;12375;12376;12377;12378;12379	1247091000	456948	2:254230000;5004:100	0	0	0	1502	1575	0	0	0	0	0	0	0	1502	1574	0	0	0	0	1102	0	0	0	0	1572	0	0	0	0	1202	0	0	1574	0	0	0	0	0	1201	0	1501	0	0	0	0	0	5741;99563	6102	100;50;25;12	4	100	1269	1271	0	0	105	1270
1271	171	亚眠	Amiens	8	12380;12381;12382;12383;12384;12385;12386;12387	1257103000	489915	2:263590000;5004:100	0	0	1401	0	0	0	1590	0	0	0	1201	0	0	1590	0	0	0	0	0	0	0	1501	1595	0	0	0	0	0	0	1401	0	1594	0	0	0	0	1102	0	0	0	0	1592	0	0	0	5799;102550	6104;6103;5005	100;50;25;12	4	100	1270	1272	0	0	105	1271
1272	172	凡尔赛	Versailles	8	12388;12389;12390;12391;12392;12393;12394;12395	1267196000	497496	2:263590000;5004:100	1101	0	0	1501	0	0	0	0	0	1102	1201	0	0	0	0	0	0	0	1101	0	0	0	1610	0	0	0	0	0	0	0	1501	0	1611	0	0	0	0	0	1401	0	0	0	1611	0	0	5799;102550	6104;6109	100;50;25;12	4	100	1271	1273	0	0	105	1272
1273	173	鲁昂	Rouen	8	12396;12397;12398;12399;12400;12401;12402;12403	1277369000	505077	2:263590000;5004:100	0	0	1401	0	0	0	1634	0	0	0	0	0	1502	0	0	1631	0	0	1102	0	0	1502	0	0	0	0	0	0	1201	0	1501	0	0	0	0	0	0	0	1402	0	0	0	1632	0	0	5857;105627	6104;6102;5005	100;50;25;12	4	100	1272	1274	0	0	105	1273
1274	174	南特	Nantes	8	12404;12405;12406;12407;12408;12409;12410;12411	1287624000	512658	2:273110000;5004:100	0	1201	0	0	0	1650	0	0	0	1101	0	0	0	0	1651	0	0	0	0	0	1401	1502	0	0	0	0	0	1102	0	0	0	0	0	1652	0	0	0	0	0	1501	0	1651	0	0	0	5857;105627	6105;6103	100;50;25;12	4	100	1273	1275	0	0	105	1274
1275	175	普罗旺斯地区艾克斯	Aix-en-Provence	8	12412;12413;12414;12415;12416;12417;12418;12419	1297962000	520239	2:273110000;5004:100	0	1201	0	0	1673	0	0	0	0	0	0	1402	1502	0	0	0	0	0	0	0	1401	0	1670	0	0	0	0	0	0	0	1502	0	1671	0	0	0	1101	0	0	0	0	0	1671	0	0	5915;108797	6105;6109;5005	100;50;25;12	4	100	1274	1276	0	0	105	1275
1276	176	蒙彼利埃	Montpellier	8	12420;12421;12422;12423;12424;12425;12426;12427	1308382000	528181	2:273110000;5004:100	1101	0	0	1502	0	0	0	0	0	0	1201	0	1501	0	0	0	0	0	1102	0	0	0	0	0	1691	0	0	1102	0	0	1502	0	0	0	0	0	1102	0	0	0	0	1693	0	0	0	5915;108797	6105;6102	100;50;25;12	4	100	1275	1277	0	0	105	1276
1277	177	里尔	Lille	8	12428;12429;12430;12431;12432;12433;12434;12435	1318886000	536123	2:282760000;5004:100	1101	0	0	0	0	1714	0	0	0	0	0	1401	1501	0	0	0	0	0	1101	0	1402	0	0	0	0	0	0	0	0	1402	0	1713	0	0	0	0	0	0	1402	1502	0	0	0	0	0	5974;112061	6104;5005	100;50;25;12	4	100	1276	1278	0	0	105	1277
1278	178	圣艾蒂安	Saint-Étienne	8	12436;12437;12438;12439;12440;12441;12442;12443	1329475000	544065	2:282760000;5004:100	0	0	0	1502	0	0	1732	0	0	0	1203	0	0	0	0	1730	0	0	1102	0	0	1501	0	0	0	0	0	0	0	0	1502	1730	0	0	0	0	1101	0	0	1501	0	0	0	0	0	5974;112061	6104	100;50;25;12	4	100	1277	1279	0	0	105	1278
1279	179	土伦	Toulon	8	12444;12445;12446;12447;12448;12449;12450;12451	1340148000	552007	2:282760000;5004:100	0	1201	0	1501	0	0	0	0	0	1102	0	0	0	0	0	1750	0	0	1101	1203	0	0	0	0	0	0	0	0	1202	0	0	1754	0	0	0	0	0	0	0	1501	1752	0	0	0	0	6034;115422	6105;5005	100;50;25;12	4	100	1278	1280	0	0	105	1279
1280	180	布雷斯特	Brest	8	12452;12453;12454;12455;12456;12457;12458;12459	1350907000	559949	2:292570000;5004:100	1102	0	0	0	1773	0	0	0	0	0	0	0	1502	0	0	1770	0	0	0	1203	0	0	0	1770	0	0	0	1102	0	1402	0	0	0	0	0	0	0	1203	0	0	0	0	1771	0	0	6034;115422	6105	100;50;25;12	4	100	1279	1281	0	0	105	1280
1281	181	格勒诺布尔	Grenoble	9	12460;12461;12462;12463;12464;12465;12466;12467;12468	1361753000	598220	2:292570000;5007:5	1101	0	1402	0	0	0	0	0	0	0	1201	1402	0	0	0	0	0	0	0	1201	0	0	0	0	1790	0	0	0	1203	0	0	0	0	1790	0	0	0	0	0	1501	0	0	1791	0	0	6095;117730	6103;5005	100;50;25;12	4	100	1280	1282	0	0	105	1281
1282	182	敦刻尔克	Dunkirk	8	12469;12470;12471;12472;12473;12474;12475;12476;12477	1372685000	607020	2:292570000;5007:5	1102	0	0	0	1814	0	0	0	0	0	1202	0	1502	0	0	0	0	0	1101	0	0	0	1815	0	0	0	0	1102	0	0	0	0	1810	0	0	0	0	1202	0	0	1814	0	0	0	0	6095;117730	6103	100;50;25;12	4	100	1281	1283	0	0	105	1282
1283	183	昂热	Angers	9	12478;12479;12480;12481;12482;12483;12484;12485;12486	1383705000	615820	2:302510000;5007:5	0	1201	0	0	0	1832	0	0	0	0	1201	0	0	0	0	1835	0	0	0	0	1402	0	0	1833	0	0	0	0	0	1402	0	0	1834	0	0	0	0	0	0	1501	0	0	1833	0	0	6156;120086	6109;5005	100;50;25;12	4	100	1282	1284	0	0	105	1283
1284	184	第戎	Dijon	9	12487;12488;12489;12490;12491;12492;12493;12494;12495	1394814000	624620	2:302510000;5007:5	0	0	1402	0	0	1854	0	0	0	1101	0	0	0	0	1852	0	0	0	1101	0	0	1502	0	0	0	0	0	0	0	0	1501	0	0	1855	0	0	1101	0	0	1502	0	0	0	0	0	6156;120086	6109	100;50;25;12	4	100	1283	1285	0	0	105	1284
1285	185	利摩日	Limoges	9	12496;12497;12498;12499;12500;12501;12502;12503;12504	1406012000	633420	2:302510000;5007:5	0	1203	0	0	0	0	1874	0	0	0	0	1401	1502	0	0	0	0	0	0	0	1401	0	0	1872	0	0	0	0	1203	0	0	0	1874	0	0	0	0	1202	0	0	0	1873	0	0	0	6217;122488	6102;5005	100;50;25;12	4	100	1284	1286	0	0	105	1285
1286	186	尼姆	Nîmes	9	12505;12506;12507;12508;12509;12510;12511;12512;12513	1417300000	642620	2:312620000;5007:5	1101	0	0	0	0	1890	0	0	0	1101	0	0	0	1890	0	0	0	0	1101	1203	0	0	0	0	0	0	0	0	1201	0	1502	0	0	0	0	0	1102	0	0	0	1893	0	0	0	0	6217;122488	6102	100;50;25;12	4	100	1285	1287	0	0	105	1286
1287	187	图尔	Tours	9	12514;12515;12516;12517;12518;12519;12520;12521;12522	1428678000	651820	2:312620000;5007:5	0	0	0	1502	1912	0	0	0	0	1102	0	1401	0	0	0	0	0	0	0	1201	0	0	1914	0	0	0	0	0	1203	0	0	1912	0	0	0	0	0	1202	0	0	1913	0	0	0	0	6279;124938	6104;6103;5005	100;50;25;12	4	100	1286	1288	0	0	105	1287
1288	188	圣但尼	Saint-Denis	9	12523;12524;12525;12526;12527;12528;12529;12530;12531	1440148000	661020	2:312620000;5007:5	1102	1201	0	0	0	0	0	0	0	0	0	1401	0	0	1932	0	0	0	1102	1201	0	0	0	0	0	0	0	0	1202	0	0	1932	0	0	0	0	1102	0	1402	0	0	0	0	0	0	6279;124938	6104;6109	100;50;25;12	4	100	1287	1289	0	0	105	1288
1289	189	贝桑松	Besançon	9	12532;12533;12534;12535;12536;12537;12538;12539;12540	1451710000	670220	2:322860000;5007:5	1102	0	0	0	0	0	1953	0	0	0	0	1402	0	0	1950	0	0	0	0	1201	1401	0	0	0	0	0	0	0	0	1401	0	0	1952	0	0	0	0	0	1402	0	0	1952	0	0	0	6342;127438	6104;6102;5005	100;50;25;12	4	100	1288	1290	0	0	105	1289
1290	190	阿维尼翁	Avignon	9	12541;12542;12543;12544;12545;12546;12547;12548;12549	1463365000	679420	2:322860000;5007:5	0	0	1402	0	0	0	1972	0	0	1101	0	0	0	0	1973	0	0	0	0	0	0	1501	0	1975	0	0	0	0	0	1401	1501	0	0	0	0	0	0	0	0	1501	0	0	1972	0	0	6342;127438	6105;6103	100;50;25;12	4	100	1289	1291	0	0	105	1290
1291	191	枫丹白露	Fontainebleau	9	12550;12551;12552;12553;12554;12555;12556;12557;12558	1475113000	723534	2:322860000;5007:5	1102	0	0	1501	0	0	0	0	0	0	1202	0	1502	0	0	0	0	0	0	0	0	1501	0	1991	0	0	0	0	1203	0	0	1994	0	0	0	0	0	0	1402	0	1995	0	0	0	0	6405;129988	6105;6109;5005	100;50;25;12	4	100	1290	1292	0	0	105	1291
1292	192	加来	Calais	9	12559;12560;12561;12562;12563;12564;12565;12566;12567	1486955000	733677	2:333270000;5007:5	1102	0	0	0	2014	0	0	0	0	1102	0	0	1502	0	0	0	0	0	0	0	0	1501	0	0	2014	0	0	1102	1202	0	0	0	0	0	0	0	0	1203	0	0	0	0	2012	0	0	6405;129988	6105;6102	100;50;25;12	4	100	1291	1293	0	0	105	1292
1293	193	勒阿弗尔	Le Havre	9	12568;12569;12570;12571;12572;12573;12574;12575;12576	1498893000	743820	2:333270000;5007:5	0	0	1401	0	0	2030	0	0	0	0	1201	1401	0	0	0	0	0	0	0	1203	0	0	2034	0	0	0	0	0	1202	0	1502	0	0	0	0	0	1102	0	0	0	0	0	2035	0	0	6470;132588	6104;5005	100;50;25;12	4	100	1292	1294	0	0	105	1293
1294	194	布尔日	Bourges	9	12577;12578;12579;12580;12581;12582;12583;12584;12585	1510926000	753963	2:333270000;5007:5	1101	0	0	0	0	2055	0	0	0	0	1201	0	1501	0	0	0	0	0	1101	0	1402	0	0	0	0	0	0	1101	0	0	0	0	0	2054	0	0	0	0	0	1502	2051	0	0	0	0	6470;132588	6104	100;50;25;12	4	100	1293	1295	0	0	105	1294
1295	195	南锡	Nancy	9	12586;12587;12588;12589;12590;12591;12592;12593;12594	1523056000	764106	2:343820000;5007:5	1101	0	0	0	0	0	2072	0	0	1102	0	0	0	0	0	2071	0	0	1102	0	0	0	2071	0	0	0	0	0	0	0	1501	0	2072	0	0	0	0	1203	0	0	0	0	2075	0	0	6534;135241	6105;5005	100;50;25;12	4	100	1294	1296	0	0	105	1295
1296	196	圣皮埃尔	Saint-Pierre	9	12595;12596;12597;12598;12599;12600;12601;12602;12603	1535284000	774690	2:343820000;5007:5	0	0	1401	0	0	0	2094	0	0	0	1201	1402	0	0	0	0	0	0	1102	0	0	0	0	0	2095	0	0	1101	0	0	0	0	2095	0	0	0	0	0	0	1502	0	0	2094	0	0	6534;135241	6105	100;50;25;12	4	100	1295	1297	0	0	105	1296
1297	197	阿尔勒	Arles	9	12604;12605;12606;12607;12608;12609;12610;12611;12612	1547609000	785274	2:343820000;5007:5	0	0	0	1502	0	0	2110	0	0	1101	0	0	1502	0	0	0	0	0	0	0	0	1501	0	0	2111	0	0	0	0	1402	0	0	2113	0	0	0	0	0	1401	0	0	0	2112	0	0	6600;137947	6103;5005	100;50;25;12	4	100	1296	1298	0	0	105	1297
1298	198	梅斯	Metz	9	12613;12614;12615;12616;12617;12618;12619;12620;12621	1560034000	795858	2:354550000;5007:5	0	0	0	1501	0	2135	0	0	0	0	1203	0	0	0	2134	0	0	0	0	0	1402	0	2133	0	0	0	0	0	0	0	1501	2134	0	0	0	0	0	0	0	1501	2131	0	0	0	0	6600;137947	6103	100;50;25;12	4	100	1297	1299	0	0	105	1298
1299	199	米卢斯	Mulhouse	9	12622;12623;12624;12625;12626;12627;12628;12629;12630	1572558000	806442	2:354550000;5007:5	0	1203	0	0	0	2152	0	0	0	1102	0	0	0	0	0	2152	0	0	0	1202	0	0	0	2153	0	0	0	0	1201	0	1501	0	0	0	0	0	1101	0	1401	0	0	0	0	0	0	6666;140705	6109;5005	100;50;25;12	4	100	1298	1300	0	0	105	1299
1300	200	斯特拉斯堡	Strasbourg	9	12631;12632;12633;12634;12635;12636;12637;12638;12639	1585183000	817026	2:354550000;5007:5	1102	0	0	0	0	0	2170	0	0	0	0	0	1501	0	0	2173	0	0	0	0	1401	0	0	0	2173	0	0	0	0	1401	0	2171	0	0	0	0	0	0	0	1502	0	2173	0	0	0	6666;140705	6109	100;50;25;12	4	100	1299	1301	0	0	105	1300
1301	201	罗马	Rome	8	12640;12641;12642;12643;12644;12645;12646;12647	1597909000	867548	2:365420000;5004:100	0	1201	0	0	0	2199	0	0	0	0	1203	0	0	0	2197	0	0	0	0	0	1402	0	2198	0	0	0	0	1102	0	0	0	0	0	2198	0	0	0	0	1402	1501	0	0	0	0	0	6732;142113	6102;5005	100;50;25;12	4	100	1300	1302	0	0	106	1301
