int	int	DTItemNum	DTItemNum[]	int[]	int	int	int	int	int	int	int	int	int	int	DTItemNum	DTItemNum	DTItemNum	int	int	int	int
362	52837900	0:0	2:690400;1:10	100;50;25;12	2	0	45	0	39	0	78	0	51	900	3:2012600	3:1000	3:1001	9157400	13736100	18314800	73259200
363	53209100	0:0	2:693600;1:10	100;50;25;12	2	0	45	0	39	0	78	0	51	900	3:2021880	3:1000	3:1001	9259800	13889700	18519600	74078400
364	53580300	0:0	2:696800;1:10	100;50;25;12	2	0	45	0	39	0	78	0	51	900	3:2031160	3:1000	3:1001	9363200	14044800	18726400	74905600
365	53951500	0:0	2:700000;1:10	100;50;25;12	2	0	45	0	39	1	79	0	51	900	3:2040440	3:1000	3:1001	9467600	14201400	18935200	75740800
366	54322700	0:0	2:703200;1:10	100;50;25;12	2	0	45	0	39	0	79	0	51	900	3:2049720	3:1000	3:1001	9573000	14359500	19146000	76584000
367	54693900	0:0	2:706400;1:10	100;50;25;12	2	0	45	0	39	0	79	0	51	900	3:2059000	3:1000	3:1001	9679200	14518800	19358400	77433600
368	55065100	0:0	2:709600;1:10	100;50;25;12	2	1	46	0	39	0	79	0	51	900	3:2068280	3:1000	3:1001	9786200	14679300	19572400	78289600
369	55436300	0:0	2:712800;1:10	100;50;25;12	2	0	46	0	39	0	79	0	51	900	3:2077560	3:1000	3:1001	9894400	14841600	19788800	79155200
370	55807500	0:0	2:716000;1:10	75;60;40;25	6	0	46	1	40	1	80	0	51	900	3:2086840	3:1000	3:1001	10003400	15005100	20006800	80027200
371	56191500	0:0	2:719200;1:10	100;50;25;12	2	0	46	0	40	0	80	0	51	900	3:2096120	3:1000	3:1001	10113400	15170100	20226800	80907200
372	56575500	0:0	2:722400;1:10	100;50;25;12	2	0	46	0	40	0	80	0	51	900	3:2105400	3:1000	3:1001	10224400	15336600	20448800	81795200
373	56959500	0:0	2:725600;1:10	100;50;25;12	2	0	46	0	40	0	80	0	51	900	3:2114680	3:1000	3:1001	10336400	15504600	20672800	82691200
374	57343500	0:0	2:728800;1:10	100;50;25;12	2	0	46	0	40	0	80	0	51	900	3:2123960	3:1000	3:1001	10449400	15674100	20898800	83595200
375	57727500	0:0	2:732000;1:10	100;50;25;12	2	0	46	0	40	1	81	0	51	900	3:2133240	3:1000	3:1001	10563200	15844800	21126400	84505600
376	58111500	0:0	2:735200;1:10	100;50;25;12	2	1	47	0	40	0	81	0	51	900	3:2142520	3:1000	3:1001	10678200	16017300	21356400	85425600
377	58495500	0:0	2:738400;1:10	100;50;25;12	2	0	47	0	40	0	81	0	51	900	3:2151800	3:1000	3:1001	10794000	16191000	21588000	86352000
378	58879500	0:0	2:741600;1:10	100;50;25;12	2	0	47	0	40	0	81	0	51	900	3:2161080	3:1000	3:1001	10911000	16366500	21822000	87288000
379	59263500	0:0	2:744800;1:10	100;50;25;12	2	0	47	0	40	0	81	0	51	900	3:2170360	3:1000	3:1001	11028800	16543200	22057600	88230400
380	59647500	0:0	2:748000;1:10	75;60;40;25	6	0	47	1	41	1	82	0	51	900	3:2179640	3:1000	3:1001	11147800	16721700	22295600	89182400
381	60044300	0:0	2:751400;1:10	100;50;25;12	2	0	47	0	41	0	82	0	51	900	3:2189500	3:1000	3:1001	11267800	16901700	22535600	90142400
382	60441100	0:0	2:754800;1:10	100;50;25;12	2	0	47	0	41	0	82	0	51	900	3:2199360	3:1000	3:1001	11388800	17083200	22777600	91110400
383	60837900	0:0	2:758200;1:10	100;50;25;12	2	0	47	0	41	0	82	0	51	900	3:2209220	3:1000	3:1001	11510800	17266200	23021600	92086400
384	61234700	0:0	2:761600;1:10	100;50;25;12	2	1	48	0	41	0	82	0	51	900	3:2219080	3:1000	3:1001	11633800	17450700	23267600	93070400
385	61631500	0:0	2:765000;1:10	100;50;25;12	2	0	48	0	41	1	83	0	51	900	3:2228940	3:1000	3:1001	11757800	17636700	23515600	94062400
386	62028300	0:0	2:768400;1:10	100;50;25;12	2	0	48	0	41	0	83	0	51	900	3:2238800	3:1000	3:1001	11883000	17824500	23766000	95064000
387	62425100	0:0	2:771800;1:10	100;50;25;12	2	0	48	0	41	0	83	0	51	900	3:2248660	3:1000	3:1001	12009200	18013800	24018400	96073600
388	62821900	0:0	2:775200;1:10	100;50;25;12	2	0	48	0	41	0	83	0	51	900	3:2258520	3:1000	3:1001	12136600	18204900	24273200	97092800
389	63218700	0:0	2:778600;1:10	100;50;25;12	2	0	48	0	41	0	83	0	51	900	3:2268380	3:1000	3:1001	12265000	18397500	24530000	98120000
390	63615500	0:0	2:782000;1:10	75;60;40;25	6	0	48	1	42	1	84	0	51	900	3:2278240	3:1000	3:1001	12394400	18591600	24788800	99155200
391	64025100	0:0	2:785400;1:10	100;50;25;12	2	0	48	0	42	0	84	0	51	900	3:2288100	3:1000	3:1001	12525000	18787500	25050000	100200000
392	64434700	0:0	2:788800;1:10	100;50;25;12	2	1	49	0	42	0	84	0	51	900	3:2297960	3:1000	3:1001	12656600	18984900	25313200	101252800
393	64844300	0:0	2:792200;1:10	100;50;25;12	2	0	49	0	42	0	84	0	51	900	3:2307820	3:1000	3:1001	12789400	19184100	25578800	102315200
394	65253900	0:0	2:795600;1:10	100;50;25;12	2	0	49	0	42	0	84	0	51	900	3:2317680	3:1000	3:1001	12923200	19384800	25846400	103385600
395	65663500	0:0	2:799000;1:10	100;50;25;12	2	0	49	0	42	1	85	0	51	900	3:2327540	3:1000	3:1001	13058200	19587300	26116400	104465600
396	66073100	0:0	2:802400;1:10	100;50;25;12	2	0	49	0	42	0	85	0	51	900	3:2337400	3:1000	3:1001	13194400	19791600	26388800	105555200
397	66482700	0:0	2:805800;1:10	100;50;25;12	2	0	49	0	42	0	85	0	51	900	3:2347260	3:1000	3:1001	13331600	19997400	26663200	106652800
398	66892300	0:0	2:809200;1:10	100;50;25;12	2	0	49	0	42	0	85	0	51	900	3:2357120	3:1000	3:1001	13470000	20205000	26940000	107760000
399	67301900	0:0	2:812600;1:10	100;50;25;12	2	0	49	0	42	0	85	0	51	900	3:2366980	3:1000	3:1001	13609400	20414100	27218800	108875200
400	67711500	0:0	2:816000;1:10	75;60;40;25	6	1	50	1	43	1	86	0	51	900	3:2376840	3:1000	3:1001	13750000	20625000	27500000	110000000
401	68133900	0:0	2:819600;1:10	100;50;25;12	2	0	50	0	43	0	86	0	51	900	3:2387280	3:1000	3:1001	13892000	20838000	27784000	111136000
402	68556300	0:0	2:823200;1:10	100;50;25;12	2	0	50	0	43	0	86	0	51	900	3:2397720	3:1000	3:1001	14035000	21052500	28070000	112280000
403	68978700	0:0	2:826800;1:10	100;50;25;12	2	0	50	0	43	0	86	0	51	900	3:2408160	3:1000	3:1001	14179200	21268800	28358400	113433600
404	69401100	0:0	2:830400;1:10	100;50;25;12	2	0	50	0	43	0	86	0	51	900	3:2418600	3:1000	3:1001	14324400	21486600	28648800	114595200
405	69823500	0:0	2:834000;1:10	100;50;25;12	2	0	50	0	43	1	87	0	51	900	3:2429040	3:1000	3:1001	14471000	21706500	28942000	115768000
406	70245900	0:0	2:837600;1:10	100;50;25;12	2	0	50	0	43	0	87	0	51	900	3:2439480	3:1000	3:1001	14618800	21928200	29237600	116950400
407	70668300	0:0	2:841200;1:10	100;50;25;12	2	0	50	0	43	0	87	0	51	900	3:2449920	3:1000	3:1001	14767600	22151400	29535200	118140800
408	71090700	0:0	2:844800;1:10	100;50;25;12	2	1	51	0	43	0	87	0	51	900	3:2460360	3:1000	3:1001	14917800	22376700	29835600	119342400
409	71513100	0:0	2:848400;1:10	100;50;25;12	2	0	51	0	43	0	87	0	51	900	3:2470800	3:1000	3:1001	15069200	22603800	30138400	120553600
410	71935500	0:0	2:852000;1:10	75;60;40;25	6	0	51	1	44	1	88	0	51	900	3:2481240	3:1000	3:1001	15221800	22832700	30443600	121774400
411	72370700	0:0	2:855600;1:10	100;50;25;12	2	0	51	0	44	0	88	0	51	900	3:2491680	3:1000	3:1001	15375600	23063400	30751200	123004800
412	72805900	0:0	2:859200;1:10	100;50;25;12	2	0	51	0	44	0	88	0	51	900	3:2502120	3:1000	3:1001	15530800	23296200	31061600	124246400
413	73241100	0:0	2:862800;1:10	100;50;25;12	2	0	51	0	44	0	88	0	51	900	3:2512560	3:1000	3:1001	15687000	23530500	31374000	125496000
414	73676300	0:0	2:866400;1:10	100;50;25;12	2	0	51	0	44	0	88	0	51	900	3:2523000	3:1000	3:1001	15844600	23766900	31689200	126756800
415	74111500	0:0	2:870000;1:10	100;50;25;12	2	0	51	0	44	1	89	0	51	900	3:2533440	3:1000	3:1001	16003400	24005100	32006800	128027200
416	74546700	0:0	2:873600;1:10	100;50;25;12	2	1	52	0	44	0	89	0	51	900	3:2543880	3:1000	3:1001	16163600	24245400	32327200	129308800
417	74981900	0:0	2:877200;1:10	100;50;25;12	2	0	52	0	44	0	89	0	51	900	3:2554320	3:1000	3:1001	16325000	24487500	32650000	130600000
418	75417100	0:0	2:880800;1:10	100;50;25;12	2	0	52	0	44	0	89	0	51	900	3:2564760	3:1000	3:1001	16487600	24731400	32975200	131900800
419	75852300	0:0	2:884400;1:10	100;50;25;12	2	0	52	0	44	0	89	0	51	900	3:2575200	3:1000	3:1001	16651600	24977400	33303200	133212800
420	76287500	0:0	2:888000;1:10	75;60;40;25	6	0	52	1	45	1	90	0	51	900	3:2585640	3:1000	3:1001	16816800	25225200	33633600	134534400
421	76735500	0:0	2:891800;1:10	100;50;25;12	2	0	52	0	45	0	90	0	51	900	3:2596660	3:1000	3:1001	16983400	25475100	33966800	135867200
422	77183500	0:0	2:895600;1:10	100;50;25;12	2	0	52	0	45	0	90	0	51	900	3:2607680	3:1000	3:1001	17151200	25726800	34302400	137209600
423	77631500	0:0	2:899400;1:10	100;50;25;12	2	0	52	0	45	0	90	0	51	900	3:2618700	3:1000	3:1001	17320400	25980600	34640800	138563200
424	78079500	0:0	2:903200;1:10	100;50;25;12	2	1	53	0	45	0	90	0	51	900	3:2629720	3:1000	3:1001	17491000	26236500	34982000	139928000
425	78527500	0:0	2:907000;1:10	100;50;25;12	2	0	53	0	45	1	91	0	51	900	3:2640740	3:1000	3:1001	17663000	26494500	35326000	141304000
426	78975500	0:0	2:910800;1:10	100;50;25;12	2	0	53	0	45	0	91	0	51	900	3:2651760	3:1000	3:1001	17836200	26754300	35672400	142689600
427	79423500	0:0	2:914600;1:10	100;50;25;12	2	0	53	0	45	0	91	0	51	900	3:2662780	3:1000	3:1001	18010800	27016200	36021600	144086400
428	79871500	0:0	2:918400;1:10	100;50;25;12	2	0	53	0	45	0	91	0	51	900	3:2673800	3:1000	3:1001	18186800	27280200	36373600	145494400
429	80319500	0:0	2:922200;1:10	100;50;25;12	2	0	53	0	45	0	91	0	51	900	3:2684820	3:1000	3:1001	18364000	27546000	36728000	146912000
430	80767500	0:0	2:926000;1:10	75;60;40;25	6	0	53	1	46	1	92	0	51	900	3:2695840	3:1000	3:1001	18542800	27814200	37085600	148342400
431	81228300	0:0	2:929800;1:10	100;50;25;12	2	0	53	0	46	0	92	0	51	900	3:2706860	3:1000	3:1001	18722800	28084200	37445600	149782400
432	81689100	0:0	2:933600;1:10	100;50;25;12	2	1	54	0	46	0	92	0	51	900	3:2717880	3:1000	3:1001	18904400	28356600	37808800	151235200
433	82149900	0:0	2:937400;1:10	100;50;25;12	2	0	54	0	46	0	92	0	51	900	3:2728900	3:1000	3:1001	19087200	28630800	38174400	152697600
434	82610700	0:0	2:941200;1:10	100;50;25;12	2	0	54	0	46	0	92	0	51	900	3:2739920	3:1000	3:1001	19271600	28907400	38543200	154172800
435	83071500	0:0	2:945000;1:10	100;50;25;12	2	0	54	0	46	1	93	0	51	900	3:2750940	3:1000	3:1001	19457200	29185800	38914400	155657600
436	83532300	0:0	2:948800;1:10	100;50;25;12	2	0	54	0	46	0	93	0	51	900	3:2761960	3:1000	3:1001	19644400	29466600	39288800	157155200
437	83993100	0:0	2:952600;1:10	100;50;25;12	2	0	54	0	46	0	93	0	51	900	3:2772980	3:1000	3:1001	19833000	29749500	39666000	158664000
438	84453900	0:0	2:956400;1:10	100;50;25;12	2	0	54	0	46	0	93	0	51	900	3:2784000	3:1000	3:1001	20023000	30034500	40046000	160184000
439	84914700	0:0	2:960200;1:10	100;50;25;12	2	0	54	0	46	0	93	0	51	900	3:2795020	3:1000	3:1001	20214400	30321600	40428800	161715200
440	85375500	0:0	2:964000;1:10	75;60;40;25	6	1	55	1	47	1	94	0	51	900	3:2806040	3:1000	3:1001	20407400	30611100	40814800	163259200
441	85849100	0:0	2:968000;1:10	100;50;25;12	2	0	55	0	47	0	94	0	51	900	3:2817640	3:1000	3:1001	20601800	30902700	41203600	164814400
442	86322700	0:0	2:972000;1:10	100;50;25;12	2	0	55	0	47	0	94	0	51	900	3:2829240	3:1000	3:1001	20797800	31196700	41595600	166382400
443	86796300	0:0	2:976000;1:10	100;50;25;12	2	0	55	0	47	0	94	0	51	900	3:2840840	3:1000	3:1001	20995200	31492800	41990400	167961600
444	87269900	0:0	2:980000;1:10	100;50;25;12	2	0	55	0	47	0	94	0	51	900	3:2852440	3:1000	3:1001	21194000	31791000	42388000	169552000
445	87743500	0:0	2:984000;1:10	100;50;25;12	2	0	55	0	47	1	95	0	51	900	3:2864040	3:1000	3:1001	21394400	32091600	42788800	171155200
446	88217100	0:0	2:988000;1:10	100;50;25;12	2	0	55	0	47	0	95	0	51	900	3:2875640	3:1000	3:1001	21596200	32394300	43192400	172769600
447	88690700	0:0	2:992000;1:10	100;50;25;12	2	0	55	0	47	0	95	0	51	900	3:2887240	3:1000	3:1001	21799600	32699400	43599200	174396800
448	89164300	0:0	2:996000;1:10	100;50;25;12	2	1	56	0	47	0	95	0	51	900	3:2898840	3:1000	3:1001	22004600	33006900	44009200	176036800
449	89637900	0:0	2:1000000;1:10	100;50;25;12	2	0	56	0	47	0	95	0	51	900	3:2910440	3:1000	3:1001	22211200	33316800	44422400	177689600
450	90111500	0:0	2:1004000;1:10	75;60;40;25	6	0	56	1	48	1	96	0	51	900	3:2922040	3:1000	3:1001	22419200	33628800	44838400	179353600
451	90597900	0:0	2:1008000;1:10	100;50;25;12	2	0	56	0	48	0	96	0	51	900	3:2933640	3:1000	3:1001	22628800	33943200	45257600	181030400
452	91084300	0:0	2:1012000;1:10	100;50;25;12	2	0	56	0	48	0	96	0	51	900	3:2945240	3:1000	3:1001	22839800	34259700	45679600	182718400
453	91570700	0:0	2:1016000;1:10	100;50;25;12	2	0	56	0	48	0	96	0	51	900	3:2956840	3:1000	3:1001	23052600	34578900	46105200	184420800
454	92057100	0:0	2:1020000;1:10	100;50;25;12	2	0	56	0	48	0	96	0	51	900	3:2968440	3:1000	3:1001	23266800	34900200	46533600	186134400
455	92543500	0:0	2:1024000;1:10	100;50;25;12	2	0	56	0	48	1	97	0	51	900	3:2980040	3:1000	3:1001	23482800	35224200	46965600	187862400
456	93029900	0:0	2:1028000;1:10	100;50;25;12	2	1	57	0	48	0	97	0	51	900	3:2991640	3:1000	3:1001	23700200	35550300	47400400	189601600
457	93516300	0:0	2:1032000;1:10	100;50;25;12	2	0	57	0	48	0	97	0	51	900	3:3003240	3:1000	3:1001	23919400	35879100	47838800	191355200
458	94002700	0:0	2:1036000;1:10	100;50;25;12	2	0	57	0	48	0	97	0	51	900	3:3014840	3:1000	3:1001	24140000	36210000	48280000	193120000
459	94489100	0:0	2:1040000;1:10	100;50;25;12	2	0	57	0	48	0	97	0	51	900	3:3026440	3:1000	3:1001	24362400	36543600	48724800	194899200
460	94975500	0:0	2:1044000;1:10	75;60;40;25	6	0	57	1	49	1	98	0	51	900	3:3038040	3:1000	3:1001	24586400	36879600	49172800	196691200
461	95474700	0:0	2:1048200;1:10	100;50;25;12	2	0	57	0	49	0	98	0	51	900	3:3050220	3:1000	3:1001	24812000	37218000	49624000	198496000
462	95973900	0:0	2:1052400;1:10	100;50;25;12	2	0	57	0	49	0	98	0	51	900	3:3062400	3:1000	3:1001	25039200	37558800	50078400	200313600
463	96473100	0:0	2:1056600;1:10	100;50;25;12	2	0	57	0	49	0	98	0	51	900	3:3074580	3:1000	3:1001	25268200	37902300	50536400	202145600
464	96972300	0:0	2:1060800;1:10	100;50;25;12	2	1	58	0	49	0	98	0	51	900	3:3086760	3:1000	3:1001	25498800	38248200	50997600	203990400
465	97471500	0:0	2:1065000;1:10	100;50;25;12	2	0	58	0	49	1	99	0	51	900	3:3098940	3:1000	3:1001	25731000	38596500	51462000	205848000
466	97970700	0:0	2:1069200;1:10	100;50;25;12	2	0	58	0	49	0	99	0	51	900	3:3111120	3:1000	3:1001	25965000	38947500	51930000	207720000
467	98469900	0:0	2:1073400;1:10	100;50;25;12	2	0	58	0	49	0	99	0	51	900	3:3123300	3:1000	3:1001	26200600	39300900	52401200	209604800
468	98969100	0:0	2:1077600;1:10	100;50;25;12	2	0	58	0	49	0	99	0	51	900	3:3135480	3:1000	3:1001	26438000	39657000	52876000	211504000
469	99468300	0:0	2:1081800;1:10	100;50;25;12	2	0	58	0	49	0	99	0	51	900	3:3147660	3:1000	3:1001	26677000	40015500	53354000	213416000
470	99967500	0:0	2:1086000;1:10	75;60;40;25	6	0	58	1	50	1	100	0	51	900	3:3159840	3:1000	3:1001	26918000	40377000	53836000	215344000
471	100479500	0:0	2:1090200;1:10	100;50;25;12	2	0	58	0	50	0	100	0	51	900	3:3172020	3:1000	3:1001	27160400	40740600	54320800	217283200
472	100991500	0:0	2:1094400;1:10	100;50;25;12	2	1	59	0	50	0	100	0	51	900	3:3184200	3:1000	3:1001	27404800	41107200	54809600	219238400
473	101503500	0:0	2:1098600;1:10	100;50;25;12	2	0	59	0	50	0	100	0	51	900	3:3196380	3:1000	3:1001	27650800	41476200	55301600	221206400
474	102015500	0:0	2:1102800;1:10	100;50;25;12	2	0	59	0	50	0	100	0	51	900	3:3208560	3:1000	3:1001	27898600	41847900	55797200	223188800
475	102527500	0:0	2:1107000;1:10	100;50;25;12	2	0	59	0	50	1	101	0	51	900	3:3220740	3:1000	3:1001	28148200	42222300	56296400	225185600
476	103039500	0:0	2:1111200;1:10	100;50;25;12	2	0	59	0	50	0	101	0	51	900	3:3232920	3:1000	3:1001	28399600	42599400	56799200	227196800
477	103551500	0:0	2:1115400;1:10	100;50;25;12	2	0	59	0	50	0	101	0	51	900	3:3245100	3:1000	3:1001	28652600	42978900	57305200	229220800
478	104063500	0:0	2:1119600;1:10	100;50;25;12	2	0	59	0	50	0	101	0	51	900	3:3257280	3:1000	3:1001	28907600	43361400	57815200	231260800
479	104575500	0:0	2:1123800;1:10	100;50;25;12	2	0	59	0	50	0	101	0	51	900	3:3269460	3:1000	3:1001	29164400	43746600	58328800	233315200
480	105087500	0:0	2:1128000;1:10	75;60;40;25	6	1	60	1	51	1	102	0	51	900	3:3281640	3:1000	3:1001	29423000	44134500	58846000	235384000
481	105612300	0:0	2:1132400;1:10	100;50;25;12	2	0	60	0	51	0	102	0	51	900	3:3294400	3:1000	3:1001	29683400	44525100	59366800	237467200
482	106137100	0:0	2:1136800;1:10	100;50;25;12	2	0	60	0	51	0	102	0	51	900	3:3307160	3:1000	3:1001	29945600	44918400	59891200	239564800
483	106661900	0:0	2:1141200;1:10	100;50;25;12	2	0	60	0	51	0	102	0	51	900	3:3319920	3:1000	3:1001	30209800	45314700	60419600	241678400
484	107186700	0:0	2:1145600;1:10	100;50;25;12	2	0	60	0	51	0	102	0	51	900	3:3332680	3:1000	3:1001	30475800	45713700	60951600	243806400
485	107711500	0:0	2:1150000;1:10	100;50;25;12	2	0	60	0	51	1	103	0	51	900	3:3345440	3:1000	3:1001	30743600	46115400	61487200	245948800
486	108236300	0:0	2:1154400;1:10	100;50;25;12	2	0	60	0	51	0	103	0	51	900	3:3358200	3:1000	3:1001	31013200	46519800	62026400	248105600
487	108761100	0:0	2:1158800;1:10	100;50;25;12	2	0	60	0	51	0	103	0	51	900	3:3370960	3:1000	3:1001	31284800	46927200	62569600	250278400
488	109285900	0:0	2:1163200;1:10	100;50;25;12	2	1	61	0	51	0	103	0	51	900	3:3383720	3:1000	3:1001	31558400	47337600	63116800	252467200
489	109810700	0:0	2:1167600;1:10	100;50;25;12	2	0	61	0	51	0	103	0	51	900	3:3396480	3:1000	3:1001	31833800	47750700	63667600	254670400
490	110335500	0:0	2:1172000;1:10	75;60;40;25	6	0	61	1	52	1	104	0	51	900	3:3409240	3:1000	3:1001	32111200	48166800	64222400	256889600
491	110873100	0:0	2:1176400;1:10	100;50;25;12	2	0	61	0	52	0	104	0	51	900	3:3422000	3:1000	3:1001	32390400	48585600	64780800	259123200
492	111410700	0:0	2:1180800;1:10	100;50;25;12	2	0	61	0	52	0	104	0	51	900	3:3434760	3:1000	3:1001	32671600	49007400	65343200	261372800
493	111948300	0:0	2:1185200;1:10	100;50;25;12	2	0	61	0	52	0	104	0	51	900	3:3447520	3:1000	3:1001	32954600	49431900	65909200	263636800
494	112485900	0:0	2:1189600;1:10	100;50;25;12	2	0	61	0	52	0	104	0	51	900	3:3460280	3:1000	3:1001	33239800	49859700	66479600	265918400
495	113023500	0:0	2:1194000;1:10	100;50;25;12	2	0	61	0	52	1	105	0	51	900	3:3473040	3:1000	3:1001	33526800	50290200	67053600	268214400
496	113561100	0:0	2:1198400;1:10	100;50;25;12	2	1	62	0	52	0	105	0	51	900	3:3485800	3:1000	3:1001	33816000	50724000	67632000	270528000
497	114098700	0:0	2:1202800;1:10	100;50;25;12	2	0	62	0	52	0	105	0	51	900	3:3498560	3:1000	3:1001	34107000	51160500	68214000	272856000
498	114636300	0:0	2:1207200;1:10	100;50;25;12	2	0	62	0	52	0	105	0	51	900	3:3511320	3:1000	3:1001	34400000	51600000	68800000	275200000
499	115173900	0:0	2:1211600;1:10	100;50;25;12	2	0	62	0	52	0	105	0	51	900	3:3524080	3:1000	3:1001	34695000	52042500	69390000	277560000
500	0	0:0	2:1216000;1:10	75;60;40;25	6	0	62	1	53	1	106	0	51	900	3:3536840	3:1000	3:1001	34992000	52488000	69984000	279936000
